Accession,Abundance R1 126 control,Abundance R2 126 control,Abundance R3 126 control,Abundance R1 127N Sample,Abundance R3 127N Sample,Abundance R2 127N Sample,Abundance R1 127C Sample,Abundance R3 127C Sample,Abundance R2 127C Sample,Abundance R1 128N Sample,Abundance R3 128N Sample,Abundance R2 128N Sample,Abundance R1 128C Sample,Abundance R3 128C Sample,Abundance R2 128C Sample,Abundance R1 129N Sample,Abundance R3 129N Sample,Abundance R2 129N Sample,Abundance R1 129C Sample,Abundance R3 129C Sample,Abundance R2 129C Sample,Abundance R1 130N Sample,Abundance R3 130N Sample,Abundance R2 130N Sample,Abundance R1 130C Sample,Abundance R3 130C Sample,Abundance R2 130C Sample,normalized_Abundance R1 126 control,normalized_Abundance R2 126 control,normalized_Abundance R3 126 control,normalized_Abundance R1 127N Sample,normalized_Abundance R3 127N Sample,normalized_Abundance R2 127N Sample,normalized_Abundance R1 127C Sample,normalized_Abundance R3 127C Sample,normalized_Abundance R2 127C Sample,normalized_Abundance R1 128N Sample,normalized_Abundance R3 128N Sample,normalized_Abundance R2 128N Sample,normalized_Abundance R1 128C Sample,normalized_Abundance R3 128C Sample,normalized_Abundance R2 128C Sample,normalized_Abundance R1 129N Sample,normalized_Abundance R3 129N Sample,normalized_Abundance R2 129N Sample,normalized_Abundance R1 129C Sample,normalized_Abundance R3 129C Sample,normalized_Abundance R2 129C Sample,normalized_Abundance R1 130N Sample,normalized_Abundance R3 130N Sample,normalized_Abundance R2 130N Sample,normalized_Abundance R1 130C Sample,normalized_Abundance R3 130C Sample,normalized_Abundance R2 130C Sample
NP_004915.2,15885.8,15639.4,16527.0,14859.2,14371.7,15396.7,10029.8,9730.1,11792.5,14598.1,15123.8,15977.1,14305.1,13461.7,15241.2,14370.4,15605.2,15129.0,12830.8,12436.9,14776.7,11467.1,11942.1,12597.6,9869.6,9764.3,12531.3,15671.040740740744,11746.559259259258,13941.862962962967,15860.429629629629,11514.740740740743,14056.044444444442,17048.41111111111,12876.21111111111,14493.781481481481,14738.770370370372,11416.074074074077,14056.044444444442,16015.655555555559,11746.559259259258,12876.21111111111,14617.03333333333,12351.333333333334,12179.081481481482,17048.41111111111,12425.448148148149,14330.955555555558,14866.170370370368,11746.559259259258,13260.744444444446,16408.14074074074,12658.896296296296,14866.170370370368
NP_003283.2,12487.0,12744.1,8605.2,11120.7,11207.4,8265.1,6034.5,5876.3,5792.6,12116.6,12168.3,8943.2,9442.5,9021.5,8253.1,9898.7,10484.8,9196.1,7529.0,6818.2,6647.1,7417.8,7316.1,6941.3,5583.8,5104.2,5656.3,11967.618518518519,9562.325925925925,6802.7555555555555,11514.740740740743,9052.655555555555,6855.0592592592575,10080.085185185184,7876.514814814814,7011.596296296297,11746.559259259258,9227.966666666667,7117.7148148148135,10642.818518518518,7906.703703703703,6748.707407407409,10080.085185185184,8251.240740740739,7298.955555555555,9650.255555555555,7163.777777777777,6399.759259259259,9227.966666666667,7224.374074074074,6855.0592592592575,9173.718518518519,6828.755555555555,6278.437037037037
NP_005336.3,8573.4,13834.4,14810.2,7720.0,12906.1,14038.9,4662.3,8380.2,9841.8,7727.1,14378.1,14900.2,7175.7,12072.3,14612.0,8942.8,16711.8,13922.5,6058.7,10635.2,14329.4,5685.3,10855.7,10892.7,3945.9,7278.7,9278.9,8759.72222222222,10316.196296296299,12658.896296296296,8324.577777777777,10267.888888888889,11967.618518518519,8206.207407407406,11265.237037037035,12495.288888888892,8107.470370370372,10848.059259259258,12425.448148148149,8292.674074074072,10710.674074074075,12260.040740740738,9227.966666666667,13068.57407407407,11105.655555555553,8152.718518518522,11105.655555555553,13941.862962962967,7567.207407407408,10504.27037037037,11039.025925925926,6802.7555555555555,9978.91851851852,10384.874074074074
NP_009057.1,14594.6,15819.9,5395.0,13924.2,15359.1,4991.4,10823.9,11077.6,4171.8,14692.8,16097.9,5334.5,15850.8,16699.3,5992.3,17157.6,18969.5,5603.6,13594.0,14267.9,5221.7,15300.7,16359.4,5174.0,13253.8,13562.0,4719.0,14617.03333333333,11849.511111111111,4410.085185185185,14330.955555555558,12351.333333333334,4216.38888888889,19295.377777777772,14738.770370370372,5164.581481481481,14999.225925925924,12260.040740740738,4469.229629629629,18993.759259259255,14738.770370370372,5030.537037037037,17604.44814814815,14330.955555555558,4678.574074074075,17604.44814814815,14330.955555555558,5164.581481481481,19674.255555555552,15671.040740740744,5173.7,24248.185185185186,18390.22222222222,5381.444444444444
NP_001367.2,7285.8,7535.1,9814.2,7055.8,7273.6,10177.7,6425.4,5764.2,9439.1,8075.6,8408.8,11533.4,9721.3,9067.9,15158.7,9095.8,9364.5,13868.5,7709.2,7013.1,11666.5,8256.0,8155.6,12768.6,7398.1,6209.7,11901.2,7411.351851851852,5817.214814814814,8107.470370370372,7677.655555555555,5921.011111111112,8467.644444444446,10848.059259259258,7749.448148148147,12065.055555555558,8373.292592592592,6537.488888888888,9840.333333333334,10906.462962962964,8034.699999999999,12758.611111111111,9430.203703703703,7439.281481481479,10906.462962962964,10080.085185185184,7298.955555555555,11849.511111111111,10560.155555555555,8107.470370370372,13344.218518518519,12351.333333333334,8496.603703703704,13449.977777777778
NP_002853.2,12691.0,18517.6,19175.7,12823.2,18375.3,19393.2,9631.6,14107.7,15601.9,13599.9,19948.9,20178.7,17006.6,24687.3,26593.3,13490.4,21971.7,23203.6,15428.9,22388.2,24848.7,16518.8,24626.8,25897.7,12603.0,18542.6,20885.7,12065.055555555558,13826.644444444442,15860.429629629629,12876.21111111111,14493.781481481481,16408.14074074074,16408.14074074074,18619.977777777778,19977.507407407407,13260.744444444446,14493.781481481481,16408.14074074074,20873.614814814813,22165.59259259259,23214.166666666668,13826.644444444442,16650.007407407407,18390.22222222222,20581.51111111112,23214.166666666668,23792.018518518522,22165.59259259259,23792.018518518522,25280.94444444444,22165.59259259259,24771.4074074074,23792.018518518522
NP_000909.2,16715.0,20319.6,17947.5,15638.4,18753.3,17676.9,10886.1,10482.7,11608.9,16760.1,20375.6,18110.5,15437.8,16376.0,17558.7,17631.5,17807.3,15767.2,17441.1,18679.5,20444.6,18768.5,20946.8,20364.4,15212.6,12669.8,16343.1,17048.41111111111,15671.040740740744,14866.170370370368,17241.533333333333,14617.03333333333,15446.392592592589,19674.255555555552,13698.807407407407,14330.955555555558,17604.44814814815,15323.433333333329,15323.433333333329,17241.533333333333,14330.955555555558,15121.285185185186,18993.759259259255,13941.862962962967,13068.57407407407,22736.351851851847,18993.759259259255,19674.255555555552,24771.4074074074,19977.507407407407,19674.255555555552,30650.218518518515,17048.41111111111,18807.570370370373
NP_114032.2,19061.0,41084.5,41272.4,18791.0,38208.2,39394.6,12817.9,24906.8,28372.3,18727.1,41102.8,40632.5,20956.7,41850.6,46367.4,20570.7,40156.8,43868.1,15021.1,30290.8,32971.1,14306.9,29720.6,31343.1,11873.6,21973.5,26583.4,19977.507407407407,33355.5,28751.551851851844,21760.211111111115,32517.937037037038,30650.218518518515,24248.185185185186,33355.5,34595.76666666667,18807.570370370373,33355.5,30650.218518518515,26756.714814814815,39181.1962962963,35542.33333333333,22736.351851851847,31427.98888888888,32517.937037037038,19295.377777777772,29596.79259259259,28751.551851851844,18619.977777777778,29596.79259259259,29596.79259259259,20296.73333333333,31427.98888888888,33355.5
NP_001888.2,6781.7,7398.5,5292.0,6306.4,7084.7,5100.1,4621.6,4831.5,3862.0,6811.8,7360.0,5231.0,6563.4,6752.5,5512.6,6339.7,7629.8,4953.0,7411.4,7078.8,5941.3,7437.2,7857.5,5738.0,6396.2,6283.8,5390.1,6727.840740740741,5653.874074074074,4321.437037037038,6748.707407407409,5752.196296296297,4306.099999999999,8034.699999999999,6537.488888888888,4780.670370370371,6975.029629629629,5653.874074074074,4345.700000000001,7463.892592592593,6090.9111111111115,4665.074074074075,6949.225925925925,5980.999999999999,4123.077777777778,9517.525925925926,7411.351851851852,5861.751851851852,9281.822222222223,7749.448148148147,5686.799999999999,10448.17037037037,8581.333333333334,5941.9
XP_011543356.1,7303.9,11216.3,10612.6,6669.4,10329.5,9728.8,4836.3,6148.1,7800.0,7244.7,11991.1,10929.0,7332.5,10668.6,11730.0,7615.6,11980.0,12258.2,5033.3,7022.6,8281.4,5125.4,7216.9,7981.0,4191.4,5228.5,7174.5,7439.281481481479,8496.603703703704,8694.837037037036,7281.02962962963,8292.674074074072,8152.718518518522,8496.603703703704,8292.674074074072,9750.222222222223,7606.033333333334,9089.574074074075,9337.255555555557,8467.644444444446,9430.203703703703,10022.792592592594,7876.514814814814,9474.281481481481,9840.333333333334,6748.707407407409,7360.651851851854,7716.914814814814,6704.52962962963,7143.707407407406,7829.670370370371,7224.374074074074,7035.2555555555555,8292.674074074072
NP_001276674.1,25079.2,32573.8,42856.9,21262.0,29355.3,38583.9,12354.3,18063.7,25603.9,27698.6,33015.1,45579.8,20026.0,28549.3,39622.3,24397.4,32426.9,37535.8,18932.7,24536.5,38189.4,19554.2,25376.4,36145.6,11532.6,18054.7,25205.4,25936.725925925926,24248.185185185186,33355.5,23792.018518518522,23214.166666666668,28751.551851851844,23214.166666666668,25280.94444444444,30650.218518518515,27558.16666666667,24771.4074074074,32517.937037037038,24248.185185185186,26756.714814814815,32517.937037037038,26756.714814814815,24248.185185185186,29596.79259259259,27558.16666666667,25936.725925925926,34595.76666666667,28113.70740740741,24248.185185185186,35542.33333333333,19674.255555555552,24248.185185185186,29596.79259259259
NP_004492.2,1045.9,3848.4,2445.9,763.5,2761.1,1990.7,324.6,1362.6,806.0,979.6,3673.4,2477.8,665.5,2491.9,1732.9,628.9,2504.4,1713.4,476.9,1850.8,1222.3,416.5,1603.2,1008.4,215.8,862.0,574.7,965.803703703704,3049.259259259259,2088.4814814814818,728.7555555555556,2341.5037037037036,1722.1296296296296,444.91481481481475,1806.551851851852,988.3962962962962,918.6555555555556,2900.081481481481,2121.4111111111106,619.0518518518519,2183.3333333333335,1461.5962962962963,575.4444444444443,2043.7,1459.4148148148145,532.6962962962963,1978.2074074074073,1232.4185185185183,440.5629629629629,1626.825925925926,1089.0888888888892,301.47777777777776,1125.9444444444446,726.0814814814815
NP_002145.3,9731.1,19242.5,28737.0,9385.6,19060.4,28657.0,5910.9,11964.2,19261.7,10109.4,20054.1,29817.0,9153.3,19154.8,30071.0,10203.2,16968.6,26933.3,7598.1,16185.6,25797.1,7786.6,16212.9,24684.5,5926.7,12462.4,21851.6,9801.611111111111,14493.781481481481,21760.211111111115,10022.792592592594,15121.285185185186,22736.351851851847,9840.333333333334,15671.040740740744,24771.4074074074,10384.874074074074,14738.770370370372,22736.351851851847,10215.574074074077,17048.41111111111,24771.4074074074,10267.888888888889,13344.218518518519,20296.73333333333,9801.611111111111,16650.007407407407,24771.4074074074,9978.91851851852,15446.392592592589,24771.4074074074,9650.255555555555,16650.007407407407,25936.725925925926
NP_000692.2,8598.1,8500.1,8953.2,8312.8,8141.1,8876.4,6380.3,6534.4,7391.1,8938.5,9184.5,9258.0,10276.4,9688.9,11188.5,11500.6,11002.6,12105.5,9051.4,8496.1,10358.7,10462.5,9994.4,11004.0,8398.0,8060.3,10275.3,8852.770370370368,6558.155555555555,7163.777777777777,8904.796296296296,6558.155555555555,7360.651851851854,10642.818518518518,8852.770370370368,9227.966666666667,9089.574074074075,7117.7148148148135,7567.207407407408,11746.559259259258,8528.592592592591,9613.000000000002,11657.937037037036,8694.837037037036,9613.000000000002,11746.559259259258,8759.72222222222,10316.196296296299,13260.744444444446,9930.762962962963,11105.655555555553,14056.044444444442,10642.818518518518,11967.618518518519
XP_016884687.1,3211.3,3982.0,2816.3,3174.9,3802.9,2905.3,2506.0,2626.8,2028.9,3724.6,4017.8,2861.0,4094.4,5155.4,3132.7,3764.5,4735.5,3088.4,3132.3,3520.2,2410.6,3655.0,4320.9,2711.3,2929.1,3282.8,2268.2,3127.7111111111117,3146.3740740740727,2378.9148148148142,3262.818518518519,3146.3740740740727,2498.2481481481477,4024.5444444444443,3552.0148148148146,2571.896296296297,3640.8148148148152,3182.481481481482,2468.485185185185,4546.270370370372,4585.566666666668,2681.525925925926,3821.2148148148144,3692.1666666666665,2596.0296296296297,3908.7851851851856,3767.8148148148143,2420.151851851852,4513.196296296296,4357.759259259259,2778.9555555555553,4997.962962962963,4556.61111111111,2676.755555555556
NP_001002858.1,16679.0,19989.2,14552.9,15674.1,18992.0,14547.6,10281.7,11602.3,10207.8,16670.0,20609.9,15835.3,15567.3,17972.9,15635.2,18450.0,20879.0,15242.1,16300.4,18420.4,17187.1,14068.5,17361.2,14304.4,10517.4,11164.9,10629.0,16858.855555555554,15323.433333333329,12425.448148148149,17435.325925925925,14738.770370370372,12579.114814814817,17604.44814814815,15446.392592592589,12961.788888888888,17435.325925925925,15671.040740740744,13826.644444444442,17909.33703703704,15860.429629629629,13164.400000000001,19674.255555555552,16159.23333333333,12351.333333333334,21062.459259259256,18619.977777777778,16408.14074074074,18128.937037037034,16858.855555555554,14866.170370370368,17604.44814814815,14493.781481481481,12495.288888888892
NP_001609.2,7742.3,19275.5,14736.8,7271.5,18165.2,14582.2,6519.8,13206.9,10317.1,7320.6,18841.5,14393.5,8816.0,19493.2,15901.5,8648.2,20829.1,16352.0,5849.0,13203.4,10063.1,4923.1,12519.5,9658.6,4578.8,9811.3,7236.1,7947.1296296296305,14617.03333333333,12579.114814814817,7947.1296296296305,14201.18888888889,12658.896296296296,11189.792592592596,17241.533333333333,13344.218518518519,7716.914814814814,14056.044444444442,12179.081481481482,9801.611111111111,17604.44814814815,13344.218518518519,8852.770370370368,16015.655555555559,13449.977777777778,7792.162962962964,13164.400000000001,9930.762962962963,6226.640740740741,12495.288888888892,9517.525925925926,7792.162962962964,12961.788888888888,8373.292592592592
NP_001596.2,6383.7,13654.8,14334.2,6471.4,13758.4,14231.3,5424.9,11123.4,12705.3,6904.9,14784.6,15064.0,8620.1,16931.8,19168.1,9239.6,20391.9,20469.0,7248.7,14343.7,16338.2,7554.9,15577.3,16794.3,5733.9,11938.8,14316.7,6425.266666666666,10215.574074074077,12065.055555555558,6855.0592592592575,10906.462962962964,12260.040740740738,9089.574074074075,14999.225925925924,16159.23333333333,7060.237037037037,11189.792592592596,12876.21111111111,9650.255555555555,15121.285185185186,16408.14074074074,9562.325925925925,15860.429629629629,16408.14074074074,9337.255555555557,14617.03333333333,15446.392592592589,9430.203703703703,14617.03333333333,16159.23333333333,9388.925925925927,15860.429629629629,17048.41111111111
NP_004902.1,8811.3,16405.9,23991.7,8428.4,15519.4,21948.4,5806.0,9822.5,14073.2,9167.9,17129.4,21702.0,7809.8,13889.3,20473.5,8693.4,16383.7,21012.5,7885.6,14445.4,21229.6,9238.0,17438.9,24071.3,7138.7,12847.0,21216.1,9016.477777777778,12351.333333333334,18807.570370370373,9016.477777777778,12425.448148148149,17604.44814814815,9750.222222222223,13068.57407407407,18390.22222222222,9281.822222222223,12876.21111111111,17435.325925925925,8979.455555555554,12351.333333333334,18128.937037037034,8979.455555555554,12961.788888888888,17048.41111111111,10384.874074074074,14866.170370370368,20873.614814814813,11576.91851851852,17048.41111111111,23792.018518518522,11746.559259259258,17435.325925925925,25280.94444444444
NP_001121089.1,13095.0,22810.3,21719.5,13050.5,21938.4,21380.0,10529.0,15215.6,15222.9,13589.6,23143.9,23724.6,15657.0,23374.0,24011.9,17217.9,28458.7,30194.3,14003.3,20522.9,21561.9,14753.8,22610.7,23506.4,13721.5,19500.4,20236.4,12351.333333333334,17435.325925925925,17048.41111111111,13164.400000000001,17604.44814814815,17435.325925925925,18128.937037037034,20873.614814814813,19674.255555555552,13164.400000000001,17604.44814814815,19295.377777777772,18390.22222222222,21062.459259259256,20296.73333333333,17909.33703703704,21350.111111111117,22736.351851851847,17909.33703703704,20873.614814814813,22165.59259259259,18807.570370370373,21062.459259259256,22736.351851851847,24771.4074074074,26756.714814814815,23214.166666666668
NP_821133.1,2496.0,3013.7,5493.7,2412.5,3054.7,5349.4,1968.2,2547.7,5074.2,2452.4,3090.6,5265.3,2710.2,3542.2,6671.6,2766.7,4151.9,7020.4,2085.7,2732.1,5413.1,1873.7,2531.0,4506.6,1668.4,2202.0,4391.4,2394.5333333333333,2410.0962962962967,4491.944444444444,2426.003703703704,2549.7592592592596,4480.951851851852,3069.1111111111118,3422.9740740740735,6226.640740740741,2378.9148148148142,2509.6444444444446,4425.392592592592,2827.548148148147,3146.3740740740727,5493.825925925927,2733.1,3277.0777777777785,5653.874074074074,2591.407407407408,2904.496296296296,5344.981481481482,2225.122222222222,2526.3629629629636,4536.059259259259,2613.0333333333333,2981.2814814814824,5079.8
NP_001138880.1,16937.6,12111.1,11507.3,15538.6,11145.6,10531.5,9904.6,7234.1,6676.2,15919.6,11745.2,10780.7,14950.4,10637.7,10623.1,15868.0,11461.7,9732.1,11485.0,8492.8,8485.7,11254.1,8416.4,7830.8,8381.8,6376.8,5985.9,17909.33703703704,9121.325925925927,9613.000000000002,16650.007407407407,8943.67037037037,9121.325925925927,16858.855555555554,9562.325925925925,8107.470370370372,16650.007407407407,8943.67037037037,8943.67037037037,16650.007407407407,9388.925925925927,8730.748148148148,16858.855555555554,9121.325925925927,7677.655555555555,15121.285185185186,8694.837037037036,7829.670370370371,14493.781481481481,8496.603703703704,7606.033333333334,13941.862962962967,8800.618518518519,6704.52962962963
NP_006073.2,5793.3,11486.4,14511.2,5714.5,10996.1,15346.2,4032.0,8162.9,11925.1,5967.8,12208.5,15844.9,6007.3,11730.2,17388.6,5316.8,13070.3,19725.1,5491.4,10135.6,14860.8,4756.5,9904.2,13700.1,3431.0,6815.7,11398.0,5767.307407407407,8730.748148148148,12351.333333333334,6018.862962962961,8669.166666666668,13941.862962962967,7117.7148148148135,10966.796296296292,14866.170370370368,6090.9111111111115,9281.822222222223,13941.862962962967,6975.029629629629,10316.196296296299,14866.170370370368,5666.688888888888,9930.762962962963,15860.429629629629,7390.218518518517,10560.155555555555,14493.781481481481,6126.851851851852,9801.611111111111,13941.862962962967,5752.196296296297,9089.574074074075,13164.400000000001
NP_001129171.1,19260.4,19338.0,14488.1,17774.8,18277.6,13404.3,11035.9,11345.9,9098.6,19934.9,20085.2,12861.6,14646.2,16031.9,12313.7,19761.4,19612.7,13757.2,14769.7,15908.9,11564.7,15244.8,16130.8,10567.3,10693.3,11214.1,9488.8,20581.51111111112,14738.770370370372,12260.040740740738,19295.377777777772,14330.955555555558,11657.937037037036,20296.73333333333,15323.433333333329,11657.937037037036,21062.459259259256,14866.170370370368,10906.462962962964,16159.23333333333,13826.644444444442,10560.155555555555,21760.211111111115,15121.285185185186,10756.766666666665,18993.759259259255,15860.429629629629,11746.559259259258,19295.377777777772,15323.433333333329,10560.155555555555,17909.33703703704,14617.03333333333,10906.462962962964
XP_005268559.1,16780.7,7226.5,30724.9,15862.0,7080.1,29449.6,7588.5,3518.4,13502.7,15905.0,7025.1,28564.9,11755.6,5153.0,19785.8,13107.4,6365.0,23638.2,9629.7,4249.0,16873.6,10121.5,4482.9,16596.1,7011.2,3162.3,12354.1,17241.533333333333,5539.4,23214.166666666668,17604.44814814815,5737.844444444445,23214.166666666668,12495.288888888892,4877.8592592592595,17604.44814814815,16408.14074074074,5438.581481481481,21760.211111111115,13698.807407407407,4570.037037037037,17241.533333333333,13449.977777777778,4877.8592592592595,18807.570370370373,12425.448148148149,4546.270370370372,15860.429629629629,12658.896296296296,4491.944444444444,15860.429629629629,11416.074074074077,4357.759259259259,14493.781481481481
NP_006576.2,10758.8,15422.2,11651.7,10398.2,14756.5,11150.3,7149.7,10693.5,8956.2,10698.2,15898.6,12127.6,10724.9,15282.2,13001.4,12464.4,17899.8,13355.6,9051.0,13271.5,11424.1,9253.8,13307.2,10288.7,6987.7,10269.4,9021.2,10906.462962962964,11576.91851851852,9801.611111111111,11039.025925925926,11967.618518518519,9474.281481481481,12179.081481481482,13941.862962962967,11265.237037037035,10848.059259259258,12179.081481481482,10316.196296296299,11967.618518518519,13574.722222222223,11105.655555555553,12758.611111111111,14201.18888888889,10384.874074074074,11657.937037037036,13344.218518518519,11514.740740740743,11657.937037037036,12876.21111111111,10129.485185185184,11337.011111111111,13574.722222222223,10080.085185185184
NP_954654.1,428.2,3494.7,8397.8,357.8,4107.0,9319.7,301.2,2186.6,4427.4,375.9,3862.7,9009.7,391.5,3216.2,6765.4,295.7,4065.2,9108.1,349.3,2478.7,5286.3,258.3,2284.0,5117.2,328.7,2337.4,4570.5,370.6370370370371,2754.1370370370373,6628.914814814816,333.1814814814814,3307.255555555555,7716.914814814814,396.0962962962963,2954.2629629629623,5466.311111111112,338.9999999999999,3036.744444444444,7224.374074074074,353.7925925925926,2861.374074074074,5653.874074074074,276.5777777777778,3190.8111111111116,7255.451851851852,375.237037037037,2620.144444444444,5267.370370370369,274.8370370370371,2296.1888888888884,5091.114814814814,468.84074074074084,3190.8111111111116,5208.829629629629
