Accession,normalized_Abundance R1 126 control,normalized_Abundance R2 126 control,normalized_Abundance R3 126 control,normalized_Abundance R1 127N Sample,normalized_Abundance R3 127N Sample,normalized_Abundance R2 127N Sample,normalized_Abundance R1 127C Sample,normalized_Abundance R3 127C Sample,normalized_Abundance R2 127C Sample,normalized_Abundance R1 128N Sample,normalized_Abundance R3 128N Sample,normalized_Abundance R2 128N Sample,normalized_Abundance R1 128C Sample,normalized_Abundance R3 128C Sample,normalized_Abundance R2 128C Sample,normalized_Abundance R1 129N Sample,normalized_Abundance R3 129N Sample,normalized_Abundance R2 129N Sample,normalized_Abundance R1 129C Sample,normalized_Abundance R3 129C Sample,normalized_Abundance R2 129C Sample,normalized_Abundance R1 130N Sample,normalized_Abundance R3 130N Sample,normalized_Abundance R2 130N Sample,normalized_Abundance R1 130C Sample,normalized_Abundance R3 130C Sample,normalized_Abundance R2 130C Sample,s1_avg,p_value_s1,-log10_pvalues1,s3_avg,p_value_s3,-log10_pvalues3,fold_change_s1,log2_fc_s1,expression_s1,fold_change_s3,log2_fc_s3,expression_s3
XP_005251033.1,67286.18148148149,80178.53333333334,42465.04074074075,67286.18148148149,80178.53333333334,42465.04074074075,67286.18148148149,80178.53333333334,42465.04074074075,67286.18148148149,80178.53333333334,44601.13703703704,80178.53333333334,80178.53333333334,80178.53333333334,80178.53333333334,80178.53333333334,44601.13703703704,80178.53333333334,80178.53333333334,67286.18148148149,80178.53333333334,80178.53333333334,67286.18148148149,67286.18148148149,80178.53333333334,80178.53333333334,63309.91851851853,1.0,0.0,64021.950617283954,0.9648593194386241,0.015536004008938188,1.0,0.0,,1.0112467701021783,0.01613509472940718,
XP_016873759.1,28113.70740740741,17305.181481481482,31427.98888888888,28113.70740740741,17091.14814814815,27558.16666666667,29596.79259259259,19029.055555555555,33355.5,25280.94444444444,16501.866666666665,29596.79259259259,25280.94444444444,16050.625925925924,29596.79259259259,25280.94444444444,15748.6,28113.70740740741,26756.71481481481,17091.14814814815,29596.79259259259,20302.09259259259,13846.91111111111,24248.185185185182,22736.351851851847,15047.896296296296,27558.16666666667,24254.340740740747,0.8193131941034307,0.08655005126757262,23793.2012345679,0.7671642489129933,0.11511164418669334,0.9468572351453882,-0.07878117888168651,,0.9288549615524513,-0.10647475402196746,
NP_001104026.1,31427.98888888888,35542.33333333333,35542.33333333333,33355.5,35542.33333333333,35542.33333333333,42465.04074074075,42465.04074074075,35542.33333333333,32517.93703703704,34595.76666666667,35542.33333333333,42465.04074074075,37607.014814814815,37607.014814814815,44601.13703703704,44601.13703703704,42465.04074074075,37607.014814814815,37607.014814814815,37607.014814814815,35542.33333333333,31427.98888888888,32517.93703703704,34595.76666666667,30650.218518518515,31427.98888888888,34813.38888888888,0.7065081050121378,0.15088285159057227,34218.67901234568,0.9783179532920558,0.009519976583621942,1.0188026649067394,0.026874638421947032,,1.0013986710294887,0.002016445914335039,
NP_006280.3,20876.38148148148,17959.62222222222,19365.277777777774,21062.459259259256,18419.466666666664,20302.09259259259,23792.01851851852,23792.01851851852,25280.94444444444,21760.211111111115,19983.77407407407,20876.38148148148,23792.01851851852,24771.4074074074,25936.725925925926,23214.166666666668,21062.459259259256,24248.185185185182,20876.38148148148,23792.01851851852,24248.185185185182,25936.725925925926,24771.4074074074,25936.725925925926,25280.94444444444,27558.16666666667,28751.551851851844,19928.006172839505,0.6707748474052107,0.17342323085713587,20873.455555555556,0.22388901882955106,0.6499672069063824,1.0271941956731767,0.03870895541438161,,1.0759276268958318,0.10558103716025624,
NP_003371.2,80178.53333333334,67286.18148148149,67286.18148148149,80178.53333333334,67286.18148148149,67286.18148148149,80178.53333333334,67286.18148148149,80178.53333333334,80178.53333333334,67286.18148148149,67286.18148148149,67286.18148148149,67286.18148148149,42465.04074074075,67286.18148148149,67286.18148148149,67286.18148148149,67286.18148148149,67286.18148148149,44601.13703703704,67286.18148148149,67286.18148148149,44601.13703703704,80178.53333333334,67286.18148148149,50870.4,71583.63209876545,1.0,0.0,71583.63209876545,1.0,0.0,1.0,0.0,,1.0,0.0,
NP_733821.1,50870.4,50870.4,37607.014814814815,50870.4,50870.4,39181.1962962963,50870.4,50870.4,37607.014814814815,50870.4,50870.4,39181.1962962963,50870.4,50870.4,34595.76666666667,50870.4,50870.4,39181.1962962963,50870.4,44601.13703703704,33355.5,50870.4,44601.13703703704,34595.76666666667,50870.4,50870.4,35542.33333333333,46973.9987654321,0.933393326562175,0.029935308494341988,46973.9987654321,0.933393326562175,0.029935308494341988,1.0112967790960588,0.016206438288377194,,1.0112967790960588,0.016206438288377194,
NP_005091.2,11354.237037037035,25936.725925925926,12782.418518518518,10919.125925925924,24248.185185185182,12274.696296296292,10402.129629629628,22165.59259259259,10048.503703703704,11147.651851851851,25280.94444444444,11891.129629629628,10048.503703703704,22736.351851851847,10141.485185185184,15225.14074074074,35542.33333333333,16501.866666666665,22165.59259259259,50870.4,21760.211111111115,20582.581481481488,50870.4,21350.11111111112,20582.581481481488,42465.04074074075,17091.14814814815,15814.0024691358,0.8957757628308306,0.04780069251784227,16106.575308641974,0.9329642327982614,0.030135005552642116,0.9474496429795293,-0.07787882891692553,,0.9649782877914065,-0.05143161307458339,
NP_006608.1,44601.13703703704,24771.4074074074,16715.466666666664,44601.13703703704,25936.725925925926,16715.466666666664,35542.33333333333,28113.70740740741,19029.055555555555,44601.13703703704,25936.725925925926,16501.866666666665,37607.014814814815,25280.94444444444,17959.62222222222,42465.04074074075,28751.551851851844,17657.90740740741,35542.33333333333,25280.94444444444,17495.17037037037,42465.04074074075,26756.71481481481,17959.62222222222,42465.04074074075,29596.79259259259,21062.459259259256,29084.443209876543,0.9750181369285782,0.010987305640192046,29013.243209876546,0.9796617049668764,0.008923868215913325,1.0135363624211795,0.019397848986018842,,1.0110551806951398,0.015861737837139577,
NP_006588.1,30650.218518518515,42465.04074074075,44601.13703703704,32517.93703703704,42465.04074074075,44601.13703703704,37607.014814814815,44601.13703703704,67286.18148148149,30650.218518518515,44601.13703703704,50870.4,33355.5,44601.13703703704,67286.18148148149,31427.98888888888,42465.04074074075,80178.53333333334,39181.1962962963,42465.04074074075,80178.53333333334,37607.014814814815,42465.04074074075,80178.53333333334,37607.014814814815,44601.13703703704,67286.18148148149,39861.37160493828,0.91864054664864,0.03685438975072745,42040.585185185184,0.7254104987626615,0.13941616322801947,1.0158662563354166,0.02271047689101302,,1.071403470745933,0.09950187469999722,
NP_008835.5,11284.896296296294,15225.14074074074,8231.518518518518,11891.129629629628,16267.788888888888,9065.022222222224,19983.77407407407,25936.725925925926,15047.896296296296,12448.87777777778,17091.14814814815,9895.422222222223,22736.351851851847,31427.98888888888,18645.27037037037,15532.4,22736.351851851847,11284.896296296294,15047.896296296296,19983.77407407407,13211.859259259258,16906.51111111111,23214.166666666668,14405.851851851852,19983.77407407407,25280.94444444444,16715.466666666664,12407.980246913581,0.7905064715412895,0.10209457033244641,13145.14938271605,0.6206708544358698,0.20713864780754898,1.071452908353962,0.0995684432228763,,1.1351088780433722,0.1828306854277786,
NP_001352542.1,37607.014814814815,37607.014814814815,19983.77407407407,31427.98888888888,37607.014814814815,18645.27037037037,26756.71481481481,30650.218518518515,15367.451851851847,31427.98888888888,37607.014814814815,18848.31481481481,25936.725925925926,30650.218518518515,15367.451851851847,30650.218518518515,34595.76666666667,17091.14814814815,30650.218518518515,31427.98888888888,16906.51111111111,33355.5,39181.1962962963,17657.90740740741,31427.98888888888,39181.1962962963,18178.16296296296,29226.758024691357,0.7726487709355154,0.11201788190221532,29294.439506172832,0.7774151294452223,0.10934701172297003,0.9210325308236375,-0.1186759817530435,,0.9231653998242332,-0.11533894200170658,
NP_002464.1,21062.459259259256,19687.366666666665,17495.17037037037,19983.77407407407,19365.277777777774,16906.51111111111,22736.351851851847,21350.11111111112,20302.09259259259,19983.77407407407,20302.09259259259,17959.62222222222,21350.11111111112,20582.581481481488,19365.277777777774,22165.59259259259,22165.59259259259,19029.055555555555,18848.31481481481,20582.581481481488,19029.055555555555,17305.181481481482,18645.27037037037,17305.181481481482,18178.16296296296,19029.055555555555,18419.466666666664,18751.85432098765,0.6608345703667569,0.1799072457621215,19415.16296296296,0.999903813018905,4.177548428157546e-05,0.9658437040117068,-0.05013834857040869,,1.0000084572516768,1.2201183459433452e-05,
XP_006720633.1,17495.17037037037,14238.985185185187,17305.181481481482,18848.31481481481,16050.625925925924,17091.14814814815,25936.725925925926,20582.581481481488,21062.459259259256,18645.27037037037,15930.070370370371,16906.51111111111,24771.4074074074,21760.211111111115,22165.59259259259,24771.4074074074,19983.77407407407,19687.366666666665,23792.01851851852,21350.11111111112,23214.166666666668,27558.16666666667,22165.59259259259,22165.59259259259,29596.79259259259,22736.351851851847,22736.351851851847,17330.02962962963,0.5042870320605495,0.29732219975075697,17160.617283950618,0.5732994256625821,0.24161849330590432,1.0601711203726774,0.08429714647544828,,1.0498072560191853,0.0701244742623171,
NP_001017963.2,12691.822222222225,13211.859259259258,14927.925925925923,12370.644444444442,12914.61851851852,14658.714814814814,13009.448148148149,14238.985185185187,16501.866666666665,12370.644444444442,13009.448148148149,15367.451851851847,13106.362962962963,13742.78888888889,15532.4,13286.466666666667,13742.78888888889,17495.17037037037,12782.418518518518,13979.385185185189,15225.14074074074,11535.962962962964,12691.822222222225,14927.925925925923,11692.21111111111,13211.859259259258,15367.451851851847,13314.659259259259,0.7746172052666502,0.11091286099132246,13582.514814814813,0.9815715677009086,0.008078029915769018,0.978261212673479,-0.03170835372682635,,0.9979412281734537,-0.0029732415687343614,
NP_001258898.1,22736.351851851847,27558.16666666667,25936.725925925926,23214.166666666668,26756.71481481481,25936.725925925926,24771.4074074074,28751.551851851844,28751.551851851844,23792.01851851852,26756.71481481481,26756.71481481481,23214.166666666668,28113.70740740741,28113.70740740741,21350.11111111112,23214.166666666668,26756.71481481481,28113.70740740741,28751.551851851844,32517.93703703704,22736.351851851847,27558.16666666667,30650.218518518515,23214.166666666668,25936.725925925926,32517.93703703704,25302.535802469138,0.9546757593507232,0.02014410468331446,25768.482716049377,0.8470367282978576,0.07209775784962201,0.9957545355661499,-0.0061379489457647415,,1.0140913835466316,0.020187664815743623,
NP_005338.1,39181.1962962963,31427.98888888888,25280.94444444444,39181.1962962963,30650.218518518515,25280.94444444444,39181.1962962963,31427.98888888888,25936.725925925926,42465.04074074075,27558.16666666667,24248.185185185182,39181.1962962963,29596.79259259259,25280.94444444444,35542.33333333333,27558.16666666667,25280.94444444444,42465.04074074075,33355.5,27558.16666666667,44601.13703703704,30650.218518518515,26756.71481481481,44601.13703703704,34595.76666666667,30650.218518518515,31704.119753086416,0.9659345908114728,0.01505228125678406,31423.7975308642,0.9417598301915943,0.026059837887971442,0.9918889423408387,-0.011749497766645864,,0.9831188356581715,-0.024562280302603202,
NP_001186883.1,0.0,284.08148148148143,324.4222222222222,0.0,284.08148148148143,321.7851851851852,0.0,338.05185185185195,353.7333333333333,0.0,224.13333333333333,265.28888888888895,0.0,278.4703703703704,299.98148148148147,0.0,386.1296296296296,371.4555555555556,0.0,270.0777777777777,319.97407407407405,0.0,256.26296296296294,281.2296296296297,0.0,292.32222222222225,331.1888888888888,201.95555555555552,0.9954218596814501,0.0019928262855971384,163.14074074074077,0.7779669424363662,0.10903885676672699,0.9956663582801771,-0.006265709916504977,,0.8043044261576668,-0.31418643554678155,
NP_001419.1,32517.93703703704,34595.76666666667,39181.1962962963,30650.218518518515,34595.76666666667,37607.014814814815,44601.13703703704,39181.1962962963,44601.13703703704,37607.014814814815,35542.33333333333,37607.014814814815,44601.13703703704,42465.04074074075,44601.13703703704,34595.76666666667,32517.93703703704,34595.76666666667,44601.13703703704,39181.1962962963,50870.4,39181.1962962963,37607.014814814815,42465.04074074075,39181.1962962963,37607.014814814815,44601.13703703704,34284.333333333336,0.7046061972730588,0.15205354135679708,36918.787654320986,0.5368699720149411,0.27013088613344405,0.9676193307487,-0.04748850364237235,,1.041972502565626,0.059317205701209116,
NP_001092.1,25280.94444444444,28751.551851851844,32517.93703703704,28751.551851851844,31427.98888888888,34595.76666666667,33355.5,35542.33333333333,39181.1962962963,26756.71481481481,32517.93703703704,34595.76666666667,32517.93703703704,34595.76666666667,39181.1962962963,39181.1962962963,39181.1962962963,35542.33333333333,34595.76666666667,35542.33333333333,39181.1962962963,30650.218518518515,35542.33333333333,39181.1962962963,33355.5,28751.551851851844,37607.014814814815,31591.769135802464,0.36760839179765603,0.4346145830590049,31290.139506172844,0.4811517236833523,0.3177179540456371,1.0950298428015657,0.13097018806858976,,1.0845747953334166,0.11712954875544819,
NP_001157789.1,11692.21111111111,9404.040740740742,8384.655555555555,11692.21111111111,9097.885185185189,8506.751851851852,15930.070370370371,9895.422222222223,9856.933333333336,12084.977777777778,9493.38148148148,9620.437037037038,15225.14074074074,9996.740740740745,9526.155555555551,20582.581481481488,12274.696296296292,13594.8,16906.51111111111,10919.125925925924,10582.070370370371,12521.874074074076,8984.17037037037,8741.981481481482,11284.896296296294,7340.725925925925,7028.177777777777,9765.616049382717,0.966748412987363,0.014686532191433435,10399.598765432098,0.680871338027921,0.16693494750517993,0.9937566623470684,-0.00903546744918897,,1.0582712351810868,0.08170943794343526,
NP_003118.2,13594.8,17091.14814814815,13106.362962962963,12691.822222222225,15930.070370370371,11786.6,13846.91111111111,16267.788888888888,12597.355555555558,12005.422222222223,15225.14074074074,11786.6,12521.874074074076,14927.925925925923,11214.114814814817,10992.933333333329,14927.925925925923,10092.37037037037,12084.977777777778,13846.91111111111,11147.651851851851,12597.355555555558,16715.466666666664,12691.822222222225,16050.625925925924,17959.62222222222,14927.925925925923,13469.497530864197,0.5600094195715657,0.251804667933893,13005.72098765432,0.39684221781685364,0.40138213190700733,0.9227303051000665,-0.11601905519642569,,0.8909592111721962,-0.16656870936528348,
XP_005264575.1,13396.937037037038,17657.90740740741,9620.437037037038,12782.418518518518,17495.17037037037,9138.94074074074,13396.937037037038,16715.466666666664,10330.455555555558,13505.418518518518,17495.17037037037,9363.34814814815,14535.344444444445,17305.181481481482,8958.222222222223,12370.644444444442,17305.181481481482,8596.366666666665,13396.937037037038,15748.6,8546.207407407408,14658.714814814814,17959.62222222222,9446.362962962963,15930.070370370371,19687.366666666665,11354.237037037035,13138.843209876542,0.9064534918961589,0.042654473676597984,13454.645679012347,0.9764303608808351,0.010358725201166088,0.969053641277813,-0.04535156767469517,,0.9923456105746633,-0.011085430096889117,
XP_011522177.1,9574.362962962963,11147.651851851851,15225.14074074074,9825.877777777776,11354.237037037035,14927.925925925923,9895.422222222223,12691.822222222225,17091.14814814815,9856.933333333336,11535.962962962964,15532.4,10092.37037037037,12274.696296296292,16906.51111111111,8676.411111111112,10792.688888888888,12914.61851851852,7763.337037037038,9996.740740740745,13286.466666666667,8384.655555555555,10235.555555555558,13396.937037037038,9065.022222222224,11284.896296296294,15047.896296296296,12036.01358024691,0.982240057304532,0.007782358626750958,12308.432098765434,0.8976911177409836,0.04687307194829365,1.004475602664487,0.006442523411765722,,1.0272105184853653,0.03873188063455462,
NP_004125.3,13009.448148148149,18645.27037037037,16050.625925925924,12005.422222222223,18178.16296296296,15748.6,12691.822222222225,21062.459259259256,16715.466666666664,12597.355555555558,17959.62222222222,15930.070370370371,13286.466666666667,20876.38148148148,16050.625925925924,13211.859259259258,21760.211111111115,14927.925925925923,12597.355555555558,18848.31481481481,15047.896296296296,13742.78888888889,20876.38148148148,16050.625925925924,12448.87777777778,21062.459259259256,16501.866666666665,15310.728395061727,0.8194595574544783,0.08647247517189809,15495.682716049383,0.8659920862629397,0.06248607669863517,0.9628310144301713,-0.05464548065705661,,0.9744620584866529,-0.037322080875486864,
NP_000282.1,14238.985185185187,22736.351851851847,24771.4074074074,14134.866666666669,22736.351851851847,24771.4074074074,21350.11111111112,29596.79259259259,28113.70740740741,15367.451851851847,22165.59259259259,25280.94444444444,21062.459259259256,28751.551851851844,28751.551851851844,20302.09259259259,23792.01851851852,25936.725925925926,19687.366666666665,27558.16666666667,28113.70740740741,21760.211111111115,28751.551851851844,33355.5,28751.551851851844,35542.33333333333,39181.1962962963,20547.54197530864,0.9943240400071784,0.0024720604180711214,20937.996296296293,0.9388623962745808,0.027398055143693343,0.998313781245387,-0.0024347527754185645,,1.017284222092141,0.024722814412270065,
XP_011532005.1,16050.625925925924,5706.622222222221,14134.866666666669,17091.14814814815,6140.907407407409,14791.448148148149,15748.6,6081.322222222224,12521.874074074076,15930.070370370371,5748.277777777777,14134.866666666669,15047.896296296296,5502.2962962962965,12597.355555555558,14535.344444444445,5285.429629629629,13846.91111111111,13979.385185185189,5390.477777777779,11284.896296296294,13846.91111111111,5390.477777777779,11891.129629629628,15532.4,6292.251851851852,12084.977777777778,12674.501234567904,0.8848795553191889,0.05311583892935161,11937.73827160494,0.9955828625735619,0.0019225877100825506,1.059383207144126,0.08322454499023557,,0.9978017455809702,-0.0031749016496567584,
NP_004095.4,7590.218518518518,4433.577777777778,8122.807407407409,8446.27777777778,4716.077777777777,8741.981481481482,12597.355555555558,7211.133333333333,11535.962962962964,8705.296296296296,4952.555555555556,8869.937037037036,13979.385185185189,8009.399999999999,13009.448148148149,10191.1,5770.84074074074,8546.207407407408,9493.38148148148,5604.099999999999,9363.34814814815,9825.877777777776,5687.492592592591,9138.94074074074,9951.76296296296,5604.099999999999,8638.14074074074,7301.445679012347,0.7525368051993667,0.12347225466554412,7509.262962962962,0.6688711957738116,0.17465750607433594,1.0872471290538264,0.120679899277699,,1.1181928835353736,0.16116906842993275,
NP_002147.2,11443.370370370372,14927.925925925923,22736.351851851847,10859.388888888889,13742.78888888889,21760.211111111115,10330.455555555558,13286.466666666667,22165.59259259259,10919.125925925924,13742.78888888889,21350.11111111112,9895.422222222223,12782.418518518518,20876.38148148148,9715.225925925928,12521.874074074076,21062.459259259256,10235.555555555558,12521.874074074076,19983.77407407407,9404.040740740742,12782.418518518518,20876.38148148148,9825.877777777776,12597.355555555558,21760.211111111115,15454.12962962963,0.8541160079192517,0.06848313847075696,15337.341975308644,0.832342328415032,0.0796980189443213,0.944097113936767,-0.08299282577823093,,0.9369625233755171,-0.0939367507612449,
NP_005959.2,42465.04074074075,39181.1962962963,24248.185185185182,34595.76666666667,39181.1962962963,23792.01851851852,34595.76666666667,34595.76666666667,23792.01851851852,39181.1962962963,39181.1962962963,23792.01851851852,34595.76666666667,35542.33333333333,24248.185185185182,37607.014814814815,37607.014814814815,22165.59259259259,31427.98888888888,30650.218518518515,22736.351851851847,32517.93703703704,33355.5,21760.211111111115,32517.93703703704,28113.70740740741,19365.277777777774,32522.993827160495,0.7212943310701531,0.14188748108405788,34051.47037037037,0.8776944534260935,0.05665664615070378,0.9213797991808332,-0.11813212700939249,,0.964681698689827,-0.051875098074425384,
NP_005372.2,35542.33333333333,44601.13703703704,80178.53333333334,35542.33333333333,44601.13703703704,80178.53333333334,31427.98888888888,37607.014814814815,50870.4,34595.76666666667,42465.04074074075,80178.53333333334,31427.98888888888,33355.5,50870.4,28751.551851851844,33355.5,50870.4,29596.79259259259,34595.76666666667,42465.04074074075,29596.79259259259,34595.76666666667,50870.4,26756.71481481481,32517.93703703704,42465.04074074075,53440.66790123456,1.0,0.0,52413.11358024692,0.960669322738271,0.017426077496743988,1.0,0.0,,0.9807720531695693,-0.028010224472148123,
NP_001353228.1,15367.451851851847,16267.788888888888,11786.6,16501.866666666665,16906.51111111111,12691.822222222225,18848.31481481481,17657.90740740741,12691.822222222225,17305.181481481482,16906.51111111111,12691.822222222225,20582.581481481488,19687.366666666665,13594.8,18178.16296296296,17657.90740740741,13286.466666666667,16715.466666666664,16267.788888888888,12597.355555555558,17091.14814814815,17305.181481481482,13106.362962962963,16715.466666666664,17657.90740740741,12274.696296296292,15366.733333333332,0.6656749646148347,0.17673777613242633,15634.504938271604,0.5952636757152785,0.2252906182339506,1.0616823058066784,0.08635212357538882,,1.0801825536338303,0.11127515217201325,
NP_001952.1,24248.185185185182,21062.459259259256,20582.581481481488,24248.185185185182,21350.11111111112,20876.38148148148,32517.93703703704,32517.93703703704,27558.16666666667,24771.4074074074,22736.351851851847,24771.4074074074,35542.33333333333,32517.93703703704,30650.218518518515,33355.5,30650.218518518515,28751.551851851844,32517.93703703704,32517.93703703704,31427.98888888888,31427.98888888888,32517.93703703704,31427.98888888888,35542.33333333333,33355.5,26756.71481481481,22158.22592592593,0.907163941588496,0.042314220664978655,24093.05555555555,0.2024498928109974,0.693682448836811,1.0088241521595183,0.012674720611898562,,1.0969134634252011,0.13344971460911373,
NP_000691.1,15047.896296296296,19365.277777777774,19687.366666666665,15367.451851851847,19029.055555555555,19983.77407407407,17305.181481481482,19983.77407407407,24248.185185185182,13979.385185185189,19365.277777777774,19029.055555555555,15367.451851851847,18645.27037037037,21062.459259259256,15748.6,18419.466666666664,20582.581481481488,15748.6,17959.62222222222,20302.09259259259,13505.418518518518,16501.866666666665,17495.17037037037,14405.851851851852,16267.788888888888,18645.27037037037,18126.760493827158,0.9659644217108663,0.015038869173736402,17457.906172839506,0.8146644437937789,0.08902123815251675,1.0051707568336756,0.0074406049974153855,,0.968081239141445,-0.04679997467195972,
NP_004437.2,7694.411111111109,8546.207407407408,12448.87777777778,8309.988888888887,8869.937037037036,12448.87777777778,9404.040740740742,11786.6,15532.4,8506.751851851852,8915.562962962962,13106.362962962963,10141.485185185184,12005.422222222223,17495.17037037037,9825.877777777776,11063.4,17305.181481481482,8984.17037037037,10792.688888888888,14535.344444444445,10669.096296296297,11443.370370370372,15532.4,9493.38148148148,12203.95185185185,16050.625925925924,9876.267901234567,0.8806442276548907,0.05519950722065453,10176.225925925924,0.7822790481130673,0.10663830136682567,1.0327404635378232,0.04647773821851896,,1.0641064402974167,0.08964246776466055,
NP_003290.1,20302.09259259259,18178.16296296296,21350.11111111112,20876.38148148148,17959.62222222222,21062.459259259256,18645.27037037037,17091.14814814815,21760.211111111115,19687.366666666665,17305.181481481482,22165.59259259259,19687.366666666665,16906.51111111111,21760.211111111115,18848.31481481481,14658.714814814814,20302.09259259259,21350.11111111112,19687.366666666665,25280.94444444444,25280.94444444444,20302.09259259259,27558.16666666667,23792.01851851852,20582.581481481488,28113.70740740741,19966.15432098765,0.9875888091579029,0.005423839911132759,19719.38024691358,0.9015395078717561,0.045015236579145426,1.0011381560917998,0.0016410784247475755,,0.9887644692256174,-0.016301193264201652,
NP_004915.2,15748.6,11786.6,13846.91111111111,15930.070370370371,11535.962962962964,13979.385185185189,17091.14814814815,12914.61851851852,14405.851851851852,14791.448148148149,11443.370370370372,13979.385185185189,16050.625925925924,11786.6,12782.418518518518,14658.714814814814,12370.644444444442,12084.977777777778,17091.14814814815,12448.87777777778,14238.985185185187,14927.925925925923,11786.6,13211.859259259258,16501.866666666665,12691.822222222225,14791.448148148149,13815.13950617284,0.9907517705565938,0.004035142872378348,13404.734567901236,0.8112796183252482,0.09082943461017275,1.0015298254658258,0.002205385115605307,,0.9717774812340635,-0.04130209327015058,
NP_003283.2,12005.422222222223,9574.362962962963,6759.333333333335,11535.962962962964,9065.022222222224,6813.248148148146,10092.37037037037,7889.837037037036,6988.133333333333,11786.6,9247.766666666666,7095.348148148149,10669.096296296297,7925.103703703703,6740.281481481483,10092.37037037037,8273.57037037037,7286.22962962963,9667.033333333333,7175.188888888889,6389.992592592594,9247.766666666666,7241.944444444444,6841.003703703702,9192.796296296296,6841.003703703702,6267.996296296296,9138.077777777777,0.8872150025726815,0.05197112299117585,9376.571604938274,0.974283111746941,0.011314825458681777,0.9673636572506368,-0.04786975649283853,,0.9926107897969068,-0.010699957901044624,
NP_005336.3,8772.72222222222,10330.455555555558,12597.355555555558,8346.277777777777,10280.040740740742,11891.129629629628,8231.518518518518,11284.896296296294,12448.87777777778,8122.807407407409,10859.388888888889,12370.644444444442,8309.988888888887,10729.766666666665,12203.95185185185,9247.766666666666,13106.362962962963,11063.4,8169.640740740741,11147.651851851851,13846.91111111111,7590.218518518518,10531.31851851852,10992.933333333329,6813.248148148146,9996.740740740745,10330.455555555558,10172.482716049382,0.8070577867835734,0.09309536790155422,10450.946913580246,0.9479439461188099,0.023217342631372744,0.9626793286805315,-0.0548727827642766,,0.9890319639440579,-0.01591094753452094,
NP_009057.1,14658.714814814814,11891.129629629628,4407.933333333333,14405.851851851852,12370.644444444442,4215.400000000001,19365.277777777774,14791.448148148149,5166.855555555556,15047.896296296296,12274.696296296292,4464.355555555555,19029.055555555555,14791.448148148149,5022.511111111112,17657.90740740741,14405.851851851852,4683.585185185185,17657.90740740741,14405.851851851852,5166.855555555556,19687.366666666665,15748.6,5166.855555555556,24248.185185185182,18419.466666666664,5365.22962962963,10330.632098765433,0.9980467190636,0.0008491286959703784,10595.649382716047,0.9529946707209624,0.02090952799016253,1.0011020984375376,0.001589116429799087,,1.0267839111812982,0.03813259541552471,
NP_001367.2,7424.548148148148,5799.151851851852,8049.97777777778,7694.411111111109,5916.174074074074,8446.27777777778,10859.388888888889,7763.337037037038,12005.422222222223,8384.655555555555,6545.074074074074,9825.877777777776,10919.125925925924,8049.97777777778,12691.822222222225,9446.362962962963,7447.74074074074,10859.388888888889,10092.37037037037,7310.07037037037,11786.6,10582.070370370371,8122.807407407409,13286.466666666667,12370.644444444442,8506.751851851852,13396.937037037038,7352.287654320989,0.8082643351489458,0.09244658412330309,8251.869135802468,0.3803910307400859,0.41976973186609273,1.0368147526425022,0.05215815131815887,,1.1636731394543731,0.21868588100430258,
NP_002853.2,12084.977777777778,13846.91111111111,15748.6,12914.61851851852,14535.344444444445,16267.788888888888,16501.866666666665,18645.27037037037,19983.77407407407,13286.466666666667,14535.344444444445,16267.788888888888,20876.38148148148,22165.59259259259,23214.166666666668,13846.91111111111,16715.466666666664,18178.16296296296,20582.581481481488,23214.166666666668,23792.01851851852,22165.59259259259,23792.01851851852,25280.94444444444,22165.59259259259,24771.4074074074,23792.01851851852,14572.583950617283,0.6606854300908381,0.18000527045961165,14696.533333333335,0.5894114522502274,0.22958143007286008,1.0488780966171933,0.06884701382990858,,1.0577994926483056,0.08106618853315428,
NP_000909.2,17091.14814814815,15748.6,14791.448148148149,17305.181481481482,14658.714814814814,15367.451851851847,19687.366666666665,13742.78888888889,14238.985185185187,17657.90740740741,15367.451851851847,15225.14074074074,17305.181481481482,14405.851851851852,15047.896296296296,19029.055555555555,13979.385185185189,13009.448148148149,22736.351851851847,19029.055555555555,19687.366666666665,24771.4074074074,19983.77407407407,19687.366666666665,30650.218518518515,17091.14814814815,18848.31481481481,15777.116049382714,0.9278130430509317,0.032539526530310364,16083.499999999998,0.8515485665360496,0.0697905777928389,0.993704794935594,-0.009110768388546124,,1.0130020606631678,0.018637108892762204,
NP_114032.2,19983.77407407407,33355.5,28751.551851851844,21760.211111111115,32517.93703703704,30650.218518518515,24248.185185185182,33355.5,34595.76666666667,18848.31481481481,33355.5,30650.218518518515,26756.71481481481,39181.1962962963,35542.33333333333,22736.351851851847,31427.98888888888,32517.93703703704,19365.277777777774,29596.79259259259,28751.551851851844,18645.27037037037,29596.79259259259,29596.79259259259,20302.09259259259,31427.98888888888,33355.5,28309.455555555556,0.8631241061854067,0.06392675381394428,27618.011111111107,0.9678924098687421,0.014172915829227457,1.034565869069233,0.04902550208946285,,1.0092971096197287,0.013350927148950082,
