Accession,normalized_Abundance R1 126 control,normalized_Abundance R2 126 control,normalized_Abundance R3 126 control,normalized_Abundance R1 127N Sample,normalized_Abundance R3 127N Sample,normalized_Abundance R2 127N Sample,normalized_Abundance R1 127C Sample,normalized_Abundance R3 127C Sample,normalized_Abundance R2 127C Sample,normalized_Abundance R1 128N Sample,normalized_Abundance R3 128N Sample,normalized_Abundance R2 128N Sample,normalized_Abundance R1 128C Sample,normalized_Abundance R3 128C Sample,normalized_Abundance R2 128C Sample,normalized_Abundance R1 129N Sample,normalized_Abundance R3 129N Sample,normalized_Abundance R2 129N Sample,normalized_Abundance R1 129C Sample,normalized_Abundance R3 129C Sample,normalized_Abundance R2 129C Sample,normalized_Abundance R1 130N Sample,normalized_Abundance R3 130N Sample,normalized_Abundance R2 130N Sample,normalized_Abundance R1 130C Sample,normalized_Abundance R3 130C Sample,normalized_Abundance R2 130C Sample,s1_avg,p_value_s1,-log10_pvalues1,s3_avg,p_value_s3,-log10_pvalues3,fold_change_s1,log2_fc_s1,expression_s1,fold_change_s3,log2_fc_s3,expression_s3
NP_003644.2,669.074074074074,394.8851851851852,0.0,669.074074074074,397.3333333333333,0.0,654.4296296296296,441.3148148148149,0.0,629.8777777777779,378.70740740740735,0.0,648.1962962962963,410.73333333333335,0.0,711.4703703703703,395.7592592592592,0.0,671.0851851851852,410.01481481481466,0.0,673.7518518518518,354.5296296296296,0.0,654.4296296296296,417.7074074074074,0.0,355.4691358024691,0.9977718771096094,0.0009687411146511388,336.19506172839505,0.948190424316711,0.02310443489283921,1.002300979221566,0.003315797982290287,,0.9479547044755962,-0.07710996950817327,
NP_036379.2,53.25185185185186,50.11851851851852,1484.1703703703706,57.7925925925926,69.0037037037037,1482.677777777778,49.770370370370365,59.74444444444445,1779.4,64.65185185185186,50.6074074074074,1760.911111111111,52.43703703703704,53.25185185185186,1878.1777777777784,58.629629629629626,50.6074074074074,2170.5333333333333,60.01851851851852,55.55555555555556,1775.9888888888888,58.17777777777778,42.92592592592592,1995.05925925926,64.01851851851852,63.63703703703705,1904.8518518518515,536.4913580246914,0.9918427428241287,0.00355718000067152,625.3901234567901,0.9032498206397273,0.04419211599872727,1.0138159184016273,0.019795721652761767,,1.181809274069373,0.24099722540009477,
XP_024308136.1,2923.5370370370365,13.292592592592593,0.0,2985.781481481481,12.344444444444443,0.0,2979.466666666668,10.04814814814815,0.0,2808.4555555555544,11.17777777777778,0.0,3016.777777777778,12.637037037037036,0.0,2552.611111111112,9.72222222222222,0.0,3287.274074074075,11.655555555555557,0.0,3579.907407407408,14.774074074074074,0.0,4221.799999999999,14.066666666666666,0.0,999.3753086419752,0.9889755468497721,0.00481444652162757,939.8777777777774,0.9782777204047538,0.009537837116775182,1.0208715874008758,0.029801405029485584,,0.9600942815633889,-0.05875200898570534,
NP_001138985.1,2679.333333333333,544.5518518518519,744.7888888888889,2577.6185185185186,587.6592592592592,714.0407407407408,2985.781481481481,641.4148148148147,714.0407407407408,2541.107407407407,575.5037037037036,657.1666666666666,3092.3666666666663,712.9,797.5555555555554,2577.6185185185186,828.7888888888886,630.6740740740742,3405.025925925926,718.6481481481482,777.6814814814816,3465.244444444444,749.122222222222,717.3481481481482,3496.8629629629627,769.2518518518519,731.8518518518518,1293.1061728395061,0.9761576353344521,0.010480044394839308,1257.9259259259259,0.9479902662881416,0.02319612185924474,0.9774847836109084,-0.03285385055427638,,0.9508913323042867,-0.07264761531933818,
NP_004872.2,4257.5888888888885,696.874074074074,0.0,3911.425925925927,683.1370370370373,0.0,4323.522222222223,900.8296296296298,0.0,5706.622222222221,719.9148148148148,0.0,4097.577777777777,747.562962962963,0.0,4861.762962962962,671.0851851851852,0.0,5022.511111111112,834.5111111111111,0.0,4289.992592592593,736.3407407407408,0.0,3659.944444444443,905.5333333333334,0.0,1531.5209876543213,0.9497209788903885,0.022403968529051445,2142.179012345679,0.8372822670689379,0.07712810668453025,0.9273584235687243,-0.10880104733795345,,1.2971208151274012,0.3753128599039568,
NP_001653.1,0.0,1802.033333333334,464.6925925925926,0.0,1823.2481481481484,457.73703703703694,0.0,1754.3370370370374,387.6703703703704,0.0,1831.185185185185,451.9592592592592,0.0,1769.533333333334,404.77407407407406,0.0,1935.1074074074077,509.6259259259259,0.0,1758.2888888888888,387.6703703703704,0.0,1882.411111111111,426.9259259259261,0.0,1687.4037037037033,350.35185185185185,760.3283950617284,0.9953656642359714,0.002017344594651007,761.048148148148,0.9946792813844461,0.0023169280762874575,1.006290685210844,0.009047113826344077,,1.0072432746856286,0.010412172714028153,
NP_008977.1,0.0,279.2185185185185,36.80740740740742,0.0,265.90000000000003,33.77037037037037,0.0,321.0777777777777,42.56666666666666,0.0,266.4037037037037,39.007407407407406,0.0,249.23703703703703,36.80740740740742,0.0,320.4925925925926,36.80740740740742,0.0,249.962962962963,42.56666666666666,0.0,321.0777777777777,34.77407407407408,0.0,252.3,40.66296296296296,99.89012345679014,0.9662436132085556,0.014913363715221254,101.8037037037037,0.9780238106929178,0.009650571872249568,0.9482461588946055,-0.0766664723487912,,0.9664115696086819,-0.04929036857996079,
XP_005268523.1,218.34814814814817,244.3888888888889,210.0851851851852,230.11111111111111,240.6407407407407,202.38888888888889,232.3,208.76296296296292,209.4703703703704,239.47407407407408,247.07407407407405,211.38888888888889,243.8814814814815,214.83703703703705,202.38888888888889,251.7148148148148,242.33333333333331,213.8,202.38888888888889,207.7962962962963,210.0851851851852,229.1740740740741,229.1740740740741,204.1703703703704,191.64814814814807,224.13333333333333,196.40370370370368,224.38024691358024,0.9948304297266186,0.0022509390633019405,232.64567901234568,0.6063037778237124,0.2173097257071738,1.0004734066563177,0.0006828198224182698,,1.0373275643778004,0.05287153627388544,
NP_001295155.1,860.4851851851852,0.0,1380.814814814815,802.151851851852,0.0,1405.2370370370368,896.625925925926,0.0,1533.9666666666667,798.7851851851852,0.0,1410.0851851851853,780.2555555555556,0.0,1392.7148148148149,625.2444444444446,0.0,1265.5333333333333,905.5333333333334,0.0,1571.7518518518516,723.2888888888886,0.0,1305.0888888888887,1006.1444444444444,0.0,1518.6962962962966,735.7962962962962,0.9851930448615751,0.006478662798120071,736.2901234567902,0.9858617157036087,0.006183998160835237,0.9848698919773741,-0.02199494757429789,,0.9855308840272924,-0.021027012522842066,
NP_005138.3,168.41851851851854,323.19629629629634,269.237037037037,156.5740740740741,311.8444444444445,264.02592592592595,224.13333333333333,331.1888888888888,262.937037037037,165.362962962963,301.3407407407407,284.7555555555556,203.42592592592592,269.237037037037,264.6703703703704,170.64444444444447,297.85925925925926,206.9851851851852,199.90740740740745,295.1259259259259,251.24074074074068,191.18148148148143,279.85555555555555,208.23703703703703,221.64814814814807,353.7333333333333,259.5740740740741,244.14814814814818,0.8904508999511754,0.05039002282416414,250.48641975308644,0.962387019210962,0.01665024344363696,0.9626636810592417,-0.05489623286695733,,0.9876551623424038,-0.017920679006732085,
NP_001076047.1,246.63333333333327,0.0,88.94814814814812,240.00000000000003,0.0,94.12962962962963,265.90000000000003,0.0,91.0148148148148,206.9851851851852,0.0,84.25555555555556,224.13333333333333,0.0,95.03333333333332,177.237037037037,0.0,86.62592592592591,238.23703703703708,0.0,80.67407407407407,181.46296296296293,0.0,75.5185185185185,204.1703703703704,0.0,82.76666666666667,111.37654320987656,0.9963840823807796,0.0015732191016195824,97.08024691358025,0.8827508255183791,0.05416186762733015,0.9956736234507273,-0.006255182908942091,,0.8678689284492371,-0.2044509215204652,
NP_001308374.1,733.0666666666666,967.562962962963,2266.0481481481484,724.362962962963,933.0925925925928,2410.5333333333338,571.0851851851853,700.6555555555555,2276.7259259259254,733.0666666666666,926.7518518518518,2374.511111111111,669.9259259259261,838.1259259259258,2541.107407407407,723.2888888888886,893.377777777778,2592.8037037037034,744.7888888888889,1052.0518518518516,2747.481481481482,1037.2814814814817,1307.522222222222,3564.766666666666,762.7962962962963,1044.4814814814818,3596.922222222222,1355.9962962962966,0.9645377687569019,0.015680761859845606,1344.7765432098765,0.9759881158712597,0.010555470492075397,1.0255405447043566,0.036384529835924315,,1.0170550409289236,0.024397756999234063,
NP_001269964.1,0.0,439.1592592592592,185.79259259259257,0.0,464.6925925925926,193.4259259259259,0.0,391.6703703703704,128.74814814814815,0.0,458.6703703703704,164.6851851851852,0.0,435.0407407407407,163.85185185185188,0.0,534.9,185.2888888888889,0.0,346.1037037037037,132.66666666666666,0.0,389.4777777777778,139.64814814814815,0.0,311.2185185185186,88.94814814814812,219.37283950617282,0.9553115137393708,0.019854987957855157,207.7851851851852,0.9978422476086457,0.0009381124284192766,1.0530707550803915,0.07460237328124353,,0.9974457291524683,-0.0036897482016056624,
NP_056365.1,106.73703703703704,58.96296296296296,0.0,114.13333333333334,57.7925925925926,0.0,92.02592592592592,75.5185185185185,0.0,126.1,69.0037037037037,0.0,112.0888888888889,59.4148148148148,0.0,153.24074074074073,70.51111111111112,0.0,114.13333333333334,74.48518518518519,0.0,132.66666666666666,78.34814814814814,0.0,76.59629629629632,74.99259259259259,0.0,57.30864197530864,0.9655500439760873,0.015225212035357153,65.03456790123457,0.8477098251071599,0.07175278326348135,1.037573481749704,0.05321351284692456,,1.1774514405775722,0.23566756269792408,
NP_002802.2,3927.4703703703694,1263.537037037037,0.0,4089.151851851851,1327.1740740740745,0.0,2602.892592592593,1403.3962962962964,0.0,3051.103703703702,1278.4296296296293,0.0,3278.22962962963,1288.1518518518517,0.0,2839.318518518519,1236.2592592592594,0.0,2979.466666666668,1329.711111111111,0.0,2694.9148148148147,1252.262962962963,0.0,3361.451851851852,1536.188888888889,0.0,1805.441975308642,0.9662968309212179,0.014889444775749843,1443.177777777777,0.8539818637304326,0.06855135245552942,1.0434055474852526,0.06130000889058799,,0.8340449152808416,-0.2618030166033848,
NP_009167.1,1592.2925925925924,371.4555555555556,104.54814814814814,1569.5629629629634,378.70740740740735,102.38888888888889,1782.825925925926,401.67777777777775,109.21851851851854,1492.748148148148,388.4962962962964,116.94074074074072,1531.325925925926,353.7333333333333,103.02592592592596,1503.4407407407411,388.4962962962964,120.83703703703704,1882.411111111111,449.0592592592592,119.15925925925929,1782.825925925926,434.0592592592593,114.95555555555556,2146.448148148148,509.6259259259259,132.24074074074076,683.5530864197532,0.9931337208406711,0.002992271833590345,666.0617283950617,0.9718350091794972,0.01240746005834888,0.9914726738772297,-0.012355084213448529,,0.9661019984241818,-0.04975258196245759,
NP_004918.1,658.4666666666669,0.0,52.088888888888896,689.1407407407409,0.0,50.11851851851852,749.122222222222,0.0,47.10000000000001,657.1666666666666,0.0,48.32962962962962,610.3148148148148,0.0,42.56666666666666,606.2407407407408,0.0,35.99999999999999,700.6555555555555,0.0,54.433333333333344,652.6703703703702,0.0,39.466666666666654,771.9925925925928,0.0,52.92962962962964,246.41975308641977,0.9765873061256511,0.010288925060509144,235.16543209876542,0.995769423313721,0.0018412135596601131,1.040396142819911,0.05713295573446697,,0.9928798540526449,-0.010308943547980244,
NP_787072.2,574.4333333333333,5.122222222222223,177.8740740740741,533.2037037037037,8.3,214.4,433.2000000000001,6.207407407407407,156.5740740740741,542.2333333333333,4.262962962962963,190.58888888888887,544.5518518518519,9.088888888888889,162.44074074074072,583.1666666666666,23.696296296296296,229.1740740740741,479.25925925925935,6.048148148148148,180.83333333333331,503.7333333333333,8.892592592592592,200.5111111111111,412.34444444444455,9.188888888888888,187.81111111111107,251.96790123456788,0.9983234632674614,0.0007287216868201707,245.69506172839507,0.9779748423701016,0.00967231695101869,0.9979853891817354,-0.0029094006768847817,,0.9731401523671678,-0.03928049690657394,
NP_057137.1,0.0,3.5407407407407407,120.83703703703704,0.0,4.055555555555555,123.97037037037036,0.0,3.9296296296296296,114.95555555555556,0.0,2.974074074074073,110.5925925925926,0.0,2.974074074074073,108.22962962962964,0.0,4.262962962962963,95.03333333333332,0.0,3.203703703703704,111.17407407407408,0.0,3.5407407407407407,114.95555555555556,0.0,4.766666666666667,112.0888888888889,42.675308641975306,0.9839540631239598,0.007025176566086088,37.855555555555554,0.9498777240154281,0.022332297030307736,1.0293311893276158,0.041707246881950835,,0.9130784348758262,-0.13118929957815015,
NP_001358355.1,2425.433333333334,1563.6185185185184,0.0,2655.0444444444447,1597.062962962963,0.0,2623.814814814815,1731.103703703704,0.0,2473.4037037037037,1514.8962962962962,0.0,2473.4037037037037,1567.233333333333,0.0,2485.5185185185187,1442.003703703704,0.0,2404.1666666666674,1627.7407407407406,0.0,2329.2222222222226,1416.3777777777775,0.0,2640.844444444444,1792.8518518518522,0.0,1417.3691358024691,0.9373977783287111,0.02807608011037314,1329.4333333333334,0.9998141023402228,8.074183293139031e-05,1.0659443811023506,0.09213216304906409,,0.9998115211634808,-0.0002719431113244767,
NP_001295093.1,0.0,640.0259259259258,2311.951851851852,0.0,671.0851851851852,2242.955555555556,0.0,518.3296296296296,2645.655555555556,0.0,628.7481481481483,2262.885185185185,0.0,649.4703703703703,2679.333333333333,0.0,630.6740740740742,2780.9,0.0,475.30740740740754,2331.948148148148,0.0,573.2518518518517,2266.0481481481484,0.0,498.5629629629628,2239.4333333333334,971.3469135802471,0.990095786647977,0.00432278762435127,963.8777777777777,0.9843566481565722,0.006847521219705608,0.987148603447281,-0.018660813327519434,,0.9795579611409299,-0.02979723457765462,
NP_001181936.1,497.7777777777778,1136.3148148148146,0.0,525.6814814814816,1139.8777777777775,0.0,509.6259259259259,1180.4481481481482,0.0,494.1111111111112,1038.5851851851849,0.0,465.3703703703704,1087.6444444444444,0.0,528.1851851851852,1000.651851851852,0.0,465.3703703703704,1021.1666666666666,0.0,412.34444444444455,904.1074074074075,0.0,459.7148148148149,1043.2703703703703,0.0,555.1864197530864,0.9831006626421919,0.007402011169093461,510.89876543209874,0.943145568283615,0.02542127160699087,1.0192563547557258,0.02751695162262612,,0.9379494792670074,-0.09241787787575448,
NP_110395.1,662.6074074074072,2552.611111111112,292.32222222222225,693.9814814814815,2602.892592592593,292.32222222222225,554.4037037037037,2356.785185185185,299.0962962962964,658.4666666666669,2673.2740740740737,268.6296296296296,598.2185185185184,2961.5296296296297,280.5777777777778,771.9925925925928,2854.448148148146,258.3962962962963,568.4037037037037,2425.433333333334,313.38148148148144,742.037037037037,2425.433333333334,276.9037037037037,569.2111111111111,1775.9888888888888,311.2185185185186,1196.3987654320988,0.9795681763763112,0.00896533241692446,1200.1234567901236,0.9773086173448341,0.009968271854067708,1.0232800020273778,0.03320096645515333,,1.02646573097538,0.03768546322133178,
NP_001334633.1,0.0,64.35185185185186,163.85185185185188,0.0,57.7925925925926,169.00000000000003,0.0,57.35925925925925,189.87037037037032,0.0,80.97777777777776,168.41851851851854,0.0,56.4,171.79999999999998,0.0,85.78148148148149,142.2407407407407,0.0,52.92962962962964,170.22962962962967,0.0,55.94444444444445,155.93333333333334,0.0,42.56666666666666,172.98148148148152,75.59753086419754,0.9948716016823824,0.0022329657658758163,83.1320987654321,0.9223670216666775,0.035096233211429115,0.9938164408017528,-0.008948686157960404,,1.0928669966728881,0.1281178338403833,
NP_001138940.3,237.63703703703703,0.0,470.4518518518518,228.5444444444445,0.0,449.77777777777777,167.82222222222222,0.0,343.425925925926,197.10370370370376,0.0,473.6703703703704,166.64814814814818,0.0,352.9222222222223,199.4333333333334,0.0,549.7629629629631,132.24074074074076,0.0,305.0037037037037,147.64814814814812,0.0,313.9814814814814,140.23333333333332,0.0,212.12592592592597,226.10740740740744,0.9604222136520995,0.017537803680646686,223.5913580246914,0.9517507020655067,0.021476794153140178,0.957961963344213,-0.061959721164002286,,0.9473020754874887,-0.07810354953580016,
XP_016856722.1,0.0,1048.9000000000003,1276.7444444444448,0.0,1048.9000000000003,1254.9555555555555,0.0,1064.2370370370368,1053.3444444444444,0.0,1110.374074074074,1252.262962962963,0.0,1058.9925925925927,1200.4037037037035,0.0,939.1296296296294,885.4925925925927,0.0,1335.362962962963,1539.5444444444445,0.0,1310.085185185185,1438.5555555555557,0.0,1327.1740740740745,1194.903703703704,767.951851851852,0.9901458121521602,0.004300845048820103,787.5456790123457,0.983426298789104,0.007258181986195454,0.9906310317809162,-0.013580280400777432,,1.0159063835750821,0.022767462961738014,
NP_068810.3,185.2888888888889,780.2555555555556,1278.4296296296293,137.5037037037037,698.166666666667,1341.3703703703702,281.2296296296297,644.9555555555556,1209.448148148148,155.93333333333334,749.122222222222,1265.5333333333333,267.87777777777774,610.3148148148148,1236.2592592592594,203.42592592592592,822.0925925925926,1701.362962962963,219.0888888888889,634.7888888888891,1173.0814814814814,178.98148148148144,747.562962962963,1478.155555555555,260.6777777777777,558.1296296296296,1399.877777777778,725.6802469135804,0.9644259322972081,0.01573112046156372,723.5296296296295,0.9592665670059812,0.018060691585315872,0.9701719667323024,-0.04368760164672751,,0.9672967767172329,-0.04796950341712365,
NP_001518.3,73.5925925925926,963.0703703703704,0.0,88.39999999999999,905.5333333333334,0.0,55.55555555555556,742.037037037037,0.0,66.57407407407406,886.8259259259258,0.0,64.01851851851852,831.9407407407407,0.0,39.466666666666654,795.0074074074075,0.0,44.948148148148135,737.5777777777777,0.0,43.63333333333334,723.2888888888886,0.0,39.466666666666654,619.6962962962963,0.0,331.31111111111113,0.9747553963385145,0.011104351837794442,317.79999999999995,0.950601580794843,0.022001467834331493,0.9587815604914631,-0.060725931877928546,,0.9196817423427736,-0.12079339478216988,
NP_071933.2,229.1740740740741,96.2333333333333,1141.8111111111111,250.6222222222223,110.1148148148148,1246.9555555555553,251.7148148148148,103.43703703703704,1320.774074074074,210.0851851851852,125.60370370370372,1254.9555555555555,243.15925925925933,86.18888888888887,1368.2851851851851,265.28888888888895,125.07037037037038,1539.5444444444445,230.11111111111111,114.13333333333334,1349.9148148148147,221.64814814814807,109.63333333333333,1563.6185185185184,239.47407407407408,79.77037037037037,1475.844444444445,535.8975308641975,0.92788651098136,0.03250513872574448,530.2148148148148,0.937131481228189,0.0281994725423578,1.0957417537340748,0.1319078215577787,,1.0841223882932935,0.11652763401359845,
XP_011540792.1,648.1962962962963,0.0,288.39259259259256,554.4037037037037,0.0,291.31481481481484,593.3185185185185,0.0,345.3703703703703,572.2555555555555,0.0,304.25925925925924,549.7629629629631,0.0,333.7703703703704,477.4,0.0,288.39259259259256,567.4629629629629,0.0,314.60740740740744,465.3703703703704,0.0,288.39259259259256,499.7037037037037,0.0,354.5296296296296,281.90617283950616,0.9082874691323741,0.041776677360889164,292.17160493827157,0.9400544530493339,0.02684698898125237,0.9029773132604921,-0.1472383535353146,,0.9358586517662597,-0.09563744733816906,
NP_057019.3,93.3,619.6962962962963,252.9777777777778,93.3,673.7518518518518,282.62592592592586,125.60370370370372,778.8185185185184,281.2296296296297,84.25555555555556,622.8518518518518,265.90000000000003,113.57037037037036,808.262962962963,298.4037037037038,97.2444444444444,804.3555555555556,383.4851851851852,102.38888888888889,646.1629629629632,257.6555555555555,101.06296296296296,718.6481481481482,308.3518518518518,130.35925925925923,722.1185185185184,293.10370370370373,349.89259259259256,0.9098411156371853,0.041034441334508044,324.33580246913584,0.9920819075614755,0.0034524704531808397,1.0866521224018741,0.11989015415319204,,1.0072810787805824,0.01046631927247278,
NP_001093896.1,200.5111111111111,330.2814814814815,0.0,202.7555555555556,326.862962962963,0.0,278.4703703703704,414.91481481481486,0.0,209.4703703703704,309.02962962962965,0.0,221.64814814814807,376.31851851851854,0.0,231.65555555555557,302.69999999999993,0.0,252.9777777777778,364.6962962962963,0.0,239.47407407407408,397.3333333333333,0.0,286.8111111111112,386.9814814814814,0.0,176.53950617283954,0.9978305343920774,0.0009432104438523755,172.83333333333334,0.9767933137824854,0.010197321828642518,0.9977880737401792,-0.0031946695365425277,,0.9768410622828197,-0.03380424846594996,
NP_005707.1,231.65555555555557,400.7000000000001,0.0,249.23703703703703,394.037037037037,0.0,233.23333333333335,435.9333333333333,0.0,238.23703703703708,435.0407407407407,0.0,213.8,366.30370370370366,0.0,273.77777777777777,372.9962962962963,0.0,206.30740740740745,442.41111111111104,0.0,199.4333333333334,463.0666666666667,0.0,174.3296296296296,420.2407407407407,0.0,214.4246913580247,0.9833063356168841,0.0073111625925879305,224.42592592592595,0.94034286577968,0.026713766010736575,1.0172664230156498,0.02469757184635158,,1.064713944335114,0.0904658750306038,
NP_079092.2,212.87037037037044,534.9,0.0,238.23703703703708,521.1888888888889,0.0,189.87037037037032,424.0222222222223,0.0,246.63333333333327,512.2814814814816,0.0,208.23703703703703,449.0592592592592,0.0,277.6925925925926,575.5037037037036,0.0,222.8037037037037,451.9592592592592,0.0,247.80740740740745,494.1111111111112,0.0,182.16666666666663,395.7592592592592,0.0,253.141975308642,0.9865417793676552,0.005884517948921245,252.97160493827164,0.9870200149286028,0.005674040557400027,1.0155870786238597,0.022313944718115618,,1.0149035651665694,0.021342650892678647,
NP_001124151.1,761.1999999999999,134.41481481481483,1200.4037037037035,761.1999999999999,137.88518518518518,1064.2370370370368,854.2814814814815,168.41851851851854,1331.8259259259255,725.4518518518518,134.91481481481486,1124.2888888888888,770.9148148148147,143.90740740740742,1105.8814814814816,765.0814814814813,136.07777777777778,1044.4814814814818,830.2814814814813,147.64814814814812,1236.2592592592594,795.0074074074075,130.35925925925923,1090.7999999999995,882.4814814814816,175.19629629629625,1378.6481481481478,654.4407407407406,0.9198179767584859,0.03629810690514157,661.5518518518518,0.9341876666897089,0.029565870642712867,0.9366912576754869,-0.0943544946228795,,0.9468692847992225,-0.0787628193396425,
XP_011507899.1,1473.2666666666669,916.2629629629632,0.0,1658.7592592592596,1017.5148148148148,0.0,1227.344444444445,665.8333333333334,0.0,1503.4407407407411,888.2925925925925,0.0,1214.1148148148147,675.1,0.0,1782.825925925926,960.7629629629632,0.0,1025.9592592592596,573.2518518518517,0.0,1027.1518518518517,496.13333333333344,0.0,857.1851851851852,429.6,0.0,892.0913580246915,0.8896749806754591,0.05076862243316276,797.2444444444445,0.999100229935137,0.0003909410790786725,1.1200003719932483,0.16349921145495572,,1.0009222332614662,0.0013298882135018874,
NP_057390.1,184.5074074074074,69.47037037037038,0.0,140.23333333333332,41.51481481481481,0.0,182.16666666666663,73.5925925925926,0.0,148.5074074074074,47.97037037037036,0.0,145.9185185185185,55.94444444444445,0.0,113.07407407407406,36.80740740740742,0.0,141.7037037037037,66.11851851851851,0.0,125.60370370370372,41.51481481481481,0.0,149.27037037037033,81.9111111111111,0.0,60.582716049382704,0.7422449425100839,0.12945275290665115,65.49259259259259,0.7964867322079071,0.0988214542343314,0.7156064980896548,-0.48276160699564596,,0.7736022399160031,-0.37033612283497724,
XP_024302402.1,644.0333333333335,276.9037037037037,105.75185185185184,686.925925925926,303.27407407407406,116.4703703703704,743.0444444444446,270.6,92.52962962962962,683.1370370370373,299.98148148148147,117.55555555555556,737.5777777777777,307.5851851851853,106.73703703703704,885.4925925925927,392.5037037037037,147.98518518518514,742.037037037037,324.4222222222222,98.56666666666668,860.4851851851852,411.5703703703704,134.91481481481486,951.6,410.01481481481466,101.54444444444444,368.89012345679015,0.9137328798468225,0.03918074711502276,366.8913580246915,0.9198515904473088,0.03628223640335791,1.0779023542058972,0.10822649211316414,,1.0720619322814082,0.10038825170462409,
NP_001273768.1,657.1666666666666,16.570370370370373,1536.188888888889,677.9259259259261,20.67037037037037,1533.9666666666667,417.7074074074074,22.50740740740741,1746.6074074074074,672.1407407407409,28.35185185185185,1586.6111111111106,638.8481481481481,20.67037037037037,1844.981481481482,474.3111111111112,14.6,1288.1518518518517,483.0259259259259,13.103703703703705,1550.9259259259256,630.6740740740742,16.570370370370373,1557.2666666666669,415.8111111111111,22.50740740740741,1813.537037037037,744.1876543209877,0.9908908324392929,0.003974189592198442,762.3679012345677,0.9694433889684837,0.013477546643490245,1.0102433465173963,0.014702849934669658,,1.0349232419387273,0.0495237700619303,
NP_001304051.1,408.1518518518518,338.6037037037037,34.77407407407408,391.6703703703704,309.02962962962965,38.66666666666666,311.2185185185186,302.69999999999993,47.54814814814813,359.94444444444457,385.00740740740736,34.77407407407408,370.7592592592594,316.2814814814815,43.23333333333333,395.7592592592592,391.6703703703704,41.04074074074074,300.72962962962964,344.79999999999995,42.92592592592592,337.3444444444445,375.3444444444444,44.948148148148135,343.425925925926,415.8111111111111,51.03333333333334,246.45555555555555,0.9327995950237726,0.03021165113456695,259.9086419753086,0.9971962934541001,0.0012193444236020315,0.9460507172543873,-0.08001056716828596,,0.9976920853217576,-0.0033334652190929966,
NP_004273.1,198.97407407407405,1303.222222222222,326.862962962963,209.4703703703704,1294.47037037037,333.037037037037,130.8925925925926,1122.5074074074075,358.3888888888889,188.4962962962963,1250.5296296296297,287.65185185185175,165.362962962963,1204.9148148148151,306.7333333333333,193.4259259259259,1586.6111111111106,289.10740740740744,153.6222222222222,1076.6703703703704,323.19629629629634,163.85185185185188,1116.385185185185,272.4037037037037,125.60370370370372,994.251851851852,261.2037037037037,612.3259259259257,0.9959525548329158,0.0017613499950204369,575.5592592592592,0.9474058890934824,0.023463920016702864,1.0043292848377834,0.006232356655735258,,0.9440250604439442,-0.08310293646729028,
NP_036265.3,210.7037037037037,422.8962962962963,0.0,199.90740740740745,497.08518518518525,0.0,260.6777777777777,585.4888888888888,0.0,208.76296296296292,473.6703703703704,0.0,265.28888888888895,582.1370370370371,0.0,201.3925925925925,528.1851851851852,0.0,219.66296296296295,558.1296296296296,0.0,224.13333333333333,566.6296296296296,0.0,264.02592592592595,638.8481481481481,0.0,232.3308641975309,0.9165490387216271,0.037844293738914736,227.47777777777776,0.933647708841481,0.02981696420647122,1.100051440329218,0.1375709882705527,,1.0770728114478112,0.10711578113933602,
NP_064621.3,908.1444444444444,1083.0407407407408,321.7851851851852,904.1074074074075,920.3629629629628,343.425925925926,899.6555555555556,573.2518518518517,315.1592592592592,937.9,1193.0333333333333,351.3888888888888,761.1999999999999,662.6074074074072,295.1259259259259,926.7518518518518,752.5481481481481,303.27407407407406,886.8259259259258,773.1222222222221,372.9962962962963,834.5111111111111,664.088888888889,341.3777777777777,930.2592592592592,534.9,330.2814814814815,722.6320987654321,0.8793393699853799,0.05584348207375031,827.4407407407407,0.8759561177878414,0.05751764985925884,0.9372780231288291,-0.0934510394317646,,1.0732183403736097,0.10194361433273404,
NP_001186752.1,342.7407407407408,2015.5296296296292,137.5037037037037,333.7703703703704,1864.651851851852,108.22962962962964,318.2037037037037,1758.2888888888888,77.9851851851852,332.1851851851852,2008.5740740740732,126.65185185185186,310.6629629629629,1851.1333333333328,86.18888888888887,346.89629629629627,1729.4592592592596,111.17407407407408,295.1259259259259,1922.0074074074075,86.18888888888887,305.0037037037037,1844.981481481482,99.47777777777776,331.1888888888888,1706.977777777778,79.1222222222222,768.883950617284,0.9418133298010211,0.026035167133834792,822.47037037037,0.9915789587800687,0.0036726974978655,0.9242230199492774,-0.11368707122032645,,0.9886356047778538,-0.01648923017432702,
NP_001137378.1,0.0,547.1444444444445,96.2333333333333,0.0,491.56666666666655,93.78888888888888,0.0,368.2222222222223,97.81111111111112,0.0,502.88518518518526,96.7222222222222,0.0,372.3444444444445,109.63333333333333,0.0,461.2074074074074,123.97037037037036,0.0,341.95925925925934,85.78148148148149,0.0,376.9407407407408,97.2444444444444,0.0,330.2814814814815,95.03333333333332,195.11851851851847,0.9360061598835014,0.028721293147994098,199.86913580246915,0.9521588991291767,0.021290569203293745,0.9098162475822047,-0.1363528962470539,,0.9319678548401952,-0.10164790016061542,
