Accession,Abundance R1 126 control,Abundance R2 126 control,Abundance R3 126 control,Abundance R1 127N Sample,Abundance R3 127N Sample,Abundance R2 127N Sample,Abundance R1 127C Sample,Abundance R3 127C Sample,Abundance R2 127C Sample,Abundance R1 128N Sample,Abundance R3 128N Sample,Abundance R2 128N Sample,Abundance R1 128C Sample,Abundance R3 128C Sample,Abundance R2 128C Sample,Abundance R1 129N Sample,Abundance R3 129N Sample,Abundance R2 129N Sample,Abundance R1 129C Sample,Abundance R3 129C Sample,Abundance R2 129C Sample,Abundance R1 130N Sample,Abundance R3 130N Sample,Abundance R2 130N Sample,Abundance R1 130C Sample,Abundance R3 130C Sample,Abundance R2 130C Sample,normalized_Abundance R1 126 control,normalized_Abundance R2 126 control,normalized_Abundance R3 126 control,normalized_Abundance R1 127N Sample,normalized_Abundance R3 127N Sample,normalized_Abundance R2 127N Sample,normalized_Abundance R1 127C Sample,normalized_Abundance R3 127C Sample,normalized_Abundance R2 127C Sample,normalized_Abundance R1 128N Sample,normalized_Abundance R3 128N Sample,normalized_Abundance R2 128N Sample,normalized_Abundance R1 128C Sample,normalized_Abundance R3 128C Sample,normalized_Abundance R2 128C Sample,normalized_Abundance R1 129N Sample,normalized_Abundance R3 129N Sample,normalized_Abundance R2 129N Sample,normalized_Abundance R1 129C Sample,normalized_Abundance R3 129C Sample,normalized_Abundance R2 129C Sample,normalized_Abundance R1 130N Sample,normalized_Abundance R3 130N Sample,normalized_Abundance R2 130N Sample,normalized_Abundance R1 130C Sample,normalized_Abundance R3 130C Sample,normalized_Abundance R2 130C Sample,s1_avg,p_value_s1,minus_log10_pvalues1,s2_avg,p_value_s2,minus_log10_pvalues2,s3_avg,p_value_s3,minus_log10_pvalues3,fold_change_s1,log2_fc_s1,expression_s1,fold_change_s2,log2_fc_s2,expression_s2,fold_change_s3,log2_fc_s3,expression_s3
NP_066932.1,7330.1,2725.6,3383.3,6094.8,2679.1,2991.2,2949.7,1327.8,1348.6,7042.2,2726.6,2975.4,4295.5,1778.6,2220.8,4503.8,2375.1,2240.6,5639.4,2223.3,2750.7,5098.0,2196.4,2256.2,2397.7,1080.9,1197.4,7473.544444444445,2215.9407407407407,2808.4555555555544,6523.874074074073,2288.2925925925924,2569.2740740740737,5087.918518518518,1779.4,1662.2703703703698,7211.133333333333,2228.333333333333,2545.1185185185186,4822.444444444444,1624.574074074074,1901.114814814815,4532.170370370371,1924.237037037037,1910.3518518518515,7540.4740740740735,2399.211111111111,2702.3,6668.092592592591,2205.048148148148,2292.3703703703704,3874.644444444444,1480.6444444444442,1438.5555555555557,3793.8135802469133,0.8714354350704927,0.05976478437881562,2843.1962962962957,0.5504028344510459,0.25931933824769265,3994.861728395062,0.9446258086256429,0.024740193006001547,0.9106652829325363,-0.13500720923211806,,0.6824795432966141,-0.5511422916780705,down-regulated,0.9589247887948357,-0.06051042989197368,
NP_001193943.1,3521.5,10764.6,7894.9,2909.7,9741.0,7081.3,1403.8,4482.3,3453.4,3235.7,9985.5,7024.2,2304.0,7476.7,5481.0,2376.5,8119.0,5875.1,2037.0,6662.8,4737.8,2459.5,8534.9,6256.8,1555.5,5777.5,4461.9,3508.322222222222,8169.640740740741,6267.996296296296,2972.096296296297,7727.314814814816,5738.666666666667,2149.5333333333333,5975.988888888887,4323.522222222223,3201.7925925925924,7727.314814814816,5604.099999999999,2394.9666666666662,6740.281481481483,4626.040740740741,2356.785185185185,6419.066666666667,4895.937037037038,2560.5851851851858,6988.133333333333,4781.014814814816,3003.477777777778,8638.14074074074,6125.562962962962,2383.7037037037035,7840.296296296296,5139.651851851852,5479.35925925926,0.8075792159617099,0.09281486668393658,4149.681481481482,0.3560527931193112,0.4484856029806977,5511.06913580247,0.814706148641002,0.08899900602790906,0.9159765460459582,-0.12661743688870802,,0.6936962390584571,-0.5276240319954558,down-regulated,0.9212774401500472,-0.11829240952217358,
NP_065801.1,1830.6,1871.1,198.8,1868.7,1849.7,179.9,1825.7,1621.3,222.3,2033.1,1964.5,172.1,2985.9,2524.1,350.4,2766.7,2624.6,266.8,1894.0,1594.9,181.8,2003.5,1635.9,141.7,1581.6,1291.9,147.6,1714.0074074074073,1546.2111111111112,201.99259259259256,1848.1148148148147,1604.0962962962965,192.8592592592593,2881.977777777777,2166.0111111111114,298.4037037037038,1931.2925925925929,1631.7666666666669,187.81111111111107,3175.9629629629626,2242.955555555556,333.037037037037,2763.4666666666667,2131.692592592593,273.1666666666667,2339.22962962963,1750.666666666667,212.87037037037044,2356.785185185185,1680.3555555555552,182.8629629629629,2425.433333333334,1785.1407407407412,204.89629629629636,1215.0234567901236,0.935155802033691,0.029116027280855057,1782.130864197531,0.5335488992860213,0.27282577170924627,1250.2901234567903,0.9002503563968972,0.045636698025352224,1.0528157450227162,0.07425297007516841,,1.5442133425759819,0.6268720835735958,up-regulated,1.083374251308038,0.11553170761475054,
XP_011512129.1,674.1,1892.8,311.0,580.0,1723.7,280.0,199.2,843.9,172.9,619.4,1839.8,264.6,436.3,1400.1,253.0,438.3,1649.4,189.5,354.6,1118.2,244.0,285.6,1138.0,167.0,158.8,687.2,167.6,614.9666666666667,1567.233333333333,300.72962962962964,548.0111111111112,1503.4407407407411,280.5777777777778,286.2037037037037,1120.2259259259258,232.3,569.2111111111111,1541.914814814815,267.1629629629629,419.1629629629629,1276.7444444444448,242.33333333333331,414.91481481481486,1353.8037037037036,205.54444444444445,411.5703703703704,1187.3444444444442,280.5777777777778,323.19629629629634,1134.2814814814817,210.0851851851852,239.47407407407408,933.0925925925928,231.65555555555557,777.3432098765434,0.9291877095762997,0.03189654327396955,546.2432098765431,0.5892278010665486,0.22971677037497157,792.7629629629629,0.9517038499055813,0.0214981738435603,0.9392250194289604,-0.090457254874958,,0.6599984188331883,-0.5994655266954386,down-regulated,0.957855937803461,-0.062119404943880345,
NP_056450.2,536.4,0.0,331.7,535.2,0.0,323.6,513.9,0.0,383.2,569.3,0.0,318.6,765.0,0.0,530.1,619.9,0.0,348.0,585.7,0.0,442.5,595.6,0.0,330.0,590.4,0.0,433.7,483.0259259259259,0.0,320.4925925925926,504.74814814814806,0.0,326.862962962963,745.9333333333334,0.0,508.50740740740736,522.2037037037037,0.0,319.2444444444444,724.362962962963,0.0,481.237037037037,583.1666666666666,0.0,348.80370370370366,689.1407407407409,0.0,483.88148148148144,665.0148148148147,0.0,386.1296296296296,863.9037037037039,0.0,552.4296296296296,277.2037037037037,0.9657421111822693,0.015138830772065024,418.1469135802469,0.601525296751484,0.22074610397074193,280.4827160493827,0.9544450174679965,0.020249084869080534,1.0349619728047939,0.049577760329614765,,1.5611846047476379,0.6426411411640677,up-regulated,1.0472044249827148,0.06654309854469419,
XP_024303687.1,3364.0,1418.1,222.3,3397.4,1430.5,227.0,3156.6,1317.8,208.8,3473.8,1376.4,223.5,4682.2,1964.1,341.9,4038.2,1713.9,218.2,3064.7,1242.9,257.3,2984.3,1161.2,205.8,2413.0,972.8,182.4,3287.274074074075,1162.0037037037036,223.48888888888888,3465.244444444444,1244.622222222222,237.63703703703703,5584.277777777779,1772.888888888889,278.4703703703704,3405.025925925926,1141.8111111111111,235.2555555555555,5365.22962962963,1782.825925925926,320.4925925925926,4070.155555555556,1392.7148148148149,230.11111111111111,3830.081481481481,1356.0814814814814,293.73703703703706,3796.651851851853,1162.0037037037036,252.9777777777778,3947.911111111111,1316.448148148148,252.3,1649.1679012345676,0.947847005659648,0.023261757556430188,2545.2123456790127,0.6232270485541884,0.20535370619732063,1594.030864197531,0.9791030004157198,0.009171618555190993,1.0587953682765459,0.08242378885879985,,1.6340719710029823,0.7084715268877982,up-regulated,1.023396401687635,0.03336506588239091,
NP_001135757.1,7936.0,4831.9,9474.8,6122.9,4819.4,10126.5,2765.2,1661.3,4544.9,6198.5,4720.1,9043.1,4423.4,3096.0,8457.4,4446.0,3122.7,10431.1,4100.3,3188.8,7624.4,3432.2,2754.0,7483.0,2411.9,1535.3,5957.6,8169.640740740741,3719.025925925925,7658.729629629629,6568.314814814814,3902.0,8384.655555555555,4576.366666666667,2219.5185185185182,5584.277777777779,6267.996296296296,3685.792592592592,7286.22962962963,5007.603703703704,2752.944444444444,6841.003703703702,4446.3703703703695,2485.5185185185187,8384.655555555555,5546.970370370369,3369.1888888888884,7175.188888888889,4279.085185185185,2759.040740740741,7154.296296296296,3927.4703703703694,2116.666666666667,6668.092592592591,6284.990123456791,0.9099663247009628,0.04097467940106022,4126.720987654321,0.24529553308897,0.6103103603646497,5746.672839506173,0.6874595186401801,0.1627528703686919,0.9645770763824378,-0.052031570690888165,,0.6333407669904698,-0.6589461488428041,down-regulated,0.8819598404410023,-0.18121512993866823,
NP_001357331.1,1725.2,1159.4,406.1,1835.3,1131.1,419.0,1579.0,1123.3,440.1,1902.6,1205.0,427.6,2503.9,1637.7,680.1,2911.8,2068.3,615.2,1508.4,1003.5,398.7,1700.2,1096.1,375.0,1231.4,839.0,356.9,1594.5222222222224,939.1296296296294,381.1333333333333,1805.4925925925925,947.2888888888888,410.73333333333335,2441.7777777777783,1548.8444444444442,581.2370370370371,1779.4,984.1074074074074,415.8111111111111,2629.074074074074,1503.4407407407411,628.7481481481483,2948.9925925925927,1674.596296296296,573.2518518518517,1851.1333333333328,1081.2444444444443,443.3703703703704,2008.5740740740732,1089.425925925926,428.9629629629629,1848.1148148148147,1124.2888888888888,467.30740740740737,1054.504938271605,0.8848426375330235,0.05313395837305053,1523.9530864197532,0.44506409063858754,0.3515774447348509,1059.7728395061729,0.8757016520754238,0.0576438309631426,1.0853337772175575,0.11813878892241231,,1.5685064142964604,0.6493914289932932,up-regulated,1.0907556874783988,0.12532799631398994,
NP_002347.5,2936.8,3442.8,599.5,3032.1,3455.5,648.1,1227.4,1280.9,221.2,2948.3,3299.7,557.2,2081.2,2101.3,367.8,2960.2,3026.7,521.8,1924.0,2024.3,358.3,1862.4,1987.6,316.2,1102.2,1098.6,197.4,2865.792592592593,2717.507407407408,554.4037037037037,3116.003703703704,2860.7333333333336,612.9518518518519,1931.2925925925929,1736.3925925925926,295.1259259259259,2916.814814814815,2623.814814814815,528.1851851851852,2146.448148148148,1890.8111111111116,343.425925925926,3036.2481481481486,2417.529629629629,490.7333333333332,2374.511111111111,2197.6666666666665,408.9296296296295,2205.048148148148,2008.5740740740732,369.8148148148149,1666.2555555555557,1512.0333333333338,272.4037037037037,2196.562962962963,0.8968663188520871,0.04727228528529388,1320.937037037037,0.4744868437860719,0.32377582486013035,2022.9382716049383,0.9837549740652171,0.007113058746103772,1.0736407632242724,0.10251135290360963,,0.6456504423176721,-0.6311747993591189,down-regulated,0.9887761136388322,-0.01628420313277803,
NP_004587.1,2873.2,6928.7,4168.0,2514.1,5885.7,3264.4,816.9,2088.6,1388.8,2541.5,6251.3,3438.6,1560.4,4097.5,2285.1,1854.7,5049.1,2525.7,1272.7,3413.5,1940.8,1143.2,3596.0,1763.1,701.7,2193.1,1200.7,2774.644444444444,5232.37037037037,3479.396296296297,2545.1185185185186,4781.014814814816,2794.3370370370367,1206.9777777777776,2871.929629629629,1716.9185185185188,2453.0925925925926,4763.92962962963,2912.5111111111114,1588.903703703704,3637.055555555555,1970.959259259259,1772.888888888889,3884.5777777777776,2146.448148148148,1539.5444444444445,3637.055555555555,1931.2925925925929,1331.8259259259255,3650.596296296296,1813.537037037037,1027.1518518518517,2961.5296296296297,1439.7888888888888,3373.49012345679,0.6775754488446413,0.1690423385458039,1931.9419753086415,0.10732238696251052,0.9693096767276544,3376.511111111111,0.6793166654139605,0.16792773089942298,0.8810820257495893,-0.18265175947204032,,0.5045810975997078,-0.9868419331826457,down-regulated,0.8818710418204311,-0.1813603925383114,
NP_001290553.1,847.6,2094.9,7326.9,744.2,2037.7,7128.2,820.4,1889.2,6670.1,806.8,2086.6,7189.3,1053.8,2602.3,9225.8,808.4,2186.9,7731.7,937.2,2179.4,7804.1,713.7,1839.3,6521.1,884.8,2018.6,7711.5,790.1814814814816,1704.1148148148147,5706.622222222221,704.474074074074,1706.977777777778,5799.151851851852,1211.1333333333332,2560.5851851851858,8009.399999999999,736.3407407407408,1704.1148148148147,5738.666666666667,1015.822222222222,2276.7259259259254,7473.544444444445,742.037037037037,1765.877777777778,6228.614814814816,1105.8814814814816,2360.1333333333328,7310.07037037037,790.1814814814816,1878.1777777777784,6389.992592592594,1336.8592592592595,2717.507407407408,8869.937037037036,2736.867901234568,0.998884086957641,0.0004849054831044735,3927.039506172839,0.6685411347122729,0.1748718658456047,2726.374074074074,0.9974664864864342,0.0011016870983747418,1.0011809878568254,0.0017028000291093555,,1.4365608549719813,0.5226191089906553,up-regulated,0.9973422127963987,-0.0038394809431628657,
NP_065090.1,1689.4,4987.0,1370.5,1827.4,4467.2,1255.5,936.4,1807.4,532.5,1717.4,4817.4,1247.5,1302.9,2960.0,759.4,1330.2,3088.7,876.6,1200.6,2582.2,662.4,1051.2,2415.6,604.0,870.0,1343.1,404.4,1560.4703703703706,3874.644444444444,1173.0814814814814,1796.6629629629626,3628.933333333333,1112.7518518518516,1407.6111111111113,2449.507407407408,698.166666666667,1594.5222222222224,3773.203703703704,1094.874074074074,1313.0925925925924,2623.814814814815,689.1407407407409,1286.2703703703703,2464.7740740740733,817.2703703703703,1455.051851851852,2747.481481481482,716.6703703703703,1214.1148148148147,2445.977777777778,661.6851851851851,1310.085185185185,1861.2814814814813,508.50740740740736,2179.449382716049,0.984552591427774,0.006761080382292611,1518.428395061729,0.5331474299439652,0.2731526799836317,2154.2000000000003,0.9691102169917503,0.01362682779001095,0.9894300736515201,-0.015330344118813864,,0.6893386607989072,-0.5367151653413299,down-regulated,0.9779673166824815,-0.03214184325586298,
NP_001207417.1,540.8,4461.3,908.2,523.2,4172.0,846.4,284.1,1538.3,706.7,565.3,4537.8,846.3,460.1,3259.4,843.5,609.7,3676.9,854.6,441.3,3812.1,980.4,584.0,4750.4,928.9,380.0,2961.3,963.9,485.62592592592586,3448.3962962962974,804.3555555555556,495.1888888888889,3361.451851851852,787.3703703703702,395.7592592592592,2050.918518518519,883.8592592592594,520.0962962962963,3521.2518518518523,787.3703703703702,443.3703703703704,2932.0444444444447,756.6814814814816,569.2111111111111,2916.814814814815,798.7851851851852,505.4555555555556,4126.451851851853,1025.9592592592596,649.4703703703703,4751.522222222222,1005.125925925926,558.1296296296296,4106.881481481482,1150.574074074074,1548.0037037037036,0.9819672645935991,0.007902989853915741,1110.1790123456792,0.6876808978534866,0.16261303916247538,1609.572839506173,0.9831741925769664,0.007369529804794474,0.98008460467014,-0.029021801302775915,,0.7028855007417759,-0.5086383998508959,down-regulated,1.0190657530863039,0.027247141387036974,
NP_004634.1,1928.9,3437.2,1623.9,1743.4,3025.0,1501.7,800.8,1425.6,820.7,1701.8,2965.8,1540.7,1236.5,2133.9,1169.0,1309.6,2352.3,1015.1,1016.8,1793.6,1164.9,1131.0,2040.4,1107.6,621.2,1172.4,746.4,1825.6,2711.5222222222224,1343.4851851851854,1698.8962962962964,2536.385185185185,1288.1518518518517,1182.925925925926,1910.3518518518515,1017.5148148148148,1586.6111111111106,2421.114814814814,1316.448148148148,1229.5999999999997,1935.1074074074077,999.1222222222224,1268.040740740741,1907.1185185185184,916.2629629629632,1209.448148148148,1942.5962962962965,1176.7777777777778,1313.0925925925924,2066.9814814814813,1171.2037037037037,919.0518518518523,1614.0851851851853,924.1333333333334,1841.1444444444442,0.8374041854668015,0.07706487277295473,1370.264197530864,0.2991449563890836,0.5241183150043015,1774.724691358024,0.7402114783269246,0.13064418466188232,0.9392623840822689,-0.09039986210251878,,0.6990421750335691,-0.5165485951146155,down-regulated,0.9053782552066928,-0.1434074376082059,
NP_065916.2,375.1,22.2,492.2,416.5,22.9,481.6,439.2,21.8,483.3,404.2,21.7,509.7,620.8,20.8,725.2,514.2,19.4,603.4,466.0,19.2,561.5,438.3,17.9,508.1,465.8,16.5,502.2,352.9222222222223,6.207407407407407,457.73703703703694,397.8888888888889,7.2592592592592595,465.3703703703704,614.9666666666667,8.581481481481482,631.9,375.3444444444444,6.807407407407408,486.4333333333335,590.911111111111,6.048148148148148,669.074074074074,490.7333333333332,5.737037037037037,563.3074074074075,538.1777777777777,6.666666666666665,614.9666666666667,492.3777777777776,6.551851851851851,558.9481481481481,691.5666666666666,7.114814814814815,635.9703703703706,290.1728395061728,0.9322093858153241,0.03048652875026542,418.48271604938265,0.589138544150202,0.22978256279423495,289.5283950617284,0.9351636838362871,0.029112366918654015,1.0656800602120116,0.0917743754085595,,1.5369070613092486,0.6200299260942466,up-regulated,1.0633132928897235,0.08856673281030353,
NP_005508.1,7645.2,20170.4,4562.6,6587.3,19041.0,4265.9,2157.0,6333.5,1460.7,7072.7,19984.9,4469.8,3764.9,11100.1,2408.1,3950.1,13179.6,3119.7,3673.4,10736.6,2373.1,3419.7,10514.0,2089.8,1519.0,4918.9,982.6,7801.118518518519,15532.4,3773.203703703704,7127.629629629628,14927.925925925923,3619.348148148149,3465.244444444444,8546.207407407408,1796.6629629629626,7266.8,14658.714814814814,3719.025925925925,4126.451851851853,9856.933333333336,2043.7,3981.4851851851854,10141.485185185184,2617.874074074074,4763.92962962963,11214.114814814817,2383.7037037037035,4257.5888888888885,10330.455555555558,2116.666666666667,2315.262962962963,6668.092592592591,1167.2703703703703,8558.3012345679,0.9256367952900748,0.03355938993160679,4602.704938271605,0.3435765550058844,0.4639764792382509,8548.18024691358,0.9227636376045508,0.03490952760872216,0.9471784708316849,-0.07829180570402353,,0.5093981744312432,-0.9731343055613001,down-regulated,0.9460583441445096,-0.07999893646815195,
NP_001139197.1,516.8,1094.3,6284.4,393.7,1072.0,6134.8,173.3,508.6,2712.9,439.0,1091.0,7225.2,270.0,822.1,4916.9,262.7,911.9,3815.1,229.2,635.8,5023.7,234.0,663.6,4233.3,154.5,475.9,2418.5,461.2074074074074,896.625925925926,5104.577777777777,379.8148148148149,902.5555555555554,5121.718518518517,251.24074074074068,652.6703703703702,3361.451851851852,399.7296296296298,879.637037037037,5783.281481481482,270.0777777777777,706.1185185185185,4144.048148148148,260.6777777777777,700.6555555555555,3194.6037037037045,272.4037037037037,665.8333333333334,5022.511111111112,269.237037037037,646.1629629629632,4257.5888888888885,235.98888888888885,609.3074074074074,2831.751851851852,2134.6962962962957,0.9930847973660942,0.0030136664534207375,1421.7876543209877,0.7039427479796553,0.15246266081186022,2354.2160493827164,0.9340777434627981,0.029616975855790185,0.9909751606297613,-0.013079199014830912,,0.6600265581416408,-0.5994040181005671,down-regulated,1.0928812832728987,0.12813669347502268,
NP_001156752.1,1608.0,1358.5,0.0,1517.9,1221.2,0.0,577.9,606.7,0.0,1395.1,1279.7,0.0,963.0,892.3,0.0,1196.5,1182.2,0.0,698.0,673.9,0.0,750.9,717.7,0.0,372.2,489.3,0.0,1471.5222222222224,1104.0296296296297,0.0,1464.5814814814817,1024.5555555555557,0.0,826.2407407407404,773.1222222222221,0.0,1310.085185185185,1043.2703703703703,0.0,908.1444444444444,763.7962962962963,0.0,1158.1481481481478,945.4666666666664,0.0,812.9296296296299,708.8074074074073,0.0,833.0666666666666,709.9777777777776,0.0,548.0111111111112,628.7481481481483,0.0,829.7123456790124,0.9651426486612362,0.015408492927747475,533.1209876543209,0.5698066719713994,0.24427246983259343,784.4518518518518,0.9071629204098997,0.0423147095429628,0.9664480391832603,-0.049235926473400686,,0.6209787474529009,-0.6873842007877802,down-regulated,0.9137286651260642,-0.13016227926815757,
NP_005617.2,1952.6,77.8,0.0,1743.8,67.5,0.0,603.2,28.4,0.0,1717.7,71.0,0.0,1098.5,41.0,0.0,1087.3,38.4,0.0,946.3,28.3,0.0,860.5,30.9,0.0,414.2,16.3,0.0,1848.1148148148147,35.99999999999999,0.0,1701.362962962963,33.77037037037037,0.0,855.7851851851851,11.17777777777778,0.0,1597.062962962963,33.77037037037037,0.0,1100.4925925925925,11.655555555555557,0.0,1027.1518518518517,11.88888888888889,0.0,1122.5074074074075,10.04814814814815,0.0,978.5888888888888,11.548148148148146,0.0,614.9666666666667,7.011111111111112,0.0,578.3777777777777,0.9551366587484403,0.019934486118548537,288.98765432098764,0.6509353625241354,0.18646213446221838,543.6111111111111,0.9217288471864699,0.03539682025898004,0.9209275993638825,-0.11884035457990823,,0.4601433819988166,-1.1198446157464987,down-regulated,0.8655700387842999,-0.20827753292850693,
XP_016862214.1,743.9,179.4,976.4,704.0,173.9,918.1,723.8,169.7,898.5,848.4,205.4,991.1,1017.7,233.6,1401.2,910.7,201.8,946.1,772.6,134.8,949.2,807.6,176.6,832.3,712.8,150.0,867.8,669.9259259259261,116.94074074074072,864.7925925925927,661.6851851851851,120.31851851851852,848.125925925926,1041.6111111111113,181.46296296296293,1118.1185185185186,789.0777777777776,136.48148148148147,891.5074074074074,960.7629629629632,169.35925925925926,1194.903703703704,852.6222222222221,131.24814814814815,868.7185185185184,897.7925925925927,109.21851851851854,991.1333333333334,906.4185185185185,142.2407407407407,890.2481481481482,1058.9925925925927,169.00000000000003,1050.5666666666666,543.3765432098766,0.9827924722960467,0.00753817866001598,780.3975308641976,0.5752190619282112,0.2401667304953643,605.6888888888889,0.8738134489412109,0.058581275309665067,0.9869648479194882,-0.018929392814949174,,1.4174791679747414,0.5033275327122111,up-regulated,1.100146205387175,0.1376952653594902,
NP_015561.1,111.4,2682.1,1089.4,87.8,2422.8,964.4,39.1,898.3,821.5,119.3,2457.3,888.8,70.3,1876.1,1056.6,92.6,2027.0,925.5,57.6,1538.7,924.2,60.2,1561.6,850.6,27.6,876.1,939.1,109.21851851851854,2187.2111111111108,967.562962962963,93.3,2043.7,886.8259259259258,60.8037037037037,1206.9777777777776,1019.5925925925924,120.83703703703704,1959.662962962963,805.5333333333333,76.07407407407403,1706.977777777778,915.0333333333334,99.47777777777776,1629.9740740740735,848.125925925926,76.07407407407403,1683.5407407407404,972.562962962963,78.65555555555557,1594.5222222222224,906.4185185185185,51.03333333333334,1173.0814814814814,1122.5074074074075,1007.9419753086419,0.9275678675795425,0.032654304422367,762.4580246913579,0.6712363686398259,0.17312452078529744,962.0111111111111,0.8836094376604514,0.053739654160983835,0.9264193591579502,-0.11026269360106779,,0.7007902160271786,-0.5129454617684862,down-regulated,0.8842033955233196,-0.17754982033837294,
XP_011514713.1,0.0,2281.7,10507.5,0.0,2229.6,10106.9,0.0,992.3,3988.8,0.0,1828.0,7912.8,0.0,1615.0,7019.7,0.0,793.3,2279.9,0.0,844.5,3024.2,0.0,664.0,2131.6,0.0,500.5,1544.8,0.0,1828.6222222222225,8596.366666666665,0.0,1890.8111111111116,8346.277777777777,0.0,1353.8037037037036,4952.555555555556,0.0,1539.5444444444445,6292.251851851852,0.0,1475.844444444445,5837.811111111112,0.0,614.0333333333334,1949.348148148148,0.0,897.7925925925927,2967.4,0.0,647.2851851851852,2153.811111111111,0.0,649.4703703703703,1802.033333333334,3412.362962962963,0.9870818480983369,0.005646834459350253,2102.1197530864197,0.6771923506594868,0.16928795618202955,2610.598765432099,0.8033436149872248,0.09509865375851777,0.9819759999744206,-0.026240330165117537,,0.6049271923906483,-0.7251665814221646,down-regulated,0.7512522439849835,-0.41263069973751937,
NP_002215.2,787.7,19.3,74.1,836.2,17.1,63.3,777.5,18.5,70.4,948.7,19.1,74.8,1246.1,32.1,91.8,1059.3,20.2,75.7,855.8,28.6,77.1,1198.3,34.5,98.1,1157.8,36.1,112.1,723.2888888888886,5.374074074074074,87.09629629629632,808.262962962963,5.607407407407408,80.97777777777776,1144.1074074074074,7.2592592592592595,108.68518518518516,879.637037037037,5.84074074074074,94.12962962962963,1240.1703703703704,9.72222222222222,101.06296296296296,1000.651851851852,6.107407407407408,100.14444444444446,1011.2888888888888,10.22222222222222,103.97037037037036,1401.5407407407404,12.637037037037036,136.07777777777778,1746.6074074074074,16.570370370370373,166.64814814814818,298.2827160493827,0.942313141383996,0.025804752221790673,420.01728395061735,0.750064010585518,0.12490167226451922,326.53580246913583,0.8866104236526389,0.05226716711720403,1.0969512610383425,0.13349942636064865,,1.5446368981407923,0.6272677398658096,up-regulated,1.2008535561054239,0.2640602253463303,
NP_001137457.1,2544.7,9054.9,5793.3,2003.9,7208.7,4629.6,593.3,2345.2,1834.7,2127.0,7739.9,4634.7,1125.4,4531.7,3295.1,932.4,3002.8,2402.3,962.1,3941.1,2685.7,945.5,3458.1,2227.2,558.0,2236.0,1901.4,2460.385185185185,6902.855555555556,4727.055555555555,1988.462962962963,5821.337037037036,3902.0,839.5740740740739,3130.4555555555557,2259.040740740741,2012.0333333333333,5975.988888888887,3893.040740740741,1134.2814814814817,4011.562962962964,2814.103703703704,882.4814814814816,2414.12962962963,2050.918518518519,1136.3148148148146,4247.896296296297,2645.655555555556,1090.7999999999995,3465.244444444444,2255.0629629629625,811.3555555555556,3036.2481481481486,2182.637037037037,3903.933333333333,0.6645978063277443,0.17744109655313692,2076.356790123457,0.16730194512564583,0.7764990097105056,3960.354320987654,0.6907129800003317,0.16070238257854727,0.8311961475982946,-0.26673912718724374,,0.44208228410411166,-1.1776131736405118,down-regulated,0.8432088802906124,-0.24603803402731403,
NP_000978.1,0.0,770.7,662.5,0.0,932.2,846.3,0.0,753.7,687.1,0.0,648.9,590.4,0.0,1157.7,988.4,0.0,1628.8,1437.8,0.0,830.8,700.1,0.0,845.2,733.2,0.0,821.9,694.2,0.0,617.3370370370371,606.2407407407408,0.0,781.7444444444445,786.2851851851852,0.0,989.5888888888886,871.0370370370367,0.0,511.2666666666668,560.6518518518518,0.0,1044.4814814814818,864.7925925925927,0.0,1336.8592592592595,1244.622222222222,0.0,881.111111111111,751.3037037037036,0.0,823.6074074074075,804.3555555555556,0.0,1096.8222222222223,864.7925925925927,522.6765432098765,0.7475067889729916,0.1263848586555474,620.2086419753085,0.6039377488666525,0.2190078241553512,357.3061728395062,0.8614975548917372,0.06474595083177759,1.281512020002058,0.3578470105187093,,1.520643770848089,0.604682223921491,up-regulated,0.8760526204270415,-0.19091056644315305,
NP_006799.1,6532.1,1033.2,1099.7,4917.7,715.8,827.0,2553.3,319.0,360.1,5135.5,750.2,740.5,3930.3,555.8,646.0,4389.1,636.9,760.2,4476.6,604.4,633.1,4939.2,657.4,680.5,3616.7,394.3,592.1,6568.314814814814,843.7925925925927,978.5888888888888,5087.918518518518,586.1851851851851,767.8703703703702,4144.048148148148,378.70740740740735,471.4185185185184,5087.918518518518,590.911111111111,690.3888888888889,4289.992592592593,467.30740740740737,593.3185185185185,4399.592592592594,492.3777777777776,714.0407407407408,6205.222222222223,633.1888888888888,686.925925925926,6292.251851851852,640.0259259259258,753.925925925926,6184.437037037038,507.7370370370369,751.3037037037036,2147.3246913580247,0.8001578915820355,0.09682430716190174,1664.7246913580248,0.6461916768031151,0.1896386401620119,2123.0728395061724,0.7934800707566898,0.10046397662065133,0.7677520251707359,-0.381287682150655,,0.5952037706666291,-0.748544428816392,down-regulated,0.7590810456731617,-0.3976741671535451,
