_GENE_SYMBOL_,Abundance R1 127N Sample,Abundance R2 127N Sample,Abundance R3 127N Sample,Abundance R1 127C Sample,Abundance R2 127C Sample,Abundance R3 127C Sample,Abundance R1 128N Sample,Abundance R2 128N Sample,Abundance R3 128N Sample,Abundance R1 126 control,Abundance R2 126 control,Abundance R3 126 control,normalized_Abundance R1 127N Sample,normalized_Abundance R2 127N Sample,normalized_Abundance R3 127N Sample,normalized_Abundance R1 127C Sample,normalized_Abundance R2 127C Sample,normalized_Abundance R3 127C Sample,normalized_Abundance R1 128N Sample,normalized_Abundance R2 128N Sample,normalized_Abundance R3 128N Sample,normalized_Abundance R1 126 control,normalized_Abundance R2 126 control,normalized_Abundance R3 126 control,Accession,Abundance R1 128C Sample,Abundance R3 128C Sample,Abundance R2 128C Sample,Abundance R1 129N Sample,Abundance R3 129N Sample,Abundance R2 129N Sample,Abundance R1 129C Sample,Abundance R3 129C Sample,Abundance R2 129C Sample,Abundance R1 130N Sample,Abundance R3 130N Sample,Abundance R2 130N Sample,Abundance R1 130C Sample,Abundance R3 130C Sample,Abundance R2 130C Sample,BL,s1_avg,p_value_s1,minus_log10_pvalues1,s2_avg,p_value_s2,minus_log10_pvalues2,s3_avg,p_value_s3,minus_log10_pvalues3,fold_change_s1,log2_fc_s1,expression_s1,fold_change_s2,log2_fc_s2,expression_s2,fold_change_s3,log2_fc_s3,expression_s3
PLEC,67453.5,54892.9,113976.1,41878.7,39250.7,72004.0,78459.0,61290.1,131329.0,74054.7,124349.4,57905.7,74435.28333333333,44133.94999999999,86470.35833333332,74435.28333333333,44133.94999999999,86470.35833333332,74435.28333333333,46572.14166666666,86470.35833333332,74435.28333333333,86470.35833333332,44133.94999999999,XP_005251033.1,67285.8,115226.1,61010.8,79749.2,145103.4,66227.6,58250.4,97293.9,52230.8,58241.0,102773.1,51282.0,42025.2,73980.7,42993.2,bla1,68346.53055555554,0.9999999999999993,2.8929823996598625e-16,68346.53055555554,0.9999999999999993,2.8929823996598625e-16,69159.2611111111,0.964729477695883,0.015594451231021997,0.9999999999999998,-3.203426503814918e-16,,0.9999999999999998,-3.203426503814918e-16,,1.0118913213143266,0.017054350684076406,
AHNAK,24332.9,37934.7,21067.5,15718.3,28127.6,14167.7,24418.8,39450.1,21835.2,25771.4,22486.2,42002.5,30057.80833333333,29591.775000000005,17932.100000000002,31577.091666666664,35382.425,19830.691666666666,26851.025,31577.091666666664,17282.24166666667,30057.80833333333,18101.83333333333,33403.38333333333,XP_016873759.1,20761.3,18153.7,35638.3,23772.4,20307.8,34908.9,18364.0,16798.0,33300.1,15954.8,14435.7,24525.7,12763.0,11624.8,23813.4,bla3,25860.56111111111,0.8388667334778908,0.07630702786288218,28930.06944444444,0.8046443045178289,0.0943960584191364,25236.786111111112,0.7712017090858424,0.11283201664966548,0.951186929780171,-0.07219920367982602,,1.0640876590015307,0.08961700422029124,,0.9282436291853243,-0.10742458642251479,
FLNA,31264.1,45191.5,39870.3,22106.3,32174.6,28072.4,33688.6,46530.0,43499.4,32481.8,42074.6,48838.3,35382.425,37386.46666666666,37386.46666666666,44133.94999999999,37386.46666666666,44133.94999999999,34442.11666666666,37386.46666666666,36380.85833333334,33403.38333333333,37386.46666666666,37386.46666666666,NP_001104026.1,31620.3,40721.9,46773.6,45705.4,57595.2,64404.2,27448.6,35747.3,42213.5,24198.6,30764.6,33317.0,17074.4,21740.1,25631.2,bla4,36718.45277777778,0.6876701014947264,0.16261985749326735,41884.78888888888,0.10524441765977881,0.9778009305882523,36069.813888888886,0.9948239269059979,0.002253777887143878,1.0182945928244616,0.02615499375507289,,1.1615700232598662,0.21607612716843322,,1.0003062130512548,0.0004417044261216006,
TLN1,18193.2,25173.6,23118.1,12457.9,20406.0,17340.7,20672.8,27516.3,25912.9,19352.6,24082.6,25566.0,21928.45,21164.658333333336,19299.8,25046.8,26851.025,25046.8,22905.83333333333,21832.466666666667,20796.18333333333,21832.466666666667,18784.6,20119.583333333336,NP_006280.3,19863.4,27546.4,30793.3,21110.2,28411.0,30793.7,16225.0,22416.3,25328.2,18889.1,25562.6,26745.3,13744.2,20070.5,24909.1,bla5,20797.636111111115,0.6640405992971875,0.17780536715048126,25648.208333333332,0.009946298235525942,2.0023385227730706,21844.827777777773,0.21860617753495756,0.6603375695984102,1.027269504217525,0.03881472244596494,,1.2668565849450044,0.34125321279795784,,1.0789940395680915,0.10968689530849995,
VIM,75966.0,65937.9,98001.9,47818.9,42664.1,60445.9,78924.3,76800.7,103808.0,84439.1,110019.1,75159.6,86470.35833333332,74435.28333333333,74435.28333333333,86470.35833333332,86470.35833333332,74435.28333333333,86470.35833333332,74435.28333333333,74435.28333333333,86470.35833333332,74435.28333333333,74435.28333333333,NP_003371.2,63406.0,81213.9,57509.5,76716.7,100744.7,67732.1,50837.3,65992.7,50608.6,49388.8,66611.3,47914.6,42527.0,54166.8,38337.0,bla6,78446.97499999999,1.0,0.0,82458.66666666666,0.5185185185185183,0.2852357284807495,78446.97499999999,1.0,0.0,1.0,0.0,,1.0511388956255696,0.07195331705502235,,1.0,0.0,
LMNA,52302.1,50799.0,62699.7,32198.3,33367.3,38208.2,52502.7,55194.3,68047.3,56570.4,66445.9,54005.2,55790.025,41720.208333333336,55790.025,55790.025,40565.85,55790.025,55790.025,41720.208333333336,55790.025,55790.025,55790.025,40565.85,NP_733821.1,42372.0,51353.0,44996.3,53349.2,70963.0,57735.1,35907.8,44257.7,38114.9,34658.2,44355.8,35273.2,27377.0,32440.1,30410.7,bla7,51100.08611111111,0.9582787488200313,0.01850814283634007,50715.299999999996,1.0,0.0,51100.08611111111,0.9582787488200313,0.01850814283634007,1.0075871800247875,0.01090467125751425,,1.0,0.0,,1.0075871800247875,0.01090467125751425,
AKAP12,10290.7,14268.7,30566.1,6238.1,8023.4,16728.7,11015.1,14327.0,33196.3,11595.0,33603.8,14992.3,11313.575000000004,12918.458333333334,25596.58333333333,10728.275,10456.458333333332,23418.33333333333,11540.308333333334,12521.191666666668,26851.025,11781.433333333334,27784.68333333333,13428.033333333333,NP_005091.2,8885.1,24931.2,11888.1,15187.5,43930.8,20495.1,16958.8,45215.4,21455.3,16283.4,46921.1,21657.0,11917.9,29221.7,14595.0,bla8,16609.53888888889,0.8842932449368583,0.05340369252173538,14867.688888888886,0.6959079494252838,0.15744820248786123,16970.841666666667,0.9267825857857542,0.03302213518439962,0.9402663627337482,-0.08885858728896454,,0.8416601958266461,-0.24869020452170715,,0.9607197209503313,-0.05781249237178398,
NES,35084.1,20728.0,31848.4,19284.2,14526.3,19396.5,36987.7,20717.9,33676.9,39044.2,32999.6,21444.2,46572.14166666666,17544.06666666667,27784.68333333333,37386.46666666666,19830.691666666666,30057.80833333333,46572.14166666666,17282.24166666667,27784.68333333333,46572.14166666666,26170.43333333333,17544.06666666667,NP_006608.1,29911.0,27619.0,20337.3,36512.1,35428.2,22382.4,26169.8,24274.0,18125.2,28882.0,27529.9,18450.5,21839.5,21645.1,18273.1,bla9,30633.630555555555,0.9666514124056181,0.014730110158986003,29091.655555555553,0.9259129549880386,0.033429839392852885,30546.355555555554,0.9721658675288006,0.012259630951373578,1.0178791676177272,0.02556630932589973,,0.9666431828185731,-0.04894464921480175,,1.014979236961688,0.021450215056963103,
HSPA8,30377.5,59524.1,49172.1,19612.3,41204.4,31493.8,32720.6,67534.6,55504.1,32383.6,54593.5,65676.1,34442.11666666666,46572.14166666666,44133.94999999999,40565.85,74435.28333333333,46572.14166666666,32608.00833333333,55790.025,46572.14166666666,32608.00833333333,44133.94999999999,46572.14166666666,NP_006588.1,28791.5,46223.9,60344.8,28981.9,56659.5,71184.8,28380.2,43736.3,57084.9,26705.3,44345.9,54471.8,19283.1,30250.1,40810.4,bla10,41716.06944444444,0.9195830749551271,0.03640903057504745,53857.75833333333,0.34999052771357764,0.4559437094137015,44990.05833333333,0.6566924537755862,0.18263797427499476,1.014873468105702,0.021299867000901022,,1.310257910490366,0.389850819062279,,1.0945234567660957,0.13030287329226764,
PRKDC,11549.2,10528.4,19889.7,10957.3,11998.4,18174.7,12807.2,11691.9,22368.7,11414.0,19681.0,10169.1,12365.441666666668,9462.291666666666,16996.416666666668,20796.18333333333,15694.216666666667,27784.68333333333,13034.833333333334,10321.708333333334,17932.100000000002,11701.933333333334,15884.633333333331,8611.425000000001,NP_008835.5,19224.8,31914.1,21189.3,15390.3,30081.1,14304.3,11477.1,19000.3,13571.4,12967.5,23396.0,14203.7,11752.0,19237.1,14075.8,bla11,12941.383333333333,0.7878505738673963,0.10355614431062114,21425.027777777777,0.0985623060595344,1.0062891438848598,13762.880555555557,0.6095176229720387,0.21501373311554764,1.0725498352924276,0.10104468311773032,,1.7756532993658258,0.8283499194619935,up-regulated,1.140633492788159,0.1898353007607809,
RRBP1,30229.9,23080.1,43439.1,13591.5,12355.8,20366.8,33185.4,23172.0,47192.3,37062.5,51670.0,26381.0,33403.38333333333,19497.6,40565.85,28816.166666666668,15990.283333333336,32608.00833333333,33403.38333333333,19668.025,40565.85,40565.85,40565.85,20796.18333333333,NP_001352542.1,20821.3,31354.8,17887.7,27936.1,42007.4,21109.8,21325.0,31446.0,17520.1,23802.7,36206.4,18163.7,15962.2,25356.1,15251.8,bla12,31155.61111111111,0.7706395024024193,0.11314873314329872,25804.81944444445,0.3836473572412994,0.41606778909487563,31212.419444444444,0.7742215429433413,0.11113474847657107,0.9169898390577783,-0.12502234713264976,,0.7595022657359216,-0.39687382632708407,,0.9186618545497773,-0.12239416975662445,
MYH9,18006.9,20898.2,23741.6,11798.1,16056.8,15371.9,18953.9,22605.4,26016.7,19427.3,25402.4,22284.2,20796.18333333333,17749.308333333334,20119.583333333336,23960.858333333334,21164.658333333336,22388.74166666667,20796.18333333333,18784.6,21164.658333333336,21928.45,20513.425,18294.325,NP_002464.1,17417.6,22669.0,22470.5,20315.9,28743.7,24522.8,14633.9,20409.0,20264.4,13692.9,19239.6,17655.7,10748.6,14191.3,15703.4,bla13,19555.025,0.6491702436068084,0.18764139539777785,22504.752777777776,0.1698811845317426,0.7698547194625806,20248.480555555554,0.9982224950730472,0.0007726474772944802,0.9658996611575965,-0.05005476697426551,,1.1115983274115493,0.152635568873064,,1.0001521607651889,0.0002195048817639477,
XP_006720633.1,17048.4,21019.6,19550.3,13461.3,16835.4,15120.2,18537.3,21064.5,21105.2,16791.8,18958.2,22244.8,19668.025,17932.100000000002,16625.675,27784.68333333333,21928.45,21504.5,19497.6,17749.308333333334,16487.283333333333,18294.325,14902.308333333334,18101.83333333333,XP_006720633.1,20723.8,24030.7,26205.1,22989.7,27398.3,26764.1,17891.0,20677.8,22794.1,19475.0,22736.7,21950.9,15179.2,17181.7,20117.1,bla14,18075.266666666666,0.5285235895739853,0.27693562407428346,23739.21111111111,0.06146917659077487,1.2113426044239277,17911.397222222222,0.5956240497468552,0.22502777488647793,1.0570647335787817,0.08006372861600693,,1.3882994553443446,0.4733187899214928,,1.047481438691475,0.06692467968117584,
HSP90AA1,12191.6,16905.1,15937.3,7839.3,12818.4,10792.9,12644.6,18401.0,17387.0,13310.9,17617.5,17971.2,12918.458333333334,15366.091666666667,13579.541666666664,13579.541666666664,17282.24166666667,14902.308333333334,12918.458333333334,15990.283333333336,13691.833333333334,13277.000000000002,13841.391666666665,15596.333333333334,NP_001017963.2,11471.8,15297.9,18231.6,12829.7,17410.5,22162.5,9981.6,13709.0,16219.2,9067.2,13086.4,14426.8,7104.2,9894.8,13243.3,bla15,13954.697222222223,0.7930559335905265,0.10069618116529229,15254.697222222223,0.4814006210274021,0.31749335380216065,14200.191666666668,0.975449959983488,0.01079500475276204,0.9800857120505088,-0.029020171227927088,,1.0713891208866888,0.09948255181186495,,0.9973276194567565,-0.003860590941811954,
HSP90AB1,20568.1,33843.0,32030.0,12932.5,23820.0,19959.7,22177.2,38389.6,36078.5,21943.7,35543.7,36182.3,24474.033333333336,27784.68333333333,28816.166666666668,26170.43333333333,30723.63333333333,30723.63333333333,25046.8,28816.166666666668,28816.166666666668,23960.858333333334,29591.775000000005,27784.68333333333,NP_001258898.1,19586.8,29230.3,34946.2,18950.9,30537.4,33671.8,19289.0,28650.7,36616.8,17890.2,28775.4,31704.8,13142.2,19430.1,26245.9,bla16,27024.96111111111,0.9690835984575501,0.013638756713143472,29205.899999999998,0.40505167544367965,0.39248956708555366,27559.71111111111,0.8411285308539372,0.07513763562239367,0.996773518673983,-0.004662354159081568,,1.0772140462792907,0.10730494702552003,,1.0164969379573419,0.023605869289471226,
HSPA5,34076.4,32098.6,35732.2,21355.9,21709.6,22358.9,36502.7,32021.5,36792.7,37286.4,38669.3,34448.9,41720.208333333336,26851.025,32608.00833333333,41720.208333333336,27784.68333333333,33403.38333333333,44133.94999999999,25596.58333333333,29591.775000000005,41720.208333333336,33403.38333333333,26851.025,NP_005338.1,30236.0,31310.0,30072.0,31680.7,34089.0,31547.7,31275.5,31945.7,30511.7,29368.5,30395.5,27017.0,22862.8,23739.3,25265.0,bla17,33726.41388888889,0.9674321534907165,0.014379482534151309,34302.75833333333,0.9605189136656773,0.017494078985771783,33107.436111111114,0.9071447654452456,0.04232340112381223,0.992200264869836,-0.011296752526406417,,1.0091557915474716,0.01314891214800693,,0.9739905044997309,-0.038020387444144835,
ACTG1,0.0,316.9,357.9,0.0,263.3,286.6,0.0,261.5,316.3,0.0,377.8,334.8,0.0,334.975,293.8833333333334,0.0,369.4416666666666,349.7166666666667,0.0,276.4,232.9666666666667,0.0,293.8833333333334,338.05833333333334,NP_001186883.1,,358.9,325.0,,524.8,374.1,,279.8,281.5,,291.9,233.5,,237.1,246.8,bla18,209.61944444444444,0.9948475828314758,0.0022434509182451593,239.71944444444443,0.8649209195891783,0.06302359861155209,169.7888888888889,0.780145222665948,0.10782454662750056,0.9951208576740995,-0.007056342920956296,,1.1380137934672239,0.18651804415254497,,0.806034312238735,-0.31108684044799384,
ENO1,29931.6,50070.7,38649.3,22230.2,39632.5,27935.3,36284.1,54326.7,43744.8,33984.0,41833.5,54340.1,32608.00833333333,40565.85,36380.85833333334,46572.14166666666,46572.14166666666,41720.208333333336,40565.85,40565.85,37386.46666666666,34442.11666666666,36380.85833333334,41720.208333333336,NP_001419.1,33880.7,42240.0,58214.0,31489.7,40916.6,52972.6,31306.0,37486.1,50818.6,27648.6,34218.6,44784.9,20419.9,25148.9,36594.1,bla19,36518.23888888889,0.768739267328224,0.11422093453056427,44954.830555555556,0.05643483771548198,1.2484527194785773,39506.055555555555,0.4728312578765682,0.325293820886132,0.9734460446367919,-0.0388270782347014,,1.1983354981813645,0.26103187624052215,,1.0530905840439617,0.07462953848162791,
ACTB,25162.8,45046.8,37244.6,18758.2,33603.9,25184.4,26883.5,46383.6,40190.6,25013.5,35942.2,42616.3,30723.63333333333,36380.85833333334,33403.38333333333,35382.425,41720.208333333336,37386.46666666666,28816.166666666668,36380.85833333334,34442.11666666666,26851.025,30723.63333333333,34442.11666666666,NP_001092.1,28243.8,39367.2,52388.8,33957.9,47599.5,53349.9,24886.0,34879.1,46440.8,22597.4,32991.8,40940.5,16289.1,20734.4,30436.5,bla20,33502.625,0.3633607955602124,0.439661932257343,38163.03333333333,0.06153414248336852,1.2108838471887369,33213.04722222222,0.4657270392365365,0.3318685470139552,1.0922777395752026,0.12733974504915216,,1.244219871865755,0.315241453331097,,1.0828367074010872,0.11481569983940594,
FLNB,11414.6,10196.6,11251.8,9402.1,7984.5,7322.1,12421.4,11349.9,12581.7,11838.9,12516.0,10331.7,12137.083333333334,8871.891666666668,9462.291666666666,16487.283333333333,10269.325,10321.708333333334,12587.025,10049.783333333333,9866.258333333331,12137.083333333334,9772.866666666669,8779.6,NP_001157789.1,13149.7,11274.7,11150.7,18836.3,15527.5,16405.3,12776.9,10553.5,10566.8,9924.9,8893.2,8931.6,6976.5,5487.3,6258.0,bla21,10157.08888888889,0.9614411817602697,0.017077279515259242,12359.438888888888,0.4237957589783365,0.3728433936882775,10834.355555555556,0.672825680370796,0.1720974407676848,0.9928873726290111,-0.01029801879034268,,1.2081740092854625,0.2728282561977113,,1.059092318612253,0.0828283511801868,
SPTAN1,12482.5,13776.1,19471.8,8107.4,10094.1,12342.8,12386.8,13935.0,20310.7,14067.4,22437.8,15435.1,13277.000000000002,12365.441666666668,16487.283333333333,14395.9,13277.000000000002,16996.416666666668,12521.191666666668,12365.441666666668,15884.633333333331,14150.133333333331,17932.100000000002,13761.541666666666,NP_003118.2,11113.5,16902.3,13264.6,10949.9,19383.5,13034.8,9198.6,13521.3,11341.6,9994.7,16852.3,11944.8,9471.5,13440.6,12543.0,bla22,14043.241666666669,0.5349663549435031,0.271673530729901,14889.772222222222,0.8321641677232945,0.07979098848909465,13590.422222222222,0.39146752586061256,0.40730425895596045,0.9189846385905176,-0.12188734873159965,,0.9743812909531702,-0.03744166249308644,,0.8893522984672764,-0.16917306889173578,
SPTBN1,12502.6,10567.8,21544.9,8045.0,8314.0,12707.0,13734.2,10967.8,22951.9,13844.7,23159.2,11513.9,13339.316666666668,9559.216666666667,18294.325,13926.891666666668,10728.275,17544.06666666667,14032.791666666666,9772.866666666669,18294.325,13926.891666666668,18512.45,10049.783333333333,XP_005264575.1,12292.1,19219.3,10816.3,12163.7,22847.9,10639.9,10317.9,15777.4,9046.2,11330.1,18550.6,9654.3,9449.3,15110.8,10000.2,bla23,13730.952777777778,0.9081872915126814,0.041824579581640535,14066.411111111112,0.9769861211565994,0.010111605726382042,14033.327777777778,0.9719631968500294,0.012350179217294288,0.9694918013334786,-0.04469939689108181,,0.9931772737926079,-0.009876845214957738,,0.9908413819614628,-0.013273971656471954,
XP_011522177.1,9102.2,16970.0,14231.8,5916.6,13268.1,9334.1,9655.0,18643.8,15309.1,9375.8,14853.9,18275.9,10207.183333333334,15596.333333333334,11855.875,10269.325,17932.100000000002,13339.316666666668,10244.85,16141.408333333333,12040.833333333334,9943.166666666668,11624.6,15884.633333333331,XP_011522177.1,8929.8,13879.0,19230.2,8442.7,14187.0,15674.6,5837.8,9441.7,13574.7,6419.2,10388.4,13008.8,5561.1,8358.1,12850.5,bla24,12553.130555555557,0.9782823865024091,0.009535765664478316,13846.91388888889,0.6579618182551303,0.1817993079091905,12809.030555555555,0.9022613801158237,0.044667631529095767,1.0055267931205123,0.00795152399741701,,1.1091610061482486,0.14946880275092705,,1.0260248119390658,0.03706561947188787,
HSPA9,11702.2,17984.4,22840.0,7678.7,12907.3,15241.7,12926.3,18979.0,23611.9,13575.7,24619.8,19518.9,12521.191666666668,16340.516666666668,19052.333333333336,13277.000000000002,17544.06666666667,21928.45,13204.983333333332,16487.283333333333,18784.6,13579.541666666664,19497.6,16625.675,NP_004125.3,11561.6,23230.3,18705.8,12683.9,28475.0,18664.4,9781.4,18597.6,16023.2,10836.1,21763.8,16788.7,7404.6,16460.6,13852.7,bla25,15971.347222222224,0.8267885576346597,0.08260554243482411,17583.172222222227,0.756120228142048,0.12140914329876556,16158.955555555554,0.8706291674868687,0.06016678736652709,0.9640105909490712,-0.05287909840539305,,1.061298336881646,0.08583026288678783,,0.9753343958709249,-0.03603115955964455,
PGK1,13593.7,31594.6,28370.7,11312.1,23619.7,20063.7,15106.4,34012.2,30449.6,14446.5,29622.8,33127.1,14570.8,26170.43333333333,23960.858333333334,22388.74166666667,30057.80833333333,31577.091666666664,15884.633333333331,26851.025,23418.33333333333,14834.716666666667,23960.858333333334,26170.43333333333,NP_000282.1,17241.8,29842.1,35202.1,18749.5,31284.0,32735.3,15202.9,26891.9,32793.6,16475.2,29688.1,33512.8,14904.6,24709.5,30603.3,bla27,21567.363888888885,0.9867207597048853,0.005805734541744317,28007.880555555555,0.23228771588513844,0.6339737564690751,22051.330555555556,0.9375325899522781,0.028013626650444243,0.995937619172898,-0.005872713365417572,,1.2933477648118805,0.3711102497116389,,1.0182862294269015,0.026143144647929085,
MAP4 ,15619.6,16917.2,7458.7,9314.3,10041.2,4534.0,15484.3,16161.7,7445.8,15970.2,7458.7,17164.5,17932.100000000002,15511.833333333336,6466.725000000001,16340.516666666668,13204.983333333332,6390.991666666666,16340.516666666668,14834.716666666667,6064.533333333334,16487.283333333333,6025.95,14834.716666666667,XP_011532005.1,12864.5,6240.5,14782.2,14343.9,6761.9,16544.9,10709.4,5089.7,11377.7,10904.5,5368.6,11600.5,9195.6,4626.1,10492.5,bla29,13303.552777777777,0.8665124466923947,0.062225194645388,11978.830555555556,0.9196449234430122,0.03637982217126493,12413.255555555557,0.9940710916241333,0.0025825556469196357,1.0686171083910452,0.09574501977785348,,0.9622078766482945,-0.055579485495369486,,0.9971033662267053,-0.004185023350437862,
FASN,7838.2,10344.6,5792.7,7646.8,9083.6,5278.8,8575.6,10770.4,6471.6,7384.0,5818.4,9925.7,8779.6,9118.125,4977.825,13204.983333333332,12040.833333333334,7551.05,9039.908333333336,9276.358333333334,5221.658333333333,7891.133333333334,4660.441666666667,8475.916666666666,NP_004095.4,12235.0,9025.2,15611.6,10066.2,7386.1,10624.5,7362.8,5251.0,9703.2,7747.6,5635.7,9242.9,6068.6,4088.9,7520.8,bla30,7625.183333333333,0.7469611514474804,0.12670198473175023,10932.28888888889,0.14313622979113946,0.8442504262897996,7845.975000000001,0.6613140193812941,0.17959227046795403,1.087887721589871,0.12152966700720597,,1.559713692273488,0.6412812261093596,up-regulated,1.1193881501954388,0.16271038060682255,
HSPD1,10276.0,27908.7,17338.2,6218.6,17563.1,9871.0,10741.5,27891.5,18510.2,11753.4,19421.8,30224.4,11234.375,22905.83333333333,14395.9,10671.941666666668,23418.33333333333,13926.891666666668,11313.575000000004,22388.74166666667,14395.9,11855.875,15596.333333333334,23960.858333333334,NP_002147.2,8869.5,14262.0,24749.7,9377.0,15707.2,27722.1,7770.9,12503.4,20658.4,7504.2,13224.9,20693.6,5990.5,9674.4,18626.3,bla31,16178.702777777777,0.8571131234740497,0.06696185525492734,16005.72222222222,0.8394868343386723,0.07598611050735096,16032.73888888889,0.831631001238048,0.08006932956703973,0.9440422733001727,-0.0830766313648427,,0.9339486978666901,-0.09858479052637087,,0.9355251453586378,-0.096151663658962,
HNRNPM,33247.9,29559.7,46260.1,18817.6,18001.6,25015.7,36305.1,31614.4,49844.5,37888.5,53641.5,32903.4,36380.85833333334,25046.8,41720.208333333336,36380.85833333334,25046.8,36380.85833333334,41720.208333333336,25046.8,41720.208333333336,44133.94999999999,41720.208333333336,25596.58333333333,NP_005959.2,29245.4,39862.3,27626.7,31876.6,44992.4,29543.1,23170.1,30686.5,21617.1,23362.5,32125.6,21665.9,16172.1,20522.6,16548.5,bla32,34382.62222222222,0.7352275477874359,0.133578229005057,32602.83888888889,0.5534716866276298,0.2569045909657365,36162.40555555556,0.9082250524176618,0.041806522720573905,0.9255018416581495,-0.11169223396662287,,0.8775941299627961,-0.18837421898888007,,0.9734095533535033,-0.03888116112970044,
NCL,33716.5,86268.8,53315.7,16381.7,40061.5,25766.5,34343.4,85835.0,54384.6,36893.8,59083.1,94069.6,37386.46666666666,86470.35833333332,46572.14166666666,33403.38333333333,55790.025,40565.85,36380.85833333334,86470.35833333332,44133.94999999999,37386.46666666666,46572.14166666666,86470.35833333332,NP_005372.2,24298.8,38021.4,58544.2,26659.6,41372.4,67377.0,20238.2,32315.4,49247.7,20359.4,32819.2,48386.9,13922.7,22352.4,34669.6,bla33,56809.655555555546,1.0,0.0,43253.08611111111,0.47540981035335667,0.32293186060033274,55661.72222222222,0.960282398531018,0.017601031451636964,1.0,0.0,,0.7613685682148321,-0.3933330829286118,,0.9797933410771918,-0.02945060815285875,
KHSRP,15402.7,14596.5,20408.9,10756.6,10115.0,13463.3,16455.1,15018.3,22306.3,15603.0,21075.9,14243.2,17282.24166666667,13339.316666666668,17749.308333333334,19668.025,13339.316666666668,18512.45,18101.83333333333,13339.316666666668,17749.308333333334,15884.633333333331,16996.416666666668,12365.441666666668,NP_001353228.1,16676.4,21603.2,16284.8,17280.0,23171.3,16083.8,12536.8,16096.2,12311.2,13135.8,17517.2,12452.4,10164.3,12866.4,10585.9,bla34,16123.622222222222,0.6260267039962899,0.20340714098944448,17173.26388888889,0.43651227662195446,0.36000353753871916,16396.81944444444,0.5606241368682314,0.25132820824711083,1.0690523151058304,0.09633245445877806,,1.1386472137158332,0.18732082706327566,,1.0871662425392463,0.12057256497315712,
EEF2,21780.6,27096.2,26213.8,17501.5,23260.7,22419.7,23691.5,33869.8,31047.9,22975.9,27011.1,27835.1,25596.58333333333,21832.466666666667,22388.74166666667,34442.11666666666,29591.775000000005,34442.11666666666,26170.43333333333,26170.43333333333,23960.858333333334,25596.58333333333,21928.45,21504.5,NP_001952.1,29508.5,36664.4,38721.6,31108.5,38613.6,37006.7,23876.9,31518.6,35431.8,23140.6,31088.8,32412.7,18002.5,22663.5,23127.9,bla35,23272.59722222222,0.888012447290909,0.05158094666298715,32825.33611111111,0.010147468566959816,1.9936422852895186,25433.90833333333,0.19826669969306338,0.702750222526871,1.011419146201191,0.0163809941058795,,1.426577923652002,0.5125585530857083,,1.1053489907218454,0.14450194218920104,
ANXA1,14690.1,24540.6,23682.3,10115.8,18109.6,14755.7,14040.8,23268.5,24849.7,15424.9,24814.1,25572.5,15990.283333333336,20796.18333333333,19830.691666666666,18101.83333333333,25596.58333333333,20796.18333333333,14470.975,19830.691666666666,20119.583333333336,15596.333333333334,20119.583333333336,20513.425,NP_000691.1,13487.5,20515.4,24853.8,15469.5,24395.6,27106.9,11710.4,17720.5,20840.4,10501.9,16839.5,18153.0,8572.6,12107.2,16278.8,bla36,18872.38611111111,0.9550515895516589,0.019973168256604213,21498.199999999997,0.37067167640351406,0.43101059781616174,18140.416666666668,0.8159341272408958,0.08834490170026468,1.0068970515245523,0.00991618498572008,,1.1469919100659334,0.19785521580978083,,0.967844338683792,-0.04715306171317758,
EPRS1,7717.1,14453.0,11079.1,5622.3,12408.9,8691.7,8224.1,15472.4,11709.9,7449.5,11221.5,14571.5,8642.008333333333,13125.433333333334,9243.783333333336,9772.866666666669,16141.408333333333,12365.441666666668,8846.1,13761.541666666666,9276.358333333334,8003.775000000001,8871.891666666668,13125.433333333334,NP_004437.2,8977.2,13673.0,19822.0,9439.1,14306.6,21551.6,7034.9,10462.9,14974.1,8278.1,11552.9,15649.0,5840.6,9025.8,13725.7,bla37,10337.075,0.8813946097721204,0.05482960977502479,12759.905555555555,0.3215939233085905,0.4926921660755782,10628.0,0.7923583445436911,0.10107836404002282,1.033669598781378,0.047775117594442425,,1.2759437709506207,0.3515647529600554,,1.0627610320954899,0.08781723509267933,
HSP90B1,18164.9,27213.5,22082.0,10692.5,17509.4,12960.6,18942.5,28851.4,22697.8,19129.0,24425.6,28641.3,21832.466666666667,21928.45,18784.6,19497.6,22905.83333333333,17932.100000000002,20513.425,23418.33333333333,18101.83333333333,21164.658333333336,19052.333333333336,22388.74166666667,NP_003290.1,16044.3,19069.1,25758.8,17358.2,19311.2,27078.0,16303.5,18907.5,26214.2,18888.8,21266.2,27997.3,13245.4,15842.4,24172.5,bla38,20848.505555555555,0.9893980182797513,0.004628963843507914,20111.844444444443,0.6928718045965894,0.1593471112849504,20677.863888888885,0.9224447498961303,0.03505963658766532,0.999038160509261,-0.0013883088356347047,,0.9637381453881751,-0.053286885846593114,,0.9908611937564821,-0.013245125371689726,
