_GENE_SYMBOL_,Abundance R1 127N Sample,Abundance R2 127N Sample,Abundance R3 127N Sample,Abundance R1 127C Sample,Abundance R2 127C Sample,Abundance R3 127C Sample,Abundance R1 128N Sample,Abundance R2 128N Sample,Abundance R3 128N Sample,Abundance R1 126 control,Abundance R2 126 control,Abundance R3 126 control,normalized_Abundance R1 127N Sample,normalized_Abundance R2 127N Sample,normalized_Abundance R3 127N Sample,normalized_Abundance R1 127C Sample,normalized_Abundance R2 127C Sample,normalized_Abundance R3 127C Sample,normalized_Abundance R1 128N Sample,normalized_Abundance R2 128N Sample,normalized_Abundance R3 128N Sample,normalized_Abundance R1 126 control,normalized_Abundance R2 126 control,normalized_Abundance R3 126 control,Accession,Abundance R1 128C Sample,Abundance R3 128C Sample,Abundance R2 128C Sample,Abundance R1 129N Sample,Abundance R3 129N Sample,Abundance R2 129N Sample,Abundance R1 129C Sample,Abundance R3 129C Sample,Abundance R2 129C Sample,Abundance R1 130N Sample,Abundance R3 130N Sample,Abundance R2 130N Sample,Abundance R1 130C Sample,Abundance R3 130C Sample,Abundance R2 130C Sample,BL,s1_avg,p_value_s1,minus_log10_pvalues1,s2_avg,p_value_s2,minus_log10_pvalues2,s3_avg,p_value_s3,minus_log10_pvalues3,fold_change_s1,log2_fc_s1,expression_s1,fold_change_s2,log2_fc_s2,expression_s2,fold_change_s3,log2_fc_s3,expression_s3
COPG2,199.6,0.0,596.9,178.1,0.0,465.9,220.1,0.0,598.5,223.6,551.8,0.0,207.9333333333333,0.0,514.275,270.19166666666666,0.0,606.6,217.4333333333333,0.0,489.4,219.36666666666667,439.9333333333333,0.0,NP_036265.3,265.1,677.7,,196.3,680.8,,181.4,531.1,,189.3,592.6,,178.1,495.1,,bla1966,240.7361111111111,0.9200991934738023,0.036165349984767274,292.2638888888889,0.7562084748957766,0.12135845976924359,235.6111111111111,0.9376518162311311,0.027958400812491683,1.0954168562616917,0.13147998582420717,,1.3298827038778505,0.4112990051277696,,1.0720966681834267,0.10043499574079423,
MRPL1,938.2,345.7,1090.6,635.7,234.1,454.5,1008.2,356.8,1434.8,992.5,1333.6,333.5,939.8250000000002,358.3333333333333,953.7666666666664,934.4833333333332,329.2,594.0333333333334,975.5083333333332,366.64166666666665,1238.6249999999998,943.35,1126.4333333333332,334.975,NP_064621.3,803.5,750.2,320.9,975.5,969.2,304.6,763.9,728.5,326.9,751.9,676.8,290.3,631.8,410.2,246.4,bla1967,750.6416666666668,0.8774842415035498,0.05676067416641668,619.2388888888889,0.5746659747473093,0.2405845161374761,860.2583333333332,0.8757534606906618,0.057618137817419965,0.9364454501665103,-0.09473313786313507,,0.7725169888866172,-0.37236143434547475,,1.073195158210631,0.10191245091376563,
NEDD8-MDP1,341.5,93.1,2194.4,224.6,48.5,1301.4,359.7,108.1,2506.0,368.0,2486.2,124.5,345.89166666666665,113.04166666666669,1947.05,331.1083333333333,81.93333333333335,1840.083333333333,345.0083333333334,132.7,2093.733333333333,356.38333333333327,2102.4166666666665,143.40833333333333,NP_001186752.1,321.0,2054.2,77.0,354.8,2144.9,89.9,253.0,1766.6,61.5,270.2,1814.0,69.0,220.8,1235.8,42.8,bla1968,801.9944444444444,0.9421729689567934,0.025869359874165845,751.0416666666665,0.8952170953097756,0.04807163299466132,857.1472222222222,0.9912412477875472,0.0038206342815058606,0.9245928938561799,-0.11310982039251055,,0.8658511200422717,-0.20780911478719238,,0.9881767088850817,-0.017159042716573106,
TRAFD1,0.0,78.7,590.2,0.0,63.9,307.3,0.0,77.7,627.9,0.0,697.2,87.0,0.0,98.05,509.11666666666673,0.0,101.85833333333332,382.575,0.0,101.38333333333334,519.1833333333334,0.0,565.6916666666667,100.81666666666663,NP_001137378.1,,457.5,100.8,,601.3,103.8,,351.1,61.4,,405.3,65.2,,258.8,59.1,bla1969,202.3888888888889,0.9366926315510559,0.028402896113811225,161.47777777777776,0.7875180966962634,0.10373945759547146,206.85555555555558,0.9513554915039776,0.02165717060203121,0.910966354509196,-0.13453032415214158,,0.7268226203723384,-0.46032477466706234,,0.931071129393231,-0.10303670787341981,
MELTF,39.2,165.7,0.0,25.1,157.0,0.0,36.7,170.2,0.0,34.0,0.0,172.3,51.26666666666667,189.65833333333333,0.0,43.84166666666666,226.67500000000004,0.0,50.39166666666667,192.25,0.0,44.958333333333336,0.0,190.3416666666667,XP_011511152.1,44.2,,205.6,37.2,,162.1,30.9,,286.0,42.0,,230.0,33.4,,383.6,bla1970,80.30833333333334,0.9825700853852396,0.0076364622141070725,90.17222222222223,0.9028359867874529,0.04439113839386901,80.88055555555556,0.977431853118048,0.009913512035913305,1.023905652358691,0.03408278453206678,,1.1496670916560419,0.2012161613886721,,1.0312013033007505,0.044325992187241724,
SOX10,1184.8,280.6,549.8,704.0,200.5,344.7,1211.8,296.4,536.9,1201.6,587.2,279.2,1203.8833333333334,293.02500000000003,465.0833333333333,1045.0083333333334,276.4,434.3416666666666,1167.4,306.225,433.4166666666667,1148.65,470.0916666666666,275.875,NP_008872.1,1046.3,475.8,231.2,1300.2,460.4,236.3,722.6,381.6,207.6,735.7,369.4,209.5,582.1,285.9,185.4,bla1972,653.9972222222223,0.9562638360950659,0.01942226802523671,585.25,0.9022109477144643,0.04469190733902359,635.6805555555555,0.9917578708603384,0.0035943441609471403,1.0355612832850973,0.0504129330614252,,0.9267046104313098,-0.10981854565685359,,1.0065580548395894,0.009430384394140746,
YTHDF1,0.0,311.6,514.5,0.0,263.9,366.9,0.0,338.1,515.0,0.0,548.7,391.0,0.0,326.19999999999993,428.475,0.0,370.725,471.9000000000001,0.0,350.67499999999995,406.5416666666667,0.0,434.3416666666666,385.85833333333335,NP_060268.2,,583.2,331.6,,366.2,292.9,,519.5,282.8,,442.8,231.3,,378.8,264.8,bla1973,251.5583333333333,0.9134107894180618,0.03933386271253881,280.87500000000006,0.9717885454743689,0.012428224296054809,252.40555555555557,0.9161688023450341,0.038024501034159365,0.9201109485491343,-0.12012026059728656,,1.0273408924652527,0.038914976461210074,,0.9232097862310007,-0.11526957793158438,
UBFD1,344.1,238.2,330.0,148.9,189.2,255.2,368.0,269.4,351.7,416.5,360.6,254.2,348.9833333333333,259.7,260.8916666666667,224.3583333333333,262.94166666666666,303.4916666666667,358.3333333333333,284.62500000000006,267.56666666666666,399.0333333333333,274.95,257.3333333333333,NP_061989.2,265.5,324.5,225.2,243.6,282.7,213.1,296.7,301.0,203.4,287.9,287.4,210.1,152.0,220.1,145.6,bla1974,289.85833333333335,0.7228363155945189,0.14096003642915703,263.59722222222223,0.4191501258411282,0.37763039911733826,303.5083333333334,0.9026360999683565,0.04448730132380878,0.9337049696666011,-0.09896133300177926,,0.8491114730041698,-0.23597412886715935,,0.9776749762880512,-0.03257316757519642,
INTS3,870.6,35.9,0.0,422.8,25.2,0.0,932.8,42.6,0.0,940.1,0.0,42.6,877.6,56.05833333333334,0.0,609.775,53.54999999999999,0.0,892.5500000000002,63.13333333333335,0.0,907.55,0.0,60.975,NP_001311404.1,1081.5,,49.7,889.9,,53.3,603.9,,34.2,630.3,,26.2,333.8,,26.9,bla1976,311.21944444444443,0.9786261431590046,0.009383186616096944,221.10833333333332,0.7888476408913369,0.1030068689194861,318.5611111111112,0.99217885817223,0.0034100313584525454,0.9640002409161699,-0.05289458788386805,,0.6848816499315971,-0.5460733882863706,down-regulated,0.9867410065133411,-0.019256629912871744,
IMP3,298.1,97.2,58.8,226.3,90.5,52.4,275.8,83.3,61.6,353.3,73.4,111.8,306.225,117.64166666666668,23.416666666666668,332.50000000000006,142.01666666666668,30.27500000000001,270.7916666666667,106.29166666666669,24.60833333333333,340.50833333333327,33.900000000000006,125.76666666666664,NP_060755.1,264.3,74.5,95.6,242.7,67.7,74.8,223.4,48.4,82.3,196.4,45.0,57.2,182.1,42.5,73.6,bla1977,149.09444444444446,0.893134675710648,0.049083048941252705,168.26388888888894,0.9908868959377095,0.003975914912743912,133.89722222222224,0.7921703297489691,0.10118142785902709,0.894253677879409,-0.16124394814997817,,1.0092301027973547,0.0132551440356132,,0.8031022475466921,-0.31634441768293364,
FKBP11,259.1,77.6,0.0,201.3,60.9,0.0,267.9,54.2,0.0,265.6,0.0,97.0,268.925,97.24166666666666,0.0,298.3500000000001,98.05,0.0,262.94166666666666,75.08333333333334,0.0,262.225,0.0,111.84999999999998,NP_057678.1,253.9,,75.5,239.5,,62.0,336.7,,95.9,386.1,,86.0,303.7,,107.4,bla1978,122.05555555555556,0.981919087132467,0.00792429781352101,132.13333333333335,0.9520292291670129,0.021349717717336604,112.675,0.9175473735110209,0.03737150361724598,0.9788589632203881,-0.03082708768383986,,1.059680545345185,0.08362941091316582,,0.9036289514134866,-0.1461976008368074,
THOC5,671.4,195.6,517.5,325.3,175.9,339.2,719.1,192.9,629.0,758.3,605.1,193.0,667.6166666666667,218.8333333333333,432.7333333333333,476.3500000000001,245.94166666666663,427.1000000000001,676.5583333333334,215.36666666666667,520.6583333333334,721.6666666666666,491.1000000000001,206.16666666666663,XP_005261854.1,772.2,609.7,248.7,613.0,708.5,207.5,474.6,440.0,185.3,528.8,493.1,171.8,234.4,284.8,191.4,bla1979,439.7277777777777,0.8746515562322132,0.058164926799943284,383.13055555555565,0.6253299487380745,0.20389077128699365,470.86111111111114,0.9921232028713438,0.003434393365169548,0.929700714151475,-0.10516173103255211,,0.8100392313474912,-0.30393631343347144,,0.9955248073670363,-0.006470828143512789,
ITGB5,800.8,1147.3,480.0,489.7,907.9,304.4,875.3,1274.5,460.1,840.5,460.5,1144.7,799.6583333333333,1083.9,396.575,727.7916666666666,1176.1333333333334,376.65,838.775,1155.9333333333336,355.65000000000003,809.9916666666668,358.3333333333333,1055.1,NP_002204.2,852.3,470.5,1393.2,1120.6,683.3,1474.5,687.1,360.7,1041.0,800.9,433.5,1227.8,587.3,358.5,1030.9,bla1980,760.0444444444444,0.9503570700464076,0.022113190063902527,760.1916666666667,0.9537670691563872,0.020557676587159766,783.4527777777779,0.8979668007149194,0.04673971960535004,1.0255049454482759,0.036334449161986276,,1.0257035879330312,0.036613875191956836,,1.0570891005243412,0.08009698454181026,
TRA2A,0.0,219.3,47.8,0.0,141.1,44.2,0.0,192.7,51.7,0.0,57.1,234.9,0.0,243.63333333333333,15.016666666666666,0.0,204.9,20.98333333333333,0.0,214.91666666666663,16.766666666666666,0.0,16.883333333333333,243.63333333333333,NP_037425.1,,57.4,187.0,,51.5,170.8,,47.0,154.8,,53.6,145.7,,45.1,139.1,bla1981,86.21666666666665,0.9958064782107292,0.0018250527522435294,75.29444444444444,0.9155269060444751,0.03832888787245546,77.22777777777776,0.9312511749506673,0.030933166298126525,0.992834751455441,-0.010374480955166552,,0.8670590493250591,-0.20579784622974276,,0.8893225001599384,-0.16922140810502037,
CEBPZ,1212.2,188.2,0.0,1060.4,166.8,0.0,1345.4,197.6,0.0,1309.4,0.0,193.1,1231.05,210.0666666666667,0.0,1697.4,237.825,0.0,1299.4999999999998,217.4333333333333,0.0,1275.8916666666669,0.0,206.7833333333333,NP_005751.2,1521.3,,258.2,1547.8,,161.2,1038.0,,186.8,911.1,,144.2,855.9,,140.0,bla1982,480.3722222222222,0.9810630401272264,0.008303085280845333,645.075,0.8317171027098993,0.08002436796934,505.6444444444444,0.9848091710706837,0.006647915674988135,0.9719707060998981,-0.041015261304517575,,1.30522535282513,0.38429891586439885,,1.02310576042176,0.03295528696933826,
RPS23,0.0,1822.4,1397.9,0.0,1238.0,1007.7,0.0,1937.6,1456.5,0.0,1587.6,1969.2,0.0,1625.9333333333332,1257.7083333333333,0.0,1571.716666666667,1461.2833333333335,0.0,1718.8833333333334,1268.6333333333334,0.0,1391.875,1700.225,NP_001016.1,,1331.3,1764.0,,1710.8,2124.3,,1130.5,1579.9,,1168.7,1537.9,,1094.0,1421.7,bla1983,961.2138888888888,0.9275932036637854,0.03264244203289475,1011.0000000000001,0.9797103964944069,0.008902283278870972,995.838888888889,0.9643820801831011,0.015750868130648972,0.9325835731918976,-0.10069507705097172,,0.9808867759774911,-0.02784147950610702,,0.9661772473938963,-0.04964021588935606,
SUPT6H,0.0,245.3,132.0,0.0,241.2,115.0,0.0,231.5,157.7,0.0,151.7,257.1,0.0,262.225,89.91666666666667,0.0,338.05833333333334,111.61666666666667,0.0,254.33333333333331,108.125,0.0,99.59166666666664,260.34166666666664,NP_001307684.1,,146.8,318.2,,204.6,290.4,,118.2,237.2,,121.2,212.1,,86.6,224.1,bla1985,117.38055555555557,0.9819713654293496,0.007901176181828005,149.89166666666668,0.8234990754267422,0.08433688409263536,120.81944444444444,0.9940310376985582,0.002600054947988373,0.9783524726801263,-0.03157377390649437,,1.2493285793665496,0.3211529625181908,,1.0070151879977776,0.010085442514346116,
PPIH,1611.6,272.5,0.0,863.3,216.3,0.0,1614.9,318.7,0.0,1798.4,0.0,261.3,1618.4916666666668,286.6333333333333,0.0,1326.0500000000002,298.825,0.0,1568.6416666666669,333.25,0.0,1736.033333333333,0.0,263.40833333333336,NP_006338.1,1364.6,,329.7,1430.3,,340.0,1037.0,,263.2,971.4,,233.7,746.8,,227.2,bla1986,635.0416666666666,0.9679495594541032,0.01414727349894854,541.6250000000001,0.8625736706099989,0.06420380248882132,633.963888888889,0.9662076633420953,0.01492952228938052,0.9528284979556794,-0.06971153176458092,,0.8126643688029578,-0.2992684540754975,,0.9512113798435399,-0.07216211997869454,
NP_001161066.1,308.4,1474.1,0.0,238.3,841.5,0.0,299.6,1257.6,0.0,314.2,0.0,1403.1,315.7333333333333,1316.8083333333334,0.0,348.9833333333333,1094.225,0.0,288.12499999999994,1150.225,0.0,303.4916666666667,0.0,1243.1333333333334,NP_001161066.1,325.2,,1248.0,292.0,,1825.7,376.8,,1257.5,277.0,,1505.6,269.5,,1074.3,bla1987,544.1805555555555,0.9606556052171982,0.017432278887899368,481.0694444444444,0.9477988524139047,0.023283821476046244,479.45,0.9469310519629082,0.023681641738177796,1.0555510654920661,0.0779963751323297,,0.9331339745143996,-0.09984386430177045,,0.9299927260971471,-0.10470866260713735,
XP_005245370.1,0.0,582.7,1035.4,0.0,319.5,445.8,0.0,583.7,1024.8,0.0,1027.6,636.8,0.0,584.4,898.7916666666666,0.0,441.25,583.5833333333334,0.0,572.8249999999999,852.7333333333335,0.0,862.0166666666665,607.4499999999999,XP_005245370.1,,747.0,426.4,,907.8,606.8,,618.6,435.9,,608.3,564.1,,403.6,425.6,bla1988,494.3972222222222,0.9906526155702289,0.004078609479971362,341.61111111111114,0.6607845776777155,0.17994010174643235,475.18611111111113,0.9693726322581473,0.013509245627338056,1.0093401234007804,0.013412409982623602,,0.6974185645585702,-0.5199033272165152,down-regulated,0.9701195445059434,-0.0437655582687927,
ZNF638,40.5,650.7,290.2,38.5,570.4,142.8,36.5,661.3,344.4,47.3,391.5,657.8,52.083333333333336,638.3666666666667,222.6833333333333,60.66666666666666,757.625,147.08333333333334,49.6,645.3833333333333,260.34166666666664,57.875,306.225,626.4333333333333,NP_001014972.1,58.0,265.9,815.6,39.4,296.6,568.5,48.0,197.3,592.5,32.4,238.3,571.8,51.7,119.1,564.7,bla1989,304.3777777777778,0.9194407404784343,0.03647625654288643,321.7916666666667,0.9771759793313212,0.010027217273791833,318.44166666666666,0.9633203304139071,0.016229274040208973,0.9218602772916948,-0.1173799912324592,,0.9746012249293311,-0.03711605910209498,,0.9644551756629426,-0.052213906225759825,
LSM12,0.0,893.8,540.3,0.0,343.4,467.7,0.0,1056.2,556.5,0.0,553.2,1191.2,0.0,852.7333333333335,453.85833333333335,0.0,466.6000000000001,612.5916666666666,0.0,996.6666666666669,450.875,0.0,441.25,1085.5916666666667,NP_001356414.1,,615.9,764.9,,673.4,816.6,,490.6,595.2,,471.6,600.7,,392.1,327.7,bla1990,435.53055555555557,0.8638103436637696,0.06358159981479733,359.73055555555555,0.7085569977737123,0.14962520847516098,482.51388888888897,0.9536380424104757,0.020616432436678017,0.8557479764874113,-0.22474211906332536,,0.7068130836530747,-0.5005993493573339,down-regulated,0.9480627220678853,-0.07694558658351096,
CHPF2,105.1,312.3,0.0,52.9,278.2,0.0,116.6,331.7,0.0,107.7,0.0,297.3,116.95,327.43333333333334,0.0,81.93333333333335,388.8833333333334,0.0,124.00833333333334,345.89166666666665,0.0,108.125,0.0,298.3500000000001,NP_061888.1,128.4,,372.5,136.6,,330.7,135.7,,318.5,140.6,,342.6,93.1,,318.1,bla1994,148.12777777777777,0.927028100551087,0.03290710109896787,156.9388888888889,0.8916566167456631,0.04980236329680656,156.63333333333333,0.8820635199828601,0.05450013892176884,1.093261168173524,0.12863808629816148,,1.158291817864977,0.21199876899959247,,1.1560366566209481,0.2091871447994893,
RNF113A,179.5,146.9,53.9,137.6,95.5,44.7,184.7,147.7,46.8,173.6,47.8,145.4,189.65833333333333,169.73333333333332,16.691666666666666,207.28333333333333,149.93333333333334,21.675,189.65833333333333,171.53333333333333,15.175000000000002,172.16666666666666,14.383333333333333,164.24166666666667,NP_008909.1,202.1,48.5,126.9,164.5,49.7,173.8,155.9,45.7,123.2,175.0,44.8,129.7,140.3,33.6,89.7,bla1995,125.3611111111111,0.9158952988785977,0.03815417012931582,126.29722222222223,0.9068243343818834,0.04247683421604001,125.45555555555556,0.9155818829173148,0.038302809517463454,1.0720988240883715,0.1004378968879925,,1.0801045254780854,0.11117093377022745,,1.0729065209644852,0.1015243840013898,
NDUFA10,752.2,387.2,0.0,371.1,344.7,0.0,741.9,408.7,0.0,785.1,0.0,405.0,746.2416666666667,398.3416666666667,0.0,542.9333333333333,469.0916666666667,0.0,700.1333333333332,415.5833333333333,0.0,745.4000000000001,0.0,395.8916666666667,NP_001308948.1,734.5,,490.0,703.2,,430.3,362.8,,296.8,293.4,,222.0,133.1,,192.6,bla1996,381.5277777777778,0.9972992126968542,0.0011745238069482632,337.34166666666664,0.883194374324229,0.05394370592797135,371.9055555555555,0.9784163371477363,0.009476304260941062,1.0028841590303383,0.004154973004820027,,0.8867365192946587,-0.17342260228351197,,0.9775911795845348,-0.03269682653417438,
NDUFAF4,500.9,1058.8,501.6,371.5,680.3,378.0,488.2,1008.4,515.1,485.9,612.5,1036.0,492.03333333333336,1008.3833333333332,413.41666666666674,545.3583333333333,894.3333333333334,482.125,464.325,939.8250000000002,407.525,452.25833333333327,496.64166666666665,951.625,NP_054884.1,487.9,497.1,950.4,483.3,391.9,669.6,450.1,494.1,809.4,452.5,476.7,1162.1,472.8,510.3,953.5,bla1997,637.9444444444445,0.9864701137507342,0.005916067664453329,640.6055555555555,0.9740730327733951,0.011408479937186725,603.8916666666668,0.9047051317496637,0.04349294623216887,1.0070024510771147,0.010067194916191855,,1.0112030447727163,0.01607271264652728,,0.953249759934755,-0.06907383226246766,
PPFIA1,186.6,77.6,397.8,173.2,91.3,283.1,214.9,79.9,436.7,184.5,430.0,74.4,193.0333333333333,97.24166666666666,326.7416666666666,260.8916666666667,144.14166666666668,347.45,213.2166666666667,103.25833333333334,338.05833333333334,181.38333333333333,331.1083333333333,91.525,XP_006718779.1,228.1,425.5,105.4,283.6,533.5,83.0,192.0,324.1,87.3,191.9,371.1,63.5,197.6,272.3,77.6,bla1998,205.67222222222222,0.966339843290537,0.014870113636171226,250.82777777777778,0.6176948850410215,0.20922599491883342,218.17777777777778,0.8711221444466495,0.059920946094482806,1.0215225849176348,0.030721101074054024,,1.2457989569824235,0.31707126967301613,,1.083634557545322,0.11587830751588057,
PTRH2,774.2,431.4,0.0,442.7,366.6,0.0,778.3,503.9,0.0,742.5,0.0,500.1,770.275,439.2833333333333,0.0,642.325,497.5416666666666,0.0,732.4083333333333,500.025,0.0,694.35,0.0,489.9666666666667,NP_001015509.1,653.3,,515.4,812.1,,512.4,590.7,,465.6,731.4,,538.8,618.0,,558.1,bla2001,403.18611111111113,0.9792303618791816,0.009115129315992508,379.9555555555555,0.9608103043368635,0.017362347931709033,410.81111111111113,0.9597382237555385,0.017847208087206898,1.0213132748842513,0.030425462492247722,,0.9624678084408731,-0.055189807054157214,,1.040628210360405,0.057454722935987704,
TATDN1,0.0,367.9,126.6,0.0,375.4,103.0,0.0,348.7,133.1,0.0,138.2,439.4,0.0,378.5666666666666,85.85833333333333,0.0,515.275,92.30833333333334,0.0,358.3333333333333,87.77500000000002,0.0,87.77500000000002,429.3833333333334,NP_001304818.1,,139.8,507.5,,127.6,373.5,,116.9,386.2,,114.5,308.5,,90.9,397.0,bla2002,154.8083333333333,0.9244872862596886,0.03409905697125259,202.52777777777774,0.890836143908461,0.050202170643886955,148.70277777777778,0.8959600804064274,0.04771133994214427,0.898032517443078,-0.15516040949275128,,1.1748497397637727,0.2324762516329664,,0.8626146086788378,-0.21321194606506647,
TNPO3,1085.2,402.2,404.1,755.2,265.8,340.3,1653.7,540.4,456.9,1064.4,422.1,423.0,1083.9,412.51666666666665,331.94166666666666,1159.475,375.5583333333333,428.475,1611.7583333333334,526.7500000000001,352.91666666666674,1024.075,326.19999999999993,411.39166666666665,NP_036602.1,1199.1,499.9,418.6,1945.0,600.6,413.6,1393.5,381.1,269.7,1563.3,396.2,232.0,703.5,306.6,232.4,bla2003,609.4527777777778,0.9486490784493948,0.022894410837015537,654.5027777777777,0.850852942563348,0.07014549485326542,830.475,0.6256188211975894,0.20369019438027094,1.0378571428571428,0.05360787580051238,,1.1145742667928096,0.15649275007811947,,1.4142431409649951,0.5000301739728255,up-regulated
MLEC,0.0,580.7,1250.2,0.0,335.9,918.3,0.0,563.9,1430.4,0.0,1287.0,583.0,0.0,581.2583333333333,1108.158333333333,0.0,458.58333333333326,1288.2,0.0,555.8833333333333,1233.2,0.0,1083.9,563.0916666666666,NP_055545.1,,1237.7,538.9,,1321.2,445.3,,1182.3,530.7,,1292.2,491.3,,1075.1,391.8,bla2004,563.1388888888888,0.9763112268225838,0.010411716610265282,582.2611111111111,0.9492357173188896,0.022625928753620794,596.3611111111112,0.9253586374296582,0.03368991691471101,1.025759086010352,0.03669193344957583,,1.0605902681150985,0.08486741560666396,,1.086273458173741,0.11938733250618926,
CPSF7,0.0,90.0,587.5,0.0,47.8,273.4,0.0,95.3,618.1,0.0,632.2,88.5,0.0,110.59166666666668,505.40833333333336,0.0,81.16666666666667,330.53333333333336,0.0,116.95,507.75000000000006,0.0,509.8833333333334,101.85833333333332,NP_079087.3,,469.1,86.5,,488.0,90.9,,408.8,54.8,,435.5,60.6,,240.0,55.5,bla2005,205.33333333333334,0.995130790934077,0.0021198357889132386,137.23333333333335,0.7395463824816894,0.13103458295963527,208.23333333333335,0.9851895034442867,0.006480223934547921,1.006960999332507,0.010007807317694994,,0.672996499066872,-0.5713290949432994,down-regulated,1.0211826887711317,0.03024098630094492,
EIF2AK2,955.9,45.2,947.4,682.4,33.0,830.6,955.6,40.6,872.9,944.6,956.8,35.9,955.8333333333336,67.225,819.3000000000002,1008.3833333333332,62.56666666666667,1154.0583333333334,919.0166666666668,60.24166666666665,731.4333333333333,913.275,787.3833333333333,54.19166666666666,NP_001129123.1,955.5,1162.9,50.4,1410.5,905.0,39.9,660.0,884.9,42.8,707.4,819.7,36.2,665.7,901.5,33.0,bla2006,614.1194444444446,0.9432186449375053,0.02538762297505228,741.6694444444444,0.7375808102486014,0.13219039091260773,570.2305555555555,0.9704748080265148,0.013015733719280049,1.0498665602948025,0.07020597071542749,,1.267919385322582,0.34246302142958746,,0.9748364057706737,-0.036767964626211486,
GNAI3,84.5,0.0,78.1,62.2,0.0,57.1,95.8,0.0,86.6,82.0,80.6,0.0,93.675,0.0,40.34166666666666,97.24166666666666,0.0,38.56666666666667,105.625,0.0,47.34166666666666,85.85833333333333,38.191666666666656,0.0,NP_006487.1,96.1,91.1,,104.1,93.8,,101.8,76.3,,120.4,89.5,,75.2,59.4,,bla2008,44.67222222222222,0.9324010058016725,0.030397266668105417,45.269444444444446,0.9221372934347649,0.035204413716246656,50.98888888888889,0.8191033338035092,0.08666130645716882,1.0803439473330647,0.11149069397614766,,1.0947870482332394,0.13065027225960268,,1.2331049308074702,0.30229557079868546,
LARP7,656.5,1632.3,96.1,401.6,1179.5,70.9,738.1,1615.0,111.6,717.7,97.8,1572.0,654.4,1436.8666666666668,55.625,579.1916666666666,1501.025,49.6,695.7750000000001,1418.125,65.725,676.5583333333334,49.6,1358.2500000000002,NP_001357903.1,575.3,98.5,1691.9,704.2,118.3,1196.8,499.1,67.9,1260.5,564.2,91.2,1993.7,340.6,78.7,1558.4,bla2009,715.6305555555556,0.9716228003564205,0.012502302478685936,709.9388888888889,0.9800328666048801,0.00875935946486107,726.5416666666666,0.9562403422064727,0.0194329380842,1.0299765321094314,0.04261146615115929,,1.0217847590643225,0.03109132177968143,,1.045680428898688,0.06444201593874735,
CAPN5,76.0,47.2,0.0,57.1,47.4,0.0,90.4,38.4,0.0,76.7,0.0,52.7,85.53333333333332,68.08333333333333,0.0,86.33333333333333,80.61666666666667,0.0,98.775,58.95,0.0,81.575,0.0,69.78333333333332,NP_004046.2,92.1,,74.6,103.2,,43.5,108.2,,67.7,131.6,,82.4,132.8,,134.0,bla2010,51.20555555555555,0.9845140542307504,0.006778079798797246,55.65,0.8971960878475846,0.047112628791600615,52.57500000000001,0.9585647081872604,0.01837856462200708,1.014920442658151,0.021366642207506108,,1.1030116170236195,0.1414479856111699,,1.0420635357595114,0.05944324300099012,
PAK4,651.1,358.7,0.0,202.9,329.1,0.0,757.9,370.9,0.0,902.9,0.0,394.9,649.2666666666667,372.3583333333333,0.0,300.9416666666667,450.225,0.0,712.0333333333333,384.8583333333334,0.0,874.1,0.0,389.26666666666665,NP_001014831.1,587.0,,444.1,473.5,,356.2,483.4,,389.0,381.4,,345.5,201.3,,380.9,bla2011,340.5416666666667,0.8117744348228251,0.09056463002070969,250.3888888888889,0.5915865394085887,0.22798171622869332,365.63055555555553,0.8734176695535557,0.05877802639225523,0.8086528059945648,-0.30640767849143885,,0.5945753410200258,-0.7500684636731296,down-regulated,0.8682290704730744,-0.20385236646241986,
CSNK2A2,0.0,239.7,324.0,0.0,196.0,286.8,0.0,220.1,321.8,0.0,322.3,244.6,0.0,260.34166666666664,255.1833333333333,0.0,270.7916666666667,350.2416666666666,0.0,241.95833333333331,236.26666666666668,0.0,237.825,249.59166666666667,NP_001887.1,,381.6,283.9,,322.7,163.9,,302.9,255.6,,282.5,196.2,,320.2,177.2,bla2012,171.84166666666667,0.9406892078527596,0.026553838431619126,207.0111111111111,0.7566676773483105,0.12109481743865283,159.40833333333333,0.9798232808371218,0.008852245815615608,1.0576679774320399,0.08088680846398662,,1.274132330312874,0.3495151224700411,,0.9811420755684733,-0.02746603196297883,
STT3B,1532.1,0.0,1299.5,934.3,0.0,806.6,1627.0,0.0,1329.1,1618.4,1314.8,0.0,1548.925,0.0,1150.225,1466.966666666667,0.0,1117.075,1578.475,0.0,1129.55,1548.925,1108.158333333333,0.0,NP_849193.1,1442.7,1226.0,,1589.1,1504.5,,1046.1,864.0,,1213.2,990.4,,786.8,741.1,,bla2013,899.7166666666666,0.9839249495254837,0.007038026822718917,861.3472222222223,0.971423219190457,0.012591520128193558,902.6749999999998,0.9806447782887016,0.008488279843979945,1.0158318958758037,0.02266167863361736,,0.9725105849145368,-0.04021414224806429,,1.0191720244629134,0.027397582311889563,
