Accession,Abundance R1 126 control,Abundance R2 126 control,Abundance R3 126 control,Abundance R1 127N Sample,Abundance R3 127N Sample,Abundance R2 127N Sample,Abundance R1 127C Sample,Abundance R3 127C Sample,Abundance R2 127C Sample,Abundance R1 128N Sample,Abundance R3 128N Sample,Abundance R2 128N Sample,Abundance R1 128C Sample,Abundance R3 128C Sample,Abundance R2 128C Sample,Abundance R1 129N Sample,Abundance R3 129N Sample,Abundance R2 129N Sample,Abundance R1 129C Sample,Abundance R3 129C Sample,Abundance R2 129C Sample,Abundance R1 130N Sample,Abundance R3 130N Sample,Abundance R2 130N Sample,Abundance R1 130C Sample,Abundance R3 130C Sample,Abundance R2 130C Sample,normalized_Abundance R1 126 control,normalized_Abundance R2 126 control,normalized_Abundance R3 126 control,normalized_Abundance R1 127N Sample,normalized_Abundance R3 127N Sample,normalized_Abundance R2 127N Sample,normalized_Abundance R1 127C Sample,normalized_Abundance R3 127C Sample,normalized_Abundance R2 127C Sample,normalized_Abundance R1 128N Sample,normalized_Abundance R3 128N Sample,normalized_Abundance R2 128N Sample,normalized_Abundance R1 128C Sample,normalized_Abundance R3 128C Sample,normalized_Abundance R2 128C Sample,normalized_Abundance R1 129N Sample,normalized_Abundance R3 129N Sample,normalized_Abundance R2 129N Sample,normalized_Abundance R1 129C Sample,normalized_Abundance R3 129C Sample,normalized_Abundance R2 129C Sample,normalized_Abundance R1 130N Sample,normalized_Abundance R3 130N Sample,normalized_Abundance R2 130N Sample,normalized_Abundance R1 130C Sample,normalized_Abundance R3 130C Sample,normalized_Abundance R2 130C Sample
NP_003504.2,5816.2,9091.8,696.4,4756.2,7864.3,748.9,2915.8,2524.5,805.9,4631.7,6751.5,392.8,4062.7,3634.1,956.0,4717.2,6556.1,1756.0,3069.6,3397.0,384.9,2602.7,3343.4,733.0,2602.5,2366.8,933.5,5821.337037037036,6936.99259259259,631.9,4851.599999999999,6389.992592592594,695.9925925925927,4952.555555555556,3411.5000000000005,999.1222222222225,4553.25925925926,5166.855555555556,388.4962962962964,4488.055555555555,3218.3037037037043,836.5888888888888,4839.174074074074,5087.918518518518,1494.7555555555557,3840.137037037038,3604.5185185185187,428.9629629629629,3232.696296296297,3339.688888888888,802.9407407407407,4362.166666666665,3264.722222222222,1116.385185185185
NP_005264.2,601.0,2566.1,4147.8,620.6,2645.2,4083.2,482.8,1687.0,2768.3,604.4,2588.9,4158.6,700.5,2769.1,4638.7,678.9,2946.9,4615.8,579.7,2254.1,4065.9,578.9,2288.0,4095.2,571.2,1927.1,3233.6,547.1444444444445,2085.859259259259,3459.3592592592595,593.3185185185185,2242.9555555555557,3496.8629629629627,686.925925925926,2279.9703703703703,3448.3962962962974,550.9333333333333,2111.3111111111116,3488.637037037037,673.7518518518518,2417.529629629629,3919.7222222222226,630.6740740740742,2356.785185185185,3927.4703703703703,675.1,2421.114814814814,3981.4851851851854,637.4037037037037,2311.9518518518516,4070.1555555555556,835.4407407407408,2577.6185185185186,3750.7370370370368
NP_001001521.1,2913.3,2183.4,2504.1,2961.6,2066.8,2369.1,1830.1,1506.6,1824.0,2929.7,2157.6,2354.6,2876.0,2061.0,2465.5,1814.0,2136.5,1871.1,2131.7,1611.4,2032.5,1845.3,1518.7,1595.0,1396.5,1052.4,1399.4,2831.751851851852,1750.666666666667,2114.2925925925924,3041.770370370371,1736.3925925925926,2022.6296296296296,2887.8333333333326,2019.6592592592594,2231.811111111111,2887.8333333333326,1754.3370370370374,2015.5296296296294,3041.770370370371,1864.6518518518517,2107.7666666666664,1740.888888888889,1724.4,1592.2925925925924,2684.759259259258,1765.877777777778,2031.6703703703704,2173.581481481481,1548.8444444444442,1635.4962962962966,2153.811111111111,1424.737037037037,1645.9222222222224
NP_002936.1,87.1,2439.3,2400.9,69.5,2316.2,2328.1,59.2,1492.9,1746.8,60.7,2457.4,2218.7,103.9,2331.9,2716.5,64.6,2877.8,2891.0,84.5,1770.3,1982.9,63.7,1703.3,1648.1,60.0,1261.5,1631.7,88.39999999999999,1980.5518518518516,2039.585185185185,76.59629629629632,1952.3074074074073,1998.5222222222221,86.62592592592591,1998.5222222222221,2146.448148148148,71.60370370370372,1962.8,1901.114814814815,108.22962962962963,2066.9814814814813,2318.303703703704,75.5185185185185,2322.4629629629635,2433.325925925926,106.73703703703703,1924.237037037037,1984.1074074074074,84.25555555555556,1743.340740740741,1692.2925925925929,96.2333333333333,1743.340740740741,1898.5296296296294
NP_005905.2,3773.1,1625.3,1936.9,3628.2,1575.8,1822.8,2606.9,1239.1,1501.7,3781.5,1659.8,1853.3,3840.6,1814.6,2086.1,4006.0,2192.9,2101.3,2368.8,1214.0,1578.8,1940.1,1361.0,1328.1,1411.4,1005.7,1186.5,3750.7370370370368,1378.6481481481478,1586.6111111111106,3711.114814814815,1376.937037037037,1557.2666666666669,4230.103703703704,1674.596296296296,1851.1333333333332,3711.114814814815,1385.4925925925925,1554.0259259259255,4187.696296296297,1645.9222222222224,1788.722222222222,4038.9703703703703,1772.888888888889,1813.537037037037,2961.5296296296297,1327.1740740740743,1588.903703703704,2303.4111111111115,1387.9444444444443,1365.3666666666668,2187.2111111111108,1362.8518518518515,1424.737037037037
NP_001244.1,5389.0,2787.9,2280.6,5264.8,2758.7,2063.1,3523.7,1959.1,1691.3,5226.9,2747.0,2148.3,5465.9,2953.0,2310.5,6345.7,3224.8,2097.5,4201.5,2107.3,1890.7,4568.6,2264.7,1628.2,3674.4,1956.2,1621.6,5285.429629629629,2255.0629629629625,1882.411111111111,5502.2962962962965,2335.118518518518,1750.666666666667,6228.614814814816,2702.3,2088.0888888888885,5166.855555555556,2235.433333333334,1834.6444444444448,6366.637037037038,2607.896296296297,1988.462962962963,6988.133333333333,2560.5851851851858,1809.8333333333333,5687.492592592591,2268.874074074074,1867.522222222222,5952.922222222221,2283.8222222222225,1662.2703703703698,6341.822222222221,2612.9703703703703,1887.2555555555557
NP_001317273.1,2978.7,4765.5,407.3,2971.7,4700.3,465.1,1675.8,2714.6,281.2,2890.6,4587.0,418.1,2375.6,3538.4,377.8,4474.3,7300.5,703.9,2132.6,3390.0,408.5,2319.7,3571.3,377.4,1613.8,2446.9,339.4,2894.7000000000003,3668.2296296296295,382.05555555555543,3047.1925925925925,3789.5592592592593,451.9592592592592,2592.8037037037034,3685.792592592592,379.81481481481484,2839.318518518519,3596.922222222222,408.1518518518518,2485.5185185185187,3155.959259259259,355.0851851851853,4499.429629629629,5706.622222222221,649.4703703703703,2689.603703703703,3596.922222222222,453.02962962962965,2780.8999999999996,3619.3481481481485,430.4296296296296,2511.540740740741,3411.5000000000005,441.31481481481484
NP_001098707.1,3096.7,2619.7,5253.1,3056.3,2714.2,5425.6,2312.6,2060.6,5049.0,3274.0,2688.3,5106.2,3535.3,3609.7,7751.4,3992.6,4462.8,7743.1,2736.2,2450.4,5859.6,2863.1,2671.8,4941.2,2118.0,1850.9,4886.2,2998.155555555556,2127.659259259259,4298.4,3135.818518518519,2315.262962962963,4522.774074074074,3703.8370370370376,2839.318518518519,6184.437037037038,3258.2,2211.840740740741,4279.085185185185,3824.1481481481483,3189.0999999999995,6366.637037037038,4021.3333333333335,3473.3,6246.12962962963,3465.244444444444,2607.896296296297,5748.277777777777,3637.055555555555,2660.3851851851855,4926.296296296297,3391.4333333333334,2485.5185185185187,5525.759259259259
NP_000975.2,5397.0,6921.2,12098.5,5603.1,7415.9,13214.1,3203.7,4016.8,8042.8,5590.5,6810.9,11355.7,4190.0,5492.3,11010.2,4806.0,6687.3,11863.6,4254.8,4965.6,10315.6,3667.0,4827.2,8897.7,3069.5,3805.3,8578.6,5296.407407407408,5201.925925925926,10280.040740740742,5837.811111111112,6081.322222222224,11535.962962962965,5770.84074074074,5458.003703703705,10141.485185185184,5671.3,5201.925925925926,9667.033333333333,4692.474074074074,4895.937037037038,9363.34814814815,4965.392592592591,5219.062962962961,9446.362962962963,5837.811111111112,5232.37037037037,10235.555555555558,4565.111111111111,4796.666666666667,8705.296296296296,5232.37037037037,5219.062962962961,9667.033333333333
NP_005691.2,2005.6,1680.8,1434.7,2009.2,1590.4,1664.6,1240.7,1096.0,1066.9,2075.7,1569.8,1768.1,1970.7,1693.4,1754.9,1914.6,1552.2,1203.4,1701.8,1399.3,1807.5,1913.3,1628.5,1655.4,1322.8,1219.0,1244.0,1893.9555555555553,1422.4481481481484,1221.3481481481483,1998.5222222222221,1385.4925925925925,1387.9444444444443,1939.3037037037038,1505.8555555555556,1307.5222222222221,1974.1074074074074,1313.0925925925924,1467.0185185185187,2019.6592592592594,1548.8444444444442,1484.1703703703706,1837.8148148148148,1252.262962962963,1070.8037037037038,2104.574074074074,1533.9666666666667,1792.8518518518522,2268.874074074074,1671.5592592592598,1704.1148148148147,2001.1777777777781,1674.596296296296,1467.0185185185187
XP_011508441.1,2935.8,2319.3,1036.4,2855.4,2199.6,1012.7,2332.2,1632.3,817.3,3267.4,2603.7,1085.5,3421.4,2583.4,1313.6,3878.5,3689.4,1495.8,2767.2,2087.9,990.6,2659.7,2188.8,989.0,1864.9,1331.4,746.9,2860.7333333333336,1861.2814814814815,916.2629629629632,2887.8333333333326,1870.5999999999997,924.1333333333334,3773.203703703704,2193.348148148148,1011.2888888888888,3252.4370370370375,2143.3370370370376,979.725925925926,3650.596296296296,2266.0481481481484,1116.385185185185,3884.5777777777776,2923.5370370370365,1301.0592592592589,3515.8444444444435,2250.337037037037,1039.9592592592594,3307.9925925925922,2197.6666666666665,1065.6296296296296,2912.5111111111114,1837.8148148148148,925.3814814814813
XP_024302561.1,4754.5,6870.0,7934.6,4757.1,6176.0,7745.7,2852.1,3537.4,5440.6,4940.6,6602.8,7740.3,4373.6,5487.7,7884.4,4773.1,5494.9,5902.3,3296.3,4186.9,6077.1,3653.1,4369.9,5768.6,2588.8,2985.9,5247.8,4670.907407407407,5166.855555555556,6316.0074074074055,4861.762962962962,4885.837037037036,6246.12962962963,4796.666666666667,4895.937037037038,6643.322222222223,4885.837037037036,5022.511111111112,6125.562962962962,4926.296296296297,4885.837037037036,6389.992592592594,4910.722222222223,4215.400000000001,4938.355555555556,4144.048148148148,4453.929629629629,5975.988888888887,4513.6703703703715,4407.933333333333,5738.666666666667,4314.281481481482,4167.403703703703,5821.337037037036
NP_001005.1,11255.7,14888.1,10505.0,10554.7,13614.5,9947.4,6303.8,7287.9,6068.0,9898.4,13495.2,9060.5,8840.8,10593.7,8951.6,12168.0,14865.0,10877.1,7420.7,8986.1,7288.3,7913.7,9846.9,7595.6,5957.9,6716.4,6428.2,11147.651851851853,11214.114814814817,8546.207407407408,11214.114814814817,10669.096296296295,8231.518518518518,10465.08148148148,9667.033333333333,7241.944444444444,10141.485185185184,10465.08148148148,7367.788888888891,9856.933333333336,9363.34814814815,7241.944444444444,12448.87777777778,11535.962962962965,8958.222222222223,9574.362962962963,9404.040740740742,6936.99259259259,10191.1,9773.148148148148,7241.944444444444,9773.148148148148,9027.307407407407,7266.8
NP_001335116.1,4196.5,6241.6,2906.7,4112.5,5837.2,2627.7,2897.6,3608.0,2365.0,4140.9,5957.5,2815.2,4153.1,5250.9,3266.7,4679.6,6418.8,2645.8,3140.6,4014.8,2653.3,3155.8,4187.1,2210.1,2585.3,3092.0,2232.8,4080.907407407407,4670.907407407407,2445.977777777778,4175.511111111111,4738.007407407407,2250.337037037037,4910.722222222223,4952.555555555556,2927.933333333334,4001.4666666666662,4589.485185185186,2394.9666666666662,4670.907407407407,4656.6296296296305,2789.637037037037,4781.0148148148155,4965.392592592591,2242.9555555555557,3947.9111111111106,4323.522222222223,2617.874074074074,3955.974074074074,4230.103703703704,2228.3333333333335,4298.4,4279.085185185185,2587.3888888888887
NP_001484.1,3424.9,1511.4,1950.9,3088.5,1483.9,1808.1,1997.0,1200.1,1668.8,4038.8,1532.3,1757.0,3360.4,1658.4,2401.3,3419.3,1768.5,1773.0,3343.8,1559.3,2517.7,3633.8,1757.2,2023.5,2693.7,1684.8,2765.9,3377.8296296296294,1248.7740740740742,1604.0962962962963,3161.9629629629635,1286.2703703703703,1541.914814814815,3168.859259259259,1643.1407407407405,2075.8407407407403,3955.974074074074,1286.2703703703703,1461.8962962962962,3564.766666666666,1521.2037037037035,2039.585185185185,3465.244444444444,1431.4407407407407,1521.2037037037035,4247.896296296297,1698.8962962962964,2511.540740740741,4488.055555555555,1796.6629629629626,2057.207407407407,4541.625925925925,2322.4629629629635,3208.6444444444437
NP_006296.1,10827.0,13360.6,4650.3,10795.0,13391.9,4600.4,5604.3,7305.7,2996.1,11186.7,13648.4,4850.5,7821.4,10496.1,4021.1,5685.0,9094.9,3186.1,7114.2,8988.5,3900.7,6898.9,9230.7,3285.1,5371.1,6958.7,3084.8,10992.933333333329,10048.503703703704,3824.1481481481483,11354.237037037035,10531.31851851852,3884.5777777777776,9363.34814814815,9856.933333333336,3711.114814814815,11354.237037037035,10582.070370370371,4049.7703703703705,9027.307407407407,9298.93703703704,3435.2148148148153,6125.562962962962,7340.725925925925,2702.3,9065.022222222224,9446.362962962963,3806.359259259259,8705.296296296296,9298.93703703704,3287.274074074075,8741.981481481482,9404.040740740742,3604.5185185185187
NP_653171.1,3340.3,1997.6,1541.0,3479.1,2021.6,1584.2,1592.1,1199.7,1044.9,3252.4,1809.9,1573.4,2305.3,1633.7,1332.5,2849.0,1767.6,1613.3,1893.1,1306.7,1122.6,1751.6,1248.0,1133.7,1220.5,1000.5,908.5,3246.1407407407414,1631.7666666666667,1282.374074074074,3551.903703703704,1704.1148148148147,1343.4851851851854,2460.3851851851855,1640.5555555555552,1272.0703703703707,3225.285185185185,1512.0333333333338,1339.1407407407405,2404.1666666666674,1494.7555555555557,1138.140740740741,2876.8370370370367,1429.2703703703705,1392.7148148148149,2335.118518518518,1442.0037037037039,1136.3148148148146,2063.6074074074068,1268.040740740741,1194.903703703704,1828.6222222222223,1361.0296296296294,1089.4259259259259
NP_001410.2,4539.3,7147.9,7019.4,4386.3,6894.6,6688.1,2994.0,4577.9,4482.9,4376.4,6996.0,7290.3,4096.1,6462.8,6432.8,4132.0,6601.2,7007.8,3167.5,5135.8,5291.1,3331.3,5415.1,5609.9,2704.1,4323.3,4335.4,4488.055555555555,5444.622222222221,5561.192592592593,4446.3703703703695,5546.970370370369,5525.759259259259,5166.855555555556,6140.907407407409,5525.759259259259,4289.992592592593,5349.488888888888,5837.811111111112,4576.366666666667,5837.811111111112,5349.488888888888,4135.159259259259,5139.651851851852,5640.081481481482,4001.4666666666662,5458.003703703705,5285.429629629629,4135.159259259259,5424.751851851853,5546.970370370369,4553.25925925926,5878.581481481482,5055.14074074074
NP_008878.3,2582.9,4178.6,6699.8,2392.8,3694.0,6259.7,1172.5,1823.3,3647.8,2446.0,3991.0,6218.5,1989.6,3096.0,5606.7,2295.0,3654.5,5987.1,1636.4,2723.8,4946.5,1842.9,3047.2,5103.4,1073.0,1706.7,3975.4,2506.7296296296295,3246.1407407407414,5390.477777777779,2399.211111111111,3051.1037037037026,5245.085185185185,1834.6444444444448,2468.662962962963,4602.651851851851,2360.1333333333328,3135.818518518519,5104.577777777777,2047.8185185185187,2752.944444444444,4751.522222222222,2262.885185185185,2887.8333333333326,4991.762962962963,1995.0592592592598,2887.8333333333326,4978.333333333332,2170.5333333333333,3028.937037037037,5055.14074074074,1631.7666666666667,2347.1740740740747,4589.485185185186
NP_001137533.1,632.3,1154.4,1897.7,562.8,1142.9,1767.7,585.3,1013.8,1856.8,596.6,1269.5,1893.0,826.3,1721.2,2975.2,637.8,1292.6,2163.2,696.8,1612.8,2730.8,621.0,1457.3,2405.8,613.1,1350.0,2606.8,572.2555555555555,935.059259259259,1550.9259259259256,533.9555555555556,950.2333333333333,1490.2111111111112,831.9407407407407,1407.6111111111113,2279.9703703703703,541.337037037037,1035.2037037037037,1616.7888888888886,791.4481481481481,1563.6185185185184,2565.7407407407413,599.4407407407407,1035.2037037037037,1864.6518518518517,811.3555555555556,1769.533333333334,2673.2740740740737,689.1407407407409,1488.1148148148147,2445.977777777778,905.5333333333334,1870.5999999999997,3003.477777777778
NP_004517.2,1422.5,982.0,1249.2,1400.4,952.9,1137.8,884.4,689.4,807.0,1347.9,940.2,1109.7,1300.2,911.6,1165.1,1368.2,974.6,1292.6,891.4,652.2,797.8,1122.6,565.0,761.0,746.4,471.9,618.0,1327.1740740740743,786.2851851851852,1079.1555555555558,1347.6666666666663,800.9962962962965,1033.0814814814814,1307.5222222222221,894.848148148148,1003.7222222222221,1252.262962962963,756.6814814814816,1006.1444444444444,1310.085185185185,782.8407407407409,996.2518518518517,1335.362962962963,758.0666666666665,1141.8111111111111,1058.9925925925927,684.5962962962964,836.5888888888888,1294.47037037037,542.2333333333333,834.5111111111111,1120.2259259259258,605.2037037037036,782.8407407407409
NP_001091674.1,2672.9,2580.2,902.1,2267.6,2520.3,811.1,1503.4,2004.3,652.8,2632.8,2494.1,750.1,2313.0,2789.3,917.9,2030.9,2451.9,934.0,1873.1,2271.7,685.4,1653.0,1882.4,560.6,1438.4,1880.7,570.2,2598.2185185185185,2104.574074074074,798.7851851851852,2262.885185185185,2120.4296296296293,755.3777777777779,2315.262962962963,2759.040740740741,830.2814814814813,2557.4333333333334,2004.1370370370369,698.166666666667,2410.5333333333338,2441.7777777777783,808.262962962963,1980.5518518518516,1991.2592592592587,857.1851851851852,2311.9518518518516,2441.7777777777783,733.0666666666666,1949.3481481481479,1924.237037037037,604.2111111111112,2224.1740740740743,2521.0592592592593,716.6703703703703
NP_002810.1,6827.6,8671.9,3916.8,5827.4,7354.6,3588.1,2927.4,4067.0,2310.7,6142.0,8446.1,3931.5,5183.1,6451.7,3301.9,5687.0,8912.5,3979.9,3793.2,5151.1,2724.0,4071.3,5732.4,2952.8,2672.6,3354.8,2064.7,6813.248148148146,6668.092592592591,3232.696296296297,6140.907407407409,6017.962962962963,3086.177777777778,4991.762962962963,5525.759259259259,2839.318518518519,6228.614814814816,6615.1407407407405,3339.688888888888,5878.581481481482,5821.337037037036,2826.592592592593,6140.907407407409,7127.629629629628,3325.166666666666,4952.555555555556,5502.2962962962965,2668.377777777778,5232.37037037037,5783.281481481482,2985.781481481481,4499.429629629629,4602.651851851851,2364.3888888888887
NP_001191397.1,3203.9,593.0,1626.5,3103.7,527.9,1568.7,1644.4,357.2,1066.4,2901.0,542.7,1484.0,2550.8,458.1,1384.5,2944.9,584.5,1449.5,2064.4,384.9,1083.3,2071.5,410.3,983.9,1635.0,280.2,1006.9,3130.4555555555553,458.6703703703704,1345.7629629629632,3201.7925925925924,424.66296296296287,1333.0888888888892,2541.107407407407,438.4592592592594,1303.222222222222,2850.200000000001,420.24074074074065,1274.188888888889,2673.2740740740737,372.9962962962963,1180.4481481481482,3003.477777777778,439.83333333333326,1259.2,2598.2185185185185,389.4777777777778,1098.5555555555557,2457.1740740740734,386.12962962962956,1057.014814814815,2560.5851851851858,365.39259259259256,1196.925925925926
NP_001180298.1,1477.6,3233.7,1064.7,1427.6,2778.5,1136.2,1060.2,1801.0,1057.2,1531.7,3385.9,1153.5,1575.8,3110.9,1522.6,1536.9,3239.5,1211.2,1131.8,2108.0,1135.6,1243.8,2369.8,1070.0,865.4,1441.5,1066.0,1373.1185185185184,2602.892592592593,940.7999999999998,1380.814814814815,2350.5999999999995,1030.1074074074074,1627.7407407407406,2445.977777777778,1286.2703703703703,1426.5666666666668,2684.759259259258,1031.4777777777779,1604.0962962962963,2774.644444444444,1282.374074074074,1494.7555555555557,2565.7407407407413,1075.348148148148,1353.8037037037036,2273.0814814814817,1148.6592592592592,1484.1703703703706,2387.759259259259,1134.2814814814815,1296.9333333333338,1991.2592592592587,1265.5333333333333
NP_031398.2,609.6,240.3,2973.6,549.0,220.3,2997.1,443.5,191.6,2081.8,502.7,249.2,3037.5,568.6,219.4,2784.5,498.9,239.6,2880.7,510.6,178.9,2462.6,479.3,189.3,2386.4,444.8,165.8,2130.3,556.1592592592592,164.2037037037037,2499.103703703703,517.2777777777778,155.2962962962963,2583.2851851851856,621.874074074074,208.23703703703703,2592.8037037037034,464.6925925925926,169.35925925925926,2592.8037037037034,547.1444444444445,153.6222222222222,2379.174074074074,478.20370370370364,159.55185185185186,2417.529629629629,593.3185185185185,155.93333333333334,2453.0925925925926,533.2037037037037,156.5740740740741,2421.114814814814,662.6074074074072,189.87037037037032,2425.433333333334
NP_848927.2,2839.4,1851.3,1550.4,2701.7,1773.9,1448.6,1577.0,1135.8,1032.6,2675.6,1783.1,1398.3,2246.5,1505.5,1393.9,2873.8,1769.8,1299.2,2137.0,1417.9,1318.6,2405.0,1555.6,1276.7,2063.7,1256.1,1208.9,2747.481481481482,1521.2037037037035,1288.1518518518517,2702.3,1541.914814814815,1242.3814814814816,2438.914814814815,1569.5629629629634,1261.7185185185185,2598.2185185185185,1488.1148148148147,1187.3444444444442,2339.22962962963,1368.2851851851851,1188.6111111111113,2912.5111111111114,1436.451851851852,1152.5777777777778,2702.3,1554.0259259259255,1318.837037037037,2927.933333333334,1588.903703703704,1316.448148148148,3278.22962962963,1731.103703703704,1447.233333333333
NP_009207.2,6759.5,16524.7,3603.6,6021.6,14643.2,3458.8,2685.5,6888.9,1859.6,5719.8,14771.8,3336.9,3970.4,9698.4,2563.4,4435.2,11347.0,2980.7,2867.2,7243.2,1926.8,2618.8,6718.2,1810.3,1827.3,4484.8,1384.6,6693.285185185186,12448.87777777778,3010.4555555555553,6439.148148148148,11786.6,2912.5111111111114,4399.592592592594,9192.796296296296,2288.2925925925924,5858.292592592592,11147.651851851853,2826.592592592593,4362.166666666665,8596.366666666665,2173.581481481481,4433.577777777778,8984.17037037037,2502.9814814814813,3596.922222222222,7619.992592592595,1913.2370370370375,3246.1407407407414,6715.548148148147,1844.981481481482,2860.7333333333336,6060.481481481481,1624.574074074074
NP_003396.1,251.0,2709.2,2537.5,224.3,2338.1,2462.0,209.6,1115.1,1693.6,205.0,2581.8,2471.9,235.1,1921.8,2432.3,279.2,2170.5,2795.6,226.6,1750.8,2211.9,162.9,1585.5,1980.7,193.0,966.0,1555.7,239.47407407407408,2201.4999999999995,2139.022222222222,219.66296296296298,1977.3999999999996,2104.574074074074,297.85925925925926,1531.325925925926,2092.940740740741,197.74074074074076,2104.574074074074,2100.629629629629,241.70370370370367,1738.3925925925923,2075.8407407407403,275.48148148148147,1750.666666666667,2343.692592592592,268.6296296296296,1913.2370370370375,2197.6666666666665,191.64814814814807,1612.1925925925927,2015.5296296296294,286.81111111111113,1307.5222222222221,1823.2481481481484
NP_004981.2,2642.6,3432.5,2801.2,2458.4,3357.1,2749.3,1870.3,3065.2,2650.3,2681.9,3766.3,2897.1,2945.1,4143.3,3951.0,2692.7,4856.4,3144.0,2352.7,3358.5,3174.9,2363.5,3697.6,3005.3,2072.0,3266.2,3099.1,2565.7407407407413,2706.440740740741,2350.5999999999995,2468.662962962963,2797.729629629629,2339.22962962963,2942.640740740741,4197.762962962964,3278.22962962963,2612.9703703703703,2937.5888888888885,2485.5185185185187,3135.818518518519,3668.2296296296295,3361.451851851852,2629.074074074074,3767.918518518519,2645.6555555555556,2942.640740740741,3551.903703703704,3104.185185185185,2835.9333333333334,3742.2259259259263,3041.770370370371,3293.9925925925922,4541.625925925925,3619.3481481481485
NP_001027454.1,6276.9,6233.9,4993.6,6013.5,5949.1,4863.1,3326.0,2770.8,3299.8,5465.1,5913.0,4974.6,5631.2,5025.8,4513.8,6003.2,5965.3,4684.1,3954.8,3519.9,3778.1,3575.6,3550.7,3356.9,3074.1,2286.1,3088.3,6316.0074074074055,4656.6296296296305,4114.914814814815,6419.066666666667,4839.174074074074,4114.914814814815,5938.596296296297,3735.4555555555553,4097.577777777777,5444.622222222221,4553.25925925926,4144.048148148148,6493.344444444444,4464.355555555555,3813.4370370370375,6493.344444444444,4576.366666666667,3939.2185185185185,5285.429629629629,3767.918518518519,3703.8370370370376,4433.577777777778,3579.907407407408,3354.977777777778,5245.085185185185,3109.522222222222,3612.618518518519
