Accession,normalized_Abundance R1 126 control,normalized_Abundance R2 126 control,normalized_Abundance R3 126 control,normalized_Abundance R1 127N Sample,normalized_Abundance R3 127N Sample,normalized_Abundance R2 127N Sample,normalized_Abundance R1 127C Sample,normalized_Abundance R3 127C Sample,normalized_Abundance R2 127C Sample,normalized_Abundance R1 128N Sample,normalized_Abundance R3 128N Sample,normalized_Abundance R2 128N Sample,normalized_Abundance R1 128C Sample,normalized_Abundance R3 128C Sample,normalized_Abundance R2 128C Sample,normalized_Abundance R1 129N Sample,normalized_Abundance R3 129N Sample,normalized_Abundance R2 129N Sample,normalized_Abundance R1 129C Sample,normalized_Abundance R3 129C Sample,normalized_Abundance R2 129C Sample,normalized_Abundance R1 130N Sample,normalized_Abundance R3 130N Sample,normalized_Abundance R2 130N Sample,normalized_Abundance R1 130C Sample,normalized_Abundance R3 130C Sample,normalized_Abundance R2 130C Sample,s1_avg,p_value_s1,-log10_pvalues1,s2_avg,p_value_s2,-log10_pvalues2,s3_avg,p_value_s3,-log10_pvalues3,fold_change_s1,log2_fc_s1,expression_s1,fold_change_s2,log2_fc_s2,expression_s2,fold_change_s3,log2_fc_s3,expression_s3
NP_055752.1,3735.4555555555553,1694.3888888888887,3911.425925925927,3893.040740740741,1825.6,4167.403703703703,6341.822222222221,2531.325925925926,5285.429629629629,4153.492592592593,2031.6703703703704,4221.799999999999,6936.99259259259,2998.155555555556,6341.822222222221,5952.922222222221,2694.9148148148147,5390.477777777779,6791.14814814815,2932.0444444444447,6366.637037037038,8093.292592592596,3760.459259259259,7211.133333333333,8049.97777777778,3596.922222222222,6902.855555555556,3295.348148148148,0.8681207414472654,0.061419867337879894,3468.987654320988,0.7431585592652388,0.12891851589307465,4719.525925925926,0.3085001555043909,0.5107446127176702,1.058319056453183,0.08177462912605257,,1.1140843322523746,0.1558584437348017,,1.5157015284224566,0.5999856863195915,up-regulated
NP_001188267.1,3479.396296296297,9773.148148148148,4565.111111111111,2521.0592592592598,8915.562962962962,4011.562962962964,1799.0074074074078,7340.725925925925,3079.6703703703706,3055.548148148148,8705.296296296296,4167.403703703703,1939.303703703704,7504.61111111111,3411.5000000000005,2079.5851851851853,7424.548148148148,3332.9925925925927,1799.0074074074078,6668.092592592591,2865.792592592593,1746.6074074074074,6439.148148148148,2932.0444444444447,1261.7185185185183,6125.562962962962,2350.5999999999995,5149.395061728395,0.7874229345413836,0.10379194006685406,5309.416049382716,0.8206538907041216,0.0858399671802836,4073.134567901235,0.5080147482822337,0.29412367943927586,0.8670155923161527,-0.20587015593285327,,0.893958697230608,-0.16171991747998285,,0.6858031162182664,-0.5441336351422124,down-regulated
NP_001092755.1,12914.61851851852,16906.51111111111,3405.025925925926,12448.87777777778,17305.181481481482,3521.2518518518523,7028.177777777777,11443.370370370372,1526.414814814815,13742.78888888889,18178.16296296296,3459.3592592592595,8506.751851851852,12521.874074074076,2019.6592592592597,7658.729629629629,12203.95185185185,1970.959259259259,8231.518518518518,11612.370370370372,1750.666666666667,7028.177777777777,10191.1,1414.9962962962964,4399.592592592594,8049.97777777778,963.0703703703704,11091.770370370372,0.9978387394012387,0.0009396393208716879,11793.437037037038,0.9093401554468599,0.04127363052941588,6665.9876543209875,0.42616297645310364,0.37042428296659924,1.0014794235063809,0.002132779702529987,,1.0648331267803075,0.09062735906178915,,0.6018741147926521,-0.7324663237758181,down-regulated
XP_005263532.2,487.6703703703704,220.86666666666665,2190.3111111111107,509.6259259259259,220.86666666666665,2219.5185185185182,736.3407407407408,337.3444444444445,3122.888888888888,521.1888888888889,223.48888888888888,2322.4629629629635,787.3703703703702,299.0962962962964,3135.818518518519,579.2037037037035,240.6407407407407,2979.466666666668,618.7518518518519,236.65925925925927,2545.1185185185186,576.237037037037,222.8037037037037,2521.0592592592598,601.9444444444446,293.73703703703706,2780.9,983.337037037037,0.9854199112620601,0.006378666676619918,1022.3802469135804,0.9533128899493439,0.02076453474871866,1398.8580246913577,0.7078607843190889,0.15005214703769928,1.017649411196529,0.02524062640075432,,1.0580549873576865,0.0814146065888116,,1.4476695085787585,0.5337322842201709,up-regulated
NP_002096.1,1878.1777777777784,2026.622222222222,4522.774074074074,1680.3555555555552,1991.259259259259,4422.592592592592,1067.5444444444445,1671.5592592592598,3071.6888888888884,1683.5407407407404,1945.3222222222216,4187.696296296297,1431.4407407407407,1643.1407407407405,2942.640740740741,1373.1185185185184,2092.940740740741,4362.166666666665,1225.4444444444443,1645.9222222222224,3047.1925925925925,1190.737037037037,1687.4037037037033,3161.9629629629635,939.1296296296294,1433.9666666666667,2702.3,2698.0691358024687,0.9317843765773005,0.030684575732776016,2605.5197530864198,0.8702384189069379,0.060361747576311776,1936.9308641975306,0.4555327797435907,0.3414803661124099,0.9604433418518136,-0.0582275854633678,,0.9274981377269063,-0.10858370985996384,,0.6894976586997269,-0.5363824420429988,down-regulated
NP_054782.2,170.64444444444447,169.00000000000003,0.0,155.93333333333334,192.24814814814815,0.0,99.47777777777776,134.91481481481486,0.0,167.26296296296297,174.3296296296296,0.0,133.23333333333335,163.85185185185188,0.0,163.07777777777775,229.1740740740741,0.0,114.95555555555556,169.84074074074073,0.0,150.40740740740742,186.4,0.0,117.55555555555556,210.0851851851852,0.0,116.06049382716049,0.9739000716530952,0.01148560221383083,113.8641975308642,0.9939358002039691,0.0026416664252156313,78.13086419753087,0.6430529139679553,0.19175328944156092,1.0251352176568087,0.03581421702510984,,1.005735845764634,0.00825143432062802,,0.6901116636133647,-0.5350982786379731,down-regulated
NP_004951.1,6643.322222222223,5139.651851851852,1640.5555555555552,5561.192592592593,4197.762962962964,1403.3962962962964,4314.281481481482,3246.1407407407414,1548.8444444444442,4978.333333333332,3893.040740740741,1512.0333333333338,4011.562962962964,3426.0259259259246,1361.0296296296294,3183.259259259259,2808.4555555555544,1065.6296296296296,4206.3814814814805,3675.5962962962953,1526.414814814815,3711.114814814815,2979.466666666668,1070.8037037037038,2932.0444444444447,2808.4555555555544,1178.4962962962964,3720.783950617284,0.7156049115291307,0.14532668732954007,3461.135802469135,0.6072564040581018,0.21662789647766104,3036.422222222223,0.4549121903792912,0.3420724251319645,0.8315511761685466,-0.26612304083649285,,0.7735228880851285,-0.37048411408780696,,0.6786044295354235,-0.5593572477327664,down-regulated
NP_003504.2,5821.337037037036,6936.99259259259,631.9,4851.599999999999,6389.992592592594,695.9925925925927,4952.555555555556,3411.5000000000005,999.1222222222224,4553.25925925926,5166.855555555556,388.4962962962964,4488.055555555555,3218.3037037037043,836.5888888888888,4839.174074074074,5087.918518518518,1494.7555555555557,3840.137037037038,3604.518518518519,428.9629629629629,3232.696296296297,3339.688888888888,802.9407407407407,4362.166666666665,3264.722222222222,1116.385185185185,3979.195061728395,0.8605134688549233,0.06524232765647628,3369.537037037038,0.6803433525092957,0.16727185425524257,3121.0592592592598,0.5910191313609999,0.22839846072612838,0.8915145979849324,-0.1656696736293049,,0.7549244031441393,-0.4055959122636558,,0.6992544591661918,-0.5161105460479777,down-regulated
NP_001137533.1,572.2555555555555,935.059259259259,1550.9259259259256,533.9555555555556,950.2333333333332,1490.2111111111112,831.9407407407407,1407.6111111111113,2279.9703703703703,541.337037037037,1035.2037037037037,1616.7888888888886,791.4481481481481,1563.6185185185184,2565.7407407407413,599.4407407407407,1035.2037037037037,1864.651851851852,811.3555555555556,1769.533333333334,2673.2740740740737,689.1407407407409,1488.1148148148147,2445.977777777778,905.5333333333334,1870.6,3003.477777777778,991.4666666666667,0.9473632748776813,0.023483454975502152,1064.443209876543,0.9202190105616589,0.03610879900347149,1506.5074074074073,0.39934163074638757,0.39865541291862333,0.9725853038239126,-0.040103302879481724,,1.0441720911925885,0.06235950371790475,,1.477817675376185,0.5634682890672508,up-regulated
NP_005316.1,2367.855555555556,2360.1333333333328,4399.592592592594,2717.507407407408,2557.4333333333334,4807.503703703704,1890.8111111111116,1844.981481481482,1945.3222222222216,2404.1666666666674,2326.692592592592,2955.05925925926,1638.007407407407,1746.6074074074074,2360.1333333333328,2453.0925925925926,2266.0481481481484,3473.3,1108.7407407407406,1180.4481481481482,1478.155555555555,751.3037037037036,725.4518518518518,1351.737037037037,461.2074074074074,446.44814814814816,933.0925925925928,3360.8148148148152,0.7646466807839443,0.1165391923383907,2561.9728395061734,0.5576874440898738,0.2536091332094741,1893.704938271605,0.23235196826604212,0.6338536442375748,1.1046129212760507,0.14354090863228688,,0.8420542214947206,-0.24801496068956613,,0.6224118433060235,-0.6840585825769027,down-regulated
NP_631961.1,8122.807407407409,5104.577777777777,1924.237037037037,8384.655555555555,5087.918518518518,1736.3925925925926,4389.5370370370365,3893.040740740741,1475.844444444445,7694.411111111109,4895.937037037038,1563.6185185185184,4938.355555555556,3824.148148148148,1376.937037037037,5232.37037037037,3719.025925925925,1041.6111111111113,4522.774074074074,3411.5000000000005,1514.8962962962962,4215.400000000001,3161.9629629629635,1104.0296296296297,3047.1925925925925,2587.3888888888887,1250.5296296296297,5069.655555555555,0.9945384496961329,0.002378422023639794,4717.988888888888,0.9013250239087787,0.04511857124503438,3252.807407407407,0.43660935835375775,0.35990695979078446,1.0037847065880734,0.005449870837851191,,0.9341551986365961,-0.09826583863247006,,0.6440513153707046,-0.6347524539365103,down-regulated
NP_005795.2,2104.574074074074,1044.4814814814818,84.25555555555556,1910.3518518518515,974.1037037037038,81.48148148148148,936.4740740740742,678.8407407407408,87.47407407407407,2157.4333333333334,1169.0444444444445,91.5148148148148,1823.2481481481484,951.6,79.1222222222222,1567.233333333333,1025.9592592592596,80.67407407407407,1738.3925925925923,871.0370370370367,79.1222222222222,1569.5629629629634,826.2407407407404,77.9851851851852,1019.5925925925924,716.6703703703703,72.74074074074072,988.6456790123456,0.9153315612357468,0.03842156261967074,1139.330864197531,0.9447340020296926,0.0246904536200535,567.5962962962964,0.48618574248683677,0.3131977810954842,0.9173064190590083,-0.12452435952532295,,1.0571183765295067,0.08013693932196343,,0.5266393583461055,-0.9251127497873043,down-regulated
NP_005944.1,3003.477777777778,2123.9,1358.3703703703704,4135.159259259259,3418.6000000000004,2326.692592592592,2972.096296296297,1893.9555555555555,1104.0296296296297,4114.914814814815,3194.6037037037045,2177.6962962962966,2489.566666666666,1984.1074074074077,1254.9555555555555,7473.544444444445,6791.14814814815,4433.577777777778,4656.629629629631,3325.166666666666,2123.9,3750.7370370370368,2679.333333333333,1687.4037037037033,6161.466666666667,4446.3703703703695,2404.1666666666674,3293.4839506172834,0.1863234237519392,0.7297325441013639,3162.4049382716057,0.24632915843045328,0.6084841768903908,1990.0271604938273,0.8233315786905212,0.08442522700554693,1.5234097325646199,0.6073040177536093,up-regulated,1.4627787879064755,0.5487116110891426,up-regulated,0.9204923387575722,-0.11952238078904512,
NP_037522.1,1690.2037037037037,976.6814814814816,2303.4111111111115,1893.9555555555555,1069.4555555555555,2303.4111111111115,2370.951851851852,1614.0851851851853,3062.133333333333,1870.6,1156.4592592592592,2460.385185185185,2565.7407407407413,1467.0185185185187,3010.4555555555557,2063.6074074074068,1124.2888888888888,2629.074074074074,2592.8037037037034,1609.9111111111108,3097.833333333334,2552.611111111112,1486.2925925925929,3109.522222222222,2747.481481481482,1758.2888888888888,3579.907407407408,1755.6074074074077,0.8606048109467258,0.06519623045683798,1829.148148148148,0.7645564030312966,0.11659047019713167,2349.0567901234567,0.2898229470312753,0.5378672317891938,1.0596596074457145,0.08360090486736299,,1.1040477503390511,0.1428025703838278,,1.417857196083399,0.5037122343566593,up-regulated
NP_006017.1,4266.462962962963,5748.277777777777,6545.074074074074,4247.896296296297,6161.466666666667,6740.281481481483,3252.437037037037,4135.159259259259,4221.799999999999,4230.103703703704,5821.337037037036,5858.292592592592,3071.6888888888884,4306.822222222222,4097.577777777777,2854.448148148146,4683.585185185185,5232.37037037037,3142.896296296296,4333.892592592593,3789.5592592592593,2729.4888888888886,3893.040740740741,3642.8814814814823,2541.107407407407,3142.896296296296,2967.4,5716.54814814815,0.8547652361486402,0.06815314918441728,5303.244444444444,0.8133021304765374,0.08974809004708899,3869.798765432098,0.11630747609859295,0.9343923684700742,1.0356181295639828,0.050492126437095955,,0.9607434328975767,-0.057776885018466846,,0.7010583406953468,-0.5123935874137734,down-regulated
XP_011531792.1,1019.5925925925924,588.6148148148148,399.7296296296298,1011.2888888888888,596.0999999999999,401.67777777777775,1512.0333333333338,922.4111111111112,653.5518518518518,1079.1555555555558,607.5555555555555,422.8962962962963,1521.2037037037037,864.7925925925927,651.5407407407407,1238.0481481481477,858.5851851851852,512.2814814814816,1221.3481481481483,691.5666666666666,518.3296296296296,1148.6592592592592,765.0814814814813,453.02962962962965,1225.4444444444443,719.9148148148148,576.237037037037,669.6888888888888,0.9989005067997989,0.0004777665284190076,703.2024691358025,0.905495935055497,0.043113494976570466,1029.3320987654322,0.31980289175431587,0.49511761355018313,1.000562582196948,0.0008114063256472936,,1.0506342422571169,0.0712605106689254,,1.537894983426882,0.6209569909057054,up-regulated
NP_002061.1,3301.607407407407,778.8185185185184,724.362962962963,3558.555555555555,790.1814814814816,864.7925925925927,5121.718518518517,984.1074074074074,799.9555555555555,3637.055555555555,835.4407407407408,786.2851851851852,5258.570370370369,1030.1074074074074,948.8888888888888,4541.625925925925,928.577777777778,598.2185185185184,6366.637037037038,1124.2888888888888,1076.6703703703704,6841.003703703702,1174.9444444444443,1024.5555555555557,7619.992592592595,1339.1407407407405,910.062962962963,1737.8432098765434,0.9182022894963182,0.03706162867479251,1752.9271604938274,0.9108845338854596,0.040536671846535755,2301.9271604938267,0.6970691955003726,0.15672410894302694,1.085069448459215,0.11778738344512668,,1.0944875213232481,0.13025550588688503,,1.4372705317919698,0.5233316401811482,up-regulated
NP_005042.1,5365.22962962963,5349.488888888888,375.3444444444444,5671.3,5938.596296296297,422.8962962962963,8346.277777777777,7658.729629629629,547.1444444444445,5996.092592592594,5687.492592592591,413.9296296296296,8384.655555555555,7694.411111111109,587.6592592592592,7840.296296296296,7763.337037037038,548.8074074074075,7447.74074074074,6693.285185185186,493.1814814814814,7658.729629629629,7095.348148148149,478.2037037037037,8231.518518518518,7973.603703703706,641.4148148148147,4010.9308641975313,0.9040066618104232,0.04382836910777163,4032.5049382716043,0.897956492442211,0.046744705147853255,5517.383950617284,0.5806870975575025,0.23605782356514604,1.0850066976876531,0.117703948375689,,1.0908427531219973,0.12544314965291833,,1.4925209989456696,0.5777512295548461,up-regulated
NP_004699.1,3806.359259259259,4348.018518518518,8346.277777777777,3806.359259259259,4532.170370370371,8915.562962962962,2802.6111111111104,3055.548148148148,5424.751851851853,3619.348148148149,4306.822222222222,8638.14074074074,2794.3370370370367,3086.177777777778,5770.84074074074,3142.896296296296,3385.485185185185,6037.055555555555,2717.507407407408,3092.3666666666663,5738.666666666667,2802.6111111111104,2993.4592592592603,5474.603703703704,2421.114814814814,2557.4333333333334,4626.040740740741,5751.364197530864,0.9124558194199981,0.039788154648600624,5521.437037037038,0.9925165619178316,0.0032622375225181705,3760.970370370371,0.36628495543444306,0.4361809189166297,1.0456610365873231,0.06441526067959902,,1.0038577591866722,0.005554862262933827,,0.6837856273723806,-0.5483839960945712,down-regulated
XP_011539410.2,293.73703703703706,931.688888888889,703.0444444444445,345.3703703703703,960.7629629629632,780.2555555555556,419.1629629629629,1469.0814814814814,936.4740740740742,336.71851851851864,1092.5148148148148,791.4481481481481,462.1518518518519,1455.051851851852,1039.9592592592594,502.88518518518526,1464.5814814814817,1003.722222222222,430.4296296296296,1244.622222222222,919.0518518518523,471.4185185185184,1484.1703703703706,1052.0518518518516,513.8740740740741,1645.9222222222224,1076.6703703703704,695.462962962963,0.850071669513261,0.07054445738924751,740.2271604938272,0.752828225110792,0.12330410666358921,941.5728395061728,0.45734369175828155,0.3397573068565437,1.0818879672432768,0.11355111148372739,,1.1515248124112951,0.20354549784987372,,1.46474561492797,0.5506501308940491,up-regulated
NP_003391.1,916.2629629629632,876.9148148148148,2493.981481481481,937.9,882.4814814814816,2433.325925925926,1414.9962962962964,1412.6037037037042,3806.359259259259,984.1074074074074,899.6555555555556,2493.981481481481,1861.2814814814813,1488.1148148148147,3840.137037037038,730.6592592592592,943.6296296296296,2948.9925925925927,1543.8925925925923,1298.8074074074073,3109.522222222222,994.251851851852,920.3629629629628,2679.333333333333,1455.051851851852,1269.9481481481484,3130.4555555555557,1417.9024691358027,0.9886391382040394,0.004962200703490869,1459.248148148148,0.969528544445491,0.013439400084321894,2211.31975308642,0.4666816129672704,0.3309793097729996,0.9921971986975753,-0.011301210858566503,,1.0211294192044633,0.030165726756255236,,1.5474021043028583,0.6298481408746044,up-regulated
NP_001355024.1,5156.37037037037,5916.174074074074,609.3074074074074,5271.951851851853,4807.503703703704,540.1074074074072,3726.944444444444,2322.4629629629635,319.97407407407405,5074.1407407407405,4683.585185185185,518.3296296296296,3735.4555555555553,2844.462962962963,344.79999999999995,4126.451851851853,2679.333333333333,434.0592592592593,4230.103703703704,3515.8444444444435,379.8148148148149,5104.577777777777,3719.025925925925,440.5555555555555,4532.170370370371,2374.511111111111,316.2814814814815,3539.854320987655,0.882065920922918,0.054498956791938294,3425.351851851852,0.8423931613624728,0.07448516745718184,2123.127160493827,0.4213947980652739,0.37531082987051695,0.9090650264734792,-0.13754459913085626,,0.8796598078691229,-0.1849823988539959,,0.5452373101677183,-0.8750438068597512,down-regulated
XP_016879141.1,1521.2037037037037,2079.5851851851853,488.92222222222233,1687.4037037037033,2153.811111111111,486.4333333333335,2433.325925925926,2826.592592592593,634.7888888888891,1796.6629629629626,2187.2111111111108,562.3814814814815,2552.611111111112,2955.05925925926,661.6851851851851,2247.022222222222,2573.540740740741,569.2111111111111,2182.637037037037,2350.5999999999995,573.2518518518517,2043.7,2506.729629629629,535.7296296296295,2283.8222222222225,2536.385185185185,584.1925925925926,1442.5493827160492,0.9129188593751582,0.039567821032629985,1515.418518518518,0.8329256856034775,0.07939374501826128,1964.902469135803,0.5085130710389311,0.29369787930540187,1.0581794240650881,0.08158427042180733,,1.1116324434760396,0.15267984594740394,,1.441350561752981,0.5274212669446353,up-regulated
NP_005600.1,355.7703703703704,173.52222222222224,60.43333333333334,396.4851851851852,182.16666666666663,57.35925925925925,538.1777777777777,244.3888888888889,85.30740740740741,401.67777777777775,192.24814814814815,59.4148148148148,487.6703703703704,230.51111111111103,76.59629629629632,568.4037037037037,243.8814814814815,70.51111111111112,508.50740740740736,247.07407407407405,82.3,690.3888888888889,298.4037037037038,82.76666666666667,647.2851851851852,278.4703703703704,95.79259259259258,212.00370370370368,0.9121485927414344,0.039934407558618046,217.7802469135802,0.8799850217661946,0.05552471991761608,289.2913580246913,0.5939805100095888,0.22622780507630716,1.078485925665406,0.1090073493261715,,1.1078718299775159,0.14779098522141776,,1.471656638991119,0.5574411068510641,up-regulated
NP_001739.3,2262.885185185185,306.7333333333333,800.9962962962965,2201.4999999999995,299.0962962962964,808.262962962963,3354.977777777778,493.1814814814814,1134.2814814814817,2299.511111111111,329.1296296296297,848.125925925926,3189.0999999999995,448.2925925925927,1072.0814814814812,3148.3222222222225,359.94444444444457,881.111111111111,3496.8629629629627,482.05925925925936,1178.4962962962964,3405.025925925926,392.5037037037037,1031.477777777778,3911.425925925927,558.9481481481481,1242.3814814814816,1102.953086419753,0.9811165778603443,0.00827938598047616,1158.9222222222222,0.9681233688727525,0.014069296610247115,1660.813580246914,0.63844735495249,0.1948749079483243,0.9816782519070044,-0.02667784065167714,,1.031493320264684,0.044734478662868164,,1.4781993833414284,0.5638408770331838,up-regulated
NP_057269.1,7367.788888888891,3377.8296296296294,1687.4037037037033,7051.122222222221,3604.518518518519,1721.192592592593,3902.0,2797.729629629629,1648.0555555555557,7447.74074074074,3397.9999999999995,1571.7518518518516,4279.085185185185,2723.58888888889,1422.4481481481484,5604.099999999999,2894.7000000000003,1298.8074074074073,3521.2518518518523,2279.9703703703703,1214.1148148148147,2948.9925925925927,2031.6703703703704,1009.137037037037,1875.1185185185184,1736.3925925925926,1014.511111111111,4125.611111111111,0.9938837523687212,0.002664409020356216,4139.164197530864,0.9983949674383998,0.0006976167834874078,2782.5950617283947,0.5134268826085086,0.28952139576803626,0.9954806733323085,-0.006534787739469592,,0.998750936871819,-0.0018031435354154124,,0.671420434708524,-0.574711648700847,down-regulated
NP_001341664.1,364.6962962962963,1294.47037037037,2354.0111111111105,424.0222222222223,1361.0296296296294,2460.385185185185,481.237037037037,1970.959259259259,3521.2518518518523,424.66296296296287,1426.5666666666668,2617.874074074074,542.8740740740741,2057.207407407407,4001.466666666666,265.90000000000003,1503.4407407407411,3079.6703703703706,573.2518518518517,1910.3518518518515,3465.244444444444,453.788888888889,1760.911111111111,3551.903703703704,497.7777777777778,2231.811111111111,4306.822222222222,1415.1456790123457,0.9295389457794754,0.03173240946089923,1489.7012345679013,0.8677324811073108,0.06161414566026931,1991.1493827160496,0.5721565355650539,0.2424851368859096,1.0578741516374761,0.08116800967534192,,1.1136072088434588,0.15524045549562063,,1.4884583935516147,0.5738188949009855,up-regulated
NP_003409.1,5837.811111111112,4576.366666666667,896.625925925926,4589.485185185186,3973.159259259259,716.6703703703703,3104.185185185185,3208.644444444444,592.0333333333334,4952.555555555556,3703.8370370370376,669.9259259259261,3339.688888888888,3287.274074074075,601.9444444444446,4153.492592592593,3551.903703703704,828.7888888888886,3508.322222222222,3097.833333333334,582.1370370370371,3496.8629629629627,3346.8925925925923,592.0333333333334,2170.5333333333333,2569.2740740740737,466.2962962962963,3093.104938271605,0.7413121494841465,0.12999888209775876,3108.7728395061736,0.7522308246627788,0.12364887417516715,2301.620987654321,0.4502886881388738,0.3465089629650557,0.8203939399793773,-0.28561125981507546,,0.8245495866456096,-0.27832183802681654,,0.6104661652559646,-0.7120167580205105,down-regulated
NP_002815.3,8273.57037037037,4247.896296296297,652.6703703703702,7840.296296296296,3893.040740740741,667.0703703703701,4703.118518518519,2370.951851851852,377.8481481481481,8741.981481481482,4965.392592592591,675.1,5474.603703703704,2583.2851851851856,448.2925925925927,5502.2962962962965,2598.2185185185185,502.88518518518526,5938.596296296297,3010.4555555555557,424.0222222222223,6125.562962962962,3122.888888888888,446.44814814814816,4763.92962962963,2288.2925925925924,370.7592592592594,4133.469135802468,0.9361544540319284,0.02865249207396618,4794.158024691357,0.9060879169623417,0.042829661043745415,2483.9728395061734,0.5031946807123922,0.2982639584798502,0.9412690465072276,-0.08732094198352848,,1.091720393801885,0.12660340742285792,,0.5656475636748434,-0.8220246575676352,down-regulated
NP_001281269.1,1120.2259259259258,4626.040740740741,4885.837037037036,1070.8037037037038,4513.670370370372,4965.392592592591,791.4481481481481,2831.751851851852,2655.0444444444447,1064.2370370370368,4433.577777777778,4727.055555555555,785.1518518518519,3293.992592592592,3168.859259259259,974.1037037037038,3418.6000000000004,3779.514814814814,778.8185185185184,2961.5296296296297,2979.466666666668,882.4814814814816,2876.8370370370367,2979.466666666668,703.0444444444445,2219.5185185185182,2231.811111111111,3516.6222222222227,0.9881047431047705,0.005197015998094311,3408.2901234567894,0.9398332806059709,0.02694918016046498,2092.748148148148,0.36822307355384953,0.4338890012661441,0.9922652149255856,-0.011202315889112531,,0.9616977651194774,-0.056344528618268545,,0.5904987967957285,-0.7599939749069352,down-regulated
NP_006175.2,1480.6444444444442,2932.0444444444447,4807.503703703704,1484.1703703703706,2839.318518518519,4670.907407407407,716.6703703703703,2239.4333333333334,3508.322222222222,1240.1703703703704,2702.3,4375.625925925926,789.0777777777776,2031.6703703703704,3508.322222222222,827.7037037037037,2197.6666666666665,4126.451851851853,1019.5925925925924,2587.3888888888887,3813.4370370370375,1073.874074074074,2493.981481481481,4038.9703703703694,783.8962962962964,2268.874074074074,3301.607407407407,2998.132098765432,0.957721104407521,0.018760942331755133,2772.6987654320988,0.8312672246621118,0.08025934259325418,2154.8086419753085,0.5063896816994751,0.29551515217441976,0.9755106746384343,-0.03577043510926501,,0.9021607968340019,-0.14854349941091677,,0.7011161492569448,-0.5122746291446233,down-regulated
XP_024308587.1,417.7074074074074,604.2111111111112,586.1851851851851,453.788888888889,650.2666666666667,658.4666666666669,620.9925925925926,981.3703703703702,940.7999999999998,453.02962962962965,677.9259259259261,681.5592592592593,575.5037037037036,978.5888888888888,968.8148148148148,538.1777777777777,959.1,1178.4962962962964,534.9,763.7962962962963,785.1518518518519,501.937037037037,712.9,767.8703703703702,552.4296296296296,756.6814814814816,915.0333333333334,587.5074074074075,0.5962673886423819,0.22455894265821344,604.1716049382717,0.5195898267780752,0.28433936071178356,847.7209876543208,0.09339030294990636,1.0296982157825398,1.0960252240964747,0.1322810010905395,,1.1271131399301688,0.17263234090813798,,1.581467014288741,0.6612634649173738,up-regulated
NP_066932.1,7473.544444444445,2215.9407407407407,2808.4555555555544,6523.874074074073,2288.2925925925924,2569.2740740740737,5087.918518518518,1779.4,1662.2703703703698,7211.133333333333,2228.333333333333,2545.1185185185186,4822.444444444444,1624.574074074074,1901.114814814815,4532.170370370371,1924.237037037037,1910.3518518518515,7540.4740740740735,2399.211111111111,2702.3,6668.092592592591,2205.048148148148,2292.3703703703704,3874.644444444444,1480.6444444444442,1438.5555555555557,3793.8135802469133,0.8714354350704927,0.05976478437881562,3994.861728395062,0.9446258086256429,0.024740193006001547,2843.1962962962957,0.5504028344510459,0.25931933824769265,0.9106652829325363,-0.13500720923211806,,0.9589247887948357,-0.06051042989197368,,0.6824795432966141,-0.5511422916780705,down-regulated
NP_001193943.1,3508.322222222222,8169.640740740741,6267.996296296296,2972.096296296297,7727.314814814816,5738.666666666667,2149.5333333333333,5975.988888888887,4323.522222222223,3201.7925925925924,7727.314814814816,5604.099999999999,2394.9666666666662,6740.281481481483,4626.040740740741,2356.785185185185,6419.066666666667,4895.937037037038,2560.5851851851858,6988.133333333333,4781.014814814816,3003.477777777778,8638.14074074074,6125.562962962962,2383.7037037037035,7840.296296296296,5139.651851851852,5479.35925925926,0.8075792159617099,0.09281486668393658,5511.06913580247,0.814706148641002,0.08899900602790906,4149.681481481482,0.3560527931193112,0.4484856029806977,0.9159765460459582,-0.12661743688870802,,0.9212774401500472,-0.11829240952217358,,0.6936962390584571,-0.5276240319954558,down-regulated
NP_065801.1,1714.0074074074073,1546.2111111111112,201.99259259259256,1848.1148148148147,1604.0962962962965,192.8592592592593,2881.977777777777,2166.0111111111114,298.4037037037038,1931.2925925925929,1631.7666666666669,187.81111111111107,3175.9629629629626,2242.955555555556,333.037037037037,2763.4666666666667,2131.692592592593,273.1666666666667,2339.22962962963,1750.666666666667,212.87037037037044,2356.785185185185,1680.3555555555552,182.8629629629629,2425.433333333334,1785.1407407407412,204.89629629629636,1215.0234567901236,0.935155802033691,0.029116027280855057,1250.2901234567903,0.9002503563968972,0.045636698025352224,1782.130864197531,0.5335488992860213,0.27282577170924627,1.0528157450227162,0.07425297007516841,,1.083374251308038,0.11553170761475054,,1.5442133425759819,0.6268720835735958,up-regulated
XP_011512129.1,614.9666666666667,1567.233333333333,300.72962962962964,548.0111111111112,1503.4407407407411,280.5777777777778,286.2037037037037,1120.2259259259258,232.3,569.2111111111111,1541.914814814815,267.1629629629629,419.1629629629629,1276.7444444444448,242.33333333333331,414.91481481481486,1353.8037037037036,205.54444444444445,411.5703703703704,1187.3444444444442,280.5777777777778,323.19629629629634,1134.2814814814817,210.0851851851852,239.47407407407408,933.0925925925928,231.65555555555557,777.3432098765434,0.9291877095762997,0.03189654327396955,792.7629629629629,0.9517038499055813,0.0214981738435603,546.2432098765431,0.5892278010665486,0.22971677037497157,0.9392250194289604,-0.090457254874958,,0.957855937803461,-0.062119404943880345,,0.6599984188331883,-0.5994655266954386,down-regulated
